isn_vinculo;num_ano;num_mes;8;15;54;86;199;324;1232;1352;1367;1369;1404;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
297565;2020;4;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14365544637574956;1;0.0002516391473734725;0
297565;2020;5;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2020;6;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2020;7;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2020;8;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2020;9;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14365544637574956;1;0.0002516391473734725;0
297565;2020;10;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2020;11;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2020;12;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2021;1;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20488885527200784;1;0.030471723317475052;0
297565;2021;2;2546.99;254.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14365544637574956;1;0.0002516391473734725;0
297565;2021;3;2674.35;267.44;0.0;60.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09580892351031733;1;0.007376175104060967;0
297565;2021;4;2674.35;267.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14763926767503172;-1;-3.7773042209643393e-06;1
297565;2021;5;2674.35;267.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14763926767503172;-1;-3.7773042209643393e-06;1
