isn_vinculo;num_ano;num_mes;15;39;78;97;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
266672;2007;3;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.006645440281400128;1;3.559102760508637e-05;1
266672;2007;4;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.006645440281400128;1;3.559102760508637e-05;1
266672;2007;5;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.006645440281400128;1;3.559102760508637e-05;1
266672;2007;6;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.006645440281400128;1;3.559102760508637e-05;1
266672;2007;7;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2007;8;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2007;9;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2007;10;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2007;11;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2007;12;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.012087937460292242;1;9.456636234295157e-05;0
266672;2008;1;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2008;2;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2008;3;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2008;4;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2008;5;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.09558464585538196;1;0.07194903881146342;0
266672;2008;6;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.012087937460292242;1;9.456636234295157e-05;0
266672;2008;7;709.98;0.0;1087.11;0.0;3549.91;0.0;0.0;1;0.09427430676074011;1;0.03285743787318651;0
266672;2008;8;709.98;0.0;1087.11;0.0;3549.91;0.0;0.0;1;0.012341531951171714;1;0.16492197742232317;0
266672;2008;9;709.98;0.0;1087.11;0.0;3549.91;0.0;0.0;1;0.09427430676074011;1;0.03285743787318651;0
266672;2008;10;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2008;11;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2008;12;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2009;1;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2009;2;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2009;3;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2009;4;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.05420808966728263;1;0.033421625420242074;0
266672;2009;5;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2009;6;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.11344442675127625;1;0.1693789220083084;0
266672;2009;7;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2009;8;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2009;9;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.03463573830344846;1;0.05790944243308915;0
266672;2009;10;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2009;11;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2009;12;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;1;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;2;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;3;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;4;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;5;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;6;752.58;0.0;1112.83;0.0;3762.91;0.0;0.0;1;0.12871572793496477;1;0.2305298312430515;0
266672;2010;7;789.01;0.0;1166.69;0.0;3945.03;0.0;0.0;1;0.078754555244125;1;0.2537383773979993;0
266672;2010;8;789.01;0.0;1166.69;0.0;3945.03;0.0;0.0;1;0.078754555244125;1;0.2537383773979993;0
266672;2010;9;789.01;0.0;1166.69;0.0;3945.03;0.0;0.0;1;0.078754555244125;1;0.2537383773979993;0
266672;2010;10;789.01;0.0;1166.69;0.0;3945.03;0.0;0.0;1;0.078754555244125;1;0.2537383773979993;0
