isn_vinculo;num_ano;num_mes;97;102;140;160;161;302;303;305;316;317;1249;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
11372;2009;4;0.0;0.0;0.0;0.96;0.0;499.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.18350285782987658;1;0.3107682092689714;0
11372;2009;5;0.0;0.0;0.0;0.96;0.0;499.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.20045340105151255;1;0.08099780602912077;0
11372;2009;6;0.0;0.0;0.0;0.96;0.0;499.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.18350285782987658;1;0.3107682092689714;0
11372;2009;7;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2009;8;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2009;9;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2009;10;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1714585104018886;1;0.3634404791953454;0
11372;2009;11;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2009;12;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1714585104018886;1;0.3634404791953454;0
11372;2010;1;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2010;2;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2010;3;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2010;4;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1714585104018886;1;0.3634404791953454;0
11372;2010;5;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2010;6;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16038046148205737;1;1.280430714309965;0
11372;2010;7;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1622444965166555;1;1.3551931342964636;0
11372;2010;8;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17164117171908222;1;0.3847149892111048;0
11372;2010;9;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1622444965166555;1;1.3551931342964636;0
11372;2010;10;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1622444965166555;1;1.3551931342964636;0
11372;2010;11;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17164117171908222;1;0.3847149892111048;0
11372;2010;12;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17164117171908222;1;0.3847149892111048;0
11372;2011;1;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;2;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;3;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;4;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;5;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16924986673192183;1;0.5243102072845929;0
11372;2011;6;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.16924986673192183;1;0.5243102072845929;0
11372;2011;7;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;8;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;9;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;10;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;11;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2011;12;0.0;0.0;0.0;57.69;0.0;582.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15849452351628635;1;1.8655713511839096;0
11372;2012;1;0.0;0.0;0.0;61.73;0.0;623.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15758265458106935;1;1.9775282384324555;0
11372;2012;2;0.0;0.0;0.0;61.73;0.0;623.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1688847025741294;1;0.5545415122363426;0
11372;2012;3;0.0;0.0;0.0;61.73;0.0;623.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15758265458106935;1;1.9775282384324555;0
11372;2012;4;0.0;0.0;0.0;61.73;0.0;623.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1688847025741294;1;0.5545415122363426;0
11372;2012;5;0.0;0.0;0.0;61.73;0.0;623.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.15758265458106935;1;1.9775282384324555;0
