isn_vinculo;num_ano;num_mes;8;15;97;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
312115;2007;3;2110.59;211.06;0.0;0.0;0.0;0.0;1;0.06639384026990014;1;0.0001597804905979494;0
312115;2007;4;2110.59;211.06;0.0;0.0;0.0;0.0;1;0.06639384026990014;1;0.0001597804905979494;0
312115;2007;5;2110.59;211.06;0.0;0.0;0.0;0.0;1;0.06639384026990014;1;0.0001597804905979494;0
312115;2007;6;2110.59;211.06;0.0;0.0;0.0;0.0;1;0.06639384026990014;1;0.0001597804905979494;0
312115;2007;7;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2007;8;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2007;9;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2007;10;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2007;11;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2007;12;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.12047478660773314;-1;-0.0005436405871562799;1
312115;2008;1;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2008;2;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2008;3;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2008;4;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2008;5;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.15197631852615578;1;0.031069062738365183;0
312115;2008;6;2185.52;218.55;0.0;0.0;0.0;0.0;1;0.12047478660773314;-1;-0.0005436405871562799;1
312115;2008;7;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.17166207699113273;1;0.016831903614362043;0
312115;2008;8;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2008;9;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.17166207699113273;1;0.016831903614362043;0
312115;2008;10;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2008;11;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2008;12;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2009;1;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2009;2;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2009;3;2319.49;231.95;301.87;0.0;0.0;0.0;-1;-0.14706071279362143;-1;-1.012830946045256;2
312115;2009;4;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.17166207699113273;1;0.016831903614362043;0
312115;2009;5;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2009;6;2319.49;231.95;0.0;0.0;0.0;0.0;1;0.16183708322146728;1;0.07086204462030121;0
312115;2009;7;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2009;8;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2009;9;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.13620976349756597;1;0.03186552797554587;0
312115;2009;10;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2009;11;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2009;12;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;1;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;2;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;3;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;4;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;5;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;6;2458.66;245.87;0.0;0.0;0.0;0.0;1;0.17893713253106364;1;0.09326973143729189;0
312115;2010;7;2577.66;257.77;0.0;0.0;0.0;0.0;1;0.1546317972041078;1;0.0999038743541707;0
312115;2010;8;2577.66;257.77;0.0;0.0;0.0;0.0;1;0.1546317972041078;1;0.0999038743541707;0
312115;2010;9;2577.66;257.77;0.0;0.0;0.0;0.0;1;0.1546317972041078;1;0.0999038743541707;0
312115;2010;10;2577.66;257.77;0.0;0.0;0.0;0.0;1;0.1546317972041078;1;0.0999038743541707;0
312115;2010;11;2577.66;257.77;0.0;0.0;0.0;0.0;1;0.1546317972041078;1;0.0999038743541707;0
312115;2010;12;2577.66;257.77;0.0;0.0;0.0;0.0;1;0.1217286277112708;1;0.04242063434647303;0
312115;2011;1;2706.54;270.65;0.0;0.0;0.0;0.0;1;0.14014578662990734;1;0.09757704734835126;0
312115;2011;2;2706.54;270.65;0.0;0.0;0.0;0.0;1;0.14014578662990734;1;0.09757704734835126;0
312115;2011;3;2706.54;270.65;0.0;0.0;0.0;0.0;1;0.14014578662990734;1;0.09757704734835126;0
312115;2011;4;2706.54;270.65;12.63;0.0;0.0;0.0;-1;-0.03836857249998782;1;0.00015975349986208087;1
312115;2011;5;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2011;6;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2011;7;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2011;8;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2011;9;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2011;10;0.0;270.65;0.0;2706.54;0.0;0.0;-1;-0.052804752068558725;1;0.00016039320469518614;1
312115;2011;11;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2011;12;0.0;270.65;0.0;2706.54;0.0;0.0;1;0.0;1;0.00016892520774325348;0
312115;2012;1;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;2;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;3;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17578799326307726;1;0.061501635515188946;0
312115;2012;4;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;5;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;6;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;7;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;8;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;9;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;10;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2012;11;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17578799326307726;1;0.061501635515188946;0
312115;2012;12;2896.0;289.6;0.0;0.0;0.0;0.0;1;0.17839997276021008;1;0.08433513975372442;0
312115;2013;1;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;2;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;3;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;4;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.20363981729109137;1;0.06682062455415316;0
312115;2013;5;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;6;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.20363981729109137;1;0.06682062455415316;0
312115;2013;7;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;8;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;9;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;10;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.20363981729109137;1;0.06682062455415316;0
312115;2013;11;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2013;12;3057.61;305.76;0.0;0.0;0.0;0.0;1;0.17064585071418747;1;0.07158130778762972;0
312115;2014;1;3231.89;323.19;0.0;0.0;0.0;0.0;1;0.2112383137511481;1;0.06970966349519425;0
312115;2014;2;3231.89;323.19;0.0;0.0;0.0;0.0;1;0.16480847547637156;1;0.06304361644895629;0
312115;2014;3;3231.89;323.19;0.0;0.0;0.0;0.0;1;0.16480847547637156;1;0.06304361644895629;0
312115;2014;4;3231.89;323.19;0.0;0.0;0.0;0.0;1;0.16480847547637156;1;0.06304361644895629;0
312115;2014;5;3231.89;323.19;0.0;0.0;0.0;0.0;1;0.2112383137511481;1;0.06970966349519425;0
