isn_vinculo;num_ano;num_mes;44;102;185;226;227;312;324;371;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
154386;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154386;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154387;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154387;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154387;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154387;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154387;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154387;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154387;2010;9;435.21;327.23;0.0;0.0;327.23;0.0;0.0;0.0;-1;-0.04122104779982383;1;0.017097647731962207;1
154388;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.10855659002475726;1;1.920455955850553e-05;0
154388;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154388;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154388;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.3250246047677636;1;0.007433233225823455;0
154388;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154388;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154388;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154388;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154388;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154388;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154388;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.2733166075178087;-1;-8.145256777203347e-05;1
154388;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154388;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.057811302580856316;1;0.00010180258386849328;0
154389;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154389;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154389;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.3250246047677636;1;0.007433233225823455;0
154389;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154389;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154389;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154389;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154389;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154389;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154389;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154389;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154389;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154389;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.057811302580856316;1;0.00010180258386849328;0
154390;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154390;2010;4;0.0;0.0;0.0;0.0;395.35;66.36;0.0;0.0;-1;-0.14353013884182508;-1;-3.014699709069646e-05;2
154391;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154391;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154391;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154391;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154391;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154391;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154391;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154391;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154391;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154391;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154391;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154391;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154391;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.057811302580856316;1;0.00010180258386849328;0
154392;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154392;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13072785804443998;1;0.00016705530742855412;0
154392;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154392;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154392;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154392;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154392;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154392;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154392;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154392;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154392;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154392;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154392;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.057811302580856316;1;0.00010180258386849328;0
154393;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154393;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154393;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.3250246047677636;1;0.007433233225823455;0
154393;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154393;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154393;2010;8;362.67;272.69;0.0;0.0;43.63;0.0;0.0;0.0;-1;-0.014452825645214107;1;5.9999340367378196e-05;1
154394;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.10855659002475726;1;1.920455955850553e-05;0
154394;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154394;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154394;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154394;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154394;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154394;2010;9;435.21;327.23;0.0;0.0;0.0;0.0;0.0;0.0;1;0.002910489970321173;1;0.00031449848876802244;0
154395;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154395;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154395;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154395;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154395;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154395;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154395;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154395;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154395;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154395;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154395;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154395;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154395;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.057811302580856316;1;0.00010180258386849328;0
154396;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154396;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154396;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154396;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154396;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154396;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.3696890333493713;1;0.004487001621520548;0
154396;2010;9;435.21;327.23;0.0;0.0;327.23;0.0;0.0;0.0;-1;-0.003557265519281372;-1;-0.00011898152386025096;2
154397;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154397;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13072785804443998;1;0.00016705530742855412;0
154397;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.3250246047677636;1;0.007433233225823455;0
154397;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154397;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154397;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;13.44;0.0;-1;-0.1028860133314825;1;0.00015936704167596183;1
154397;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154397;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154397;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154397;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154397;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154397;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154397;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;-1;-0.01832702842619982;-1;-9.90433135637514e-05;2
154398;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1;0.11553038065019028;-1;-0.00013294235858740677;1
154398;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1;0.13050852010781966;-1;-0.0002887487207811068;1
154398;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.3250246047677636;1;0.007433233225823455;0
154398;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.23109233012625463;1;0.019528800503474164;0
154398;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154398;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154398;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154398;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154398;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154398;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.2844684241941679;1;0.0123705870372256;0
154398;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.2733166075178087;-1;-8.145256777203347e-05;1
154398;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.17732092053328036;-1;-3.0152774789016235e-05;1
154398;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.057811302580856316;1;0.00010180258386849328;0
