isn_vinculo;num_ano;num_mes;8;160;207;324;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
297042;2014;1;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;2;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;3;834.26;0.0;0.0;0.0;1;0.2628410951739133;1;0.023017828485959235;0
297042;2014;4;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;5;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;6;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;7;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;8;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;9;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;10;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;11;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2014;12;834.26;0.0;0.0;0.0;1;0.24919964886213153;1;0.05256869605722292;0
297042;2015;1;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;2;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;3;888.07;0.0;0.0;0.0;1;0.1916829191177366;-1;-0.00045793013409306527;1
297042;2015;4;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;5;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;6;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;7;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;8;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;9;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;10;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;11;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2015;12;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2016;1;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2016;2;888.07;0.0;0.0;0.0;1;0.22563623528944965;1;0.00025542255664423585;0
297042;2016;3;888.07;12.24;0.0;0.0;-1;-0.06680757009303329;-1;-7.65467509085127e-05;2
297042;2016;4;888.07;12.24;0.0;0.0;-1;-0.02129810212419292;1;0.00045843872132983465;1
297042;2016;5;888.07;12.24;0.0;0.0;-1;-0.06680757009303329;-1;-7.65467509085127e-05;2
