isn_vinculo;num_ano;num_mes;8;160;207;324;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
297042;2007;3;544.82;0.0;0.0;0.0;1;0.2463800013859655;-1;-0.00045895352537761447;1
297042;2007;4;544.82;0.0;0.0;0.0;1;0.15068045376608763;-1;-0.00011123644600052884;1
297042;2007;5;544.82;0.0;0.0;0.0;1;0.15068045376608763;-1;-0.00011123644600052884;1
297042;2007;6;544.82;0.0;0.0;0.0;1;0.15068045376608763;-1;-0.00011123644600052884;1
297042;2007;7;564.16;0.0;0.0;0.0;1;0.3491598636285084;1;0.008847885481215345;0
297042;2007;8;564.16;0.0;0.0;380.0;1;0.015187281965673316;1;0.00019835385500366343;0
297042;2007;9;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2007;10;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2007;11;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2007;12;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2008;1;564.16;0.0;0.0;0.0;1;0.3491598636285084;1;0.008847885481215345;0
297042;2008;2;564.16;0.0;0.0;0.0;1;0.3491598636285084;1;0.008847885481215345;0
297042;2008;3;564.16;0.0;0.0;0.0;1;0.3491598636285084;1;0.008847885481215345;0
297042;2008;4;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2008;5;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2008;6;564.16;0.0;0.0;0.0;1;0.24132760734667386;1;0.020526014373736468;0
297042;2008;7;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2008;8;598.74;0.0;0.0;415.0;1;0.0462794886016179;1;0.01660657494024176;0
297042;2008;9;598.74;0.0;0.0;0.0;1;0.3001286685900023;1;0.02303286352222389;0
297042;2008;10;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2008;11;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2008;12;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;1;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;2;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;3;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;4;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;5;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;6;598.74;0.0;0.0;0.0;1;0.26869523380725036;1;0.05212482623735237;0
297042;2009;7;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2009;8;634.66;0.0;0.0;465.0;1;0.04702390680949464;1;0.016319326204307427;0
297042;2009;9;634.66;0.0;0.0;0.0;1;0.3307373332422073;1;0.03417053983019397;0
297042;2009;10;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2009;11;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2009;12;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2010;1;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2010;2;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2010;3;634.66;0.0;0.0;0.0;1;0.3307373332422073;1;0.03417053983019397;0
297042;2010;4;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2010;5;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2010;6;634.66;0.0;0.0;0.0;1;0.2693566760557684;1;0.0770947291242472;0
297042;2010;7;665.38;0.0;0.0;0.0;1;0.2175015324381936;1;0.0916261189070342;0
297042;2010;8;665.38;0.0;0.0;510.0;1;0.020359009743427525;1;0.013158764431032477;0
297042;2010;9;665.38;0.0;0.0;0.0;1;0.3266406510380606;1;0.04061031141072596;0
297042;2010;10;665.38;0.0;0.0;0.0;1;0.2175015324381936;1;0.0916261189070342;0
297042;2010;11;665.38;0.0;0.0;0.0;1;0.2175015324381936;1;0.0916261189070342;0
297042;2010;12;665.38;0.0;0.0;0.0;1;0.3266406510380606;1;0.04061031141072596;0
297042;2011;1;698.65;0.0;0.0;0.0;1;0.23148381995287265;1;0.0999295675098899;0
297042;2011;2;698.65;0.0;0.0;0.0;1;0.23148381995287265;1;0.0999295675098899;0
297042;2011;3;698.65;0.0;0.0;0.0;1;0.23148381995287265;1;0.0999295675098899;0
297042;2011;4;698.65;0.0;0.0;0.0;1;0.23148381995287265;1;0.0999295675098899;0
297042;2011;5;698.65;0.0;0.0;0.0;1;0.23148381995287265;1;0.0999295675098899;0
297042;2011;6;0.0;0.0;698.65;0.0;1;0.0;-1;-0.0001894474798828094;1
297042;2011;7;0.0;0.0;698.65;0.0;1;0.0;-1;-0.0001894474798828094;1
297042;2011;8;0.0;0.0;698.65;0.0;1;0.0;-1;-0.0001894474798828094;1
297042;2011;9;0.0;0.0;698.65;0.0;1;0.0;-1;-0.0001894474798828094;1
297042;2011;10;0.0;0.0;698.65;0.0;1;0.0;-1;-0.0001894474798828094;1
297042;2011;11;0.0;0.0;698.65;0.0;-1;-0.05218095576971582;1;0.00045843871797057734;1
297042;2011;12;0.0;0.0;698.65;0.0;1;0.0;-1;-0.0001894474798828094;1
297042;2012;1;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;2;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;3;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;4;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;5;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;6;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;7;747.56;0.0;0.0;0.0;1;0.3396953681214991;1;0.043230018923471336;0
297042;2012;8;747.56;0.0;0.0;0.0;1;0.3396953681214991;1;0.043230018923471336;0
297042;2012;9;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;10;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2012;11;747.56;0.0;0.0;0.0;1;0.3396953681214991;1;0.043230018923471336;0
297042;2012;12;747.56;0.0;0.0;0.0;1;0.2570748757244059;1;0.09775430915782435;0
297042;2013;1;789.27;0.0;0.0;0.0;1;0.3870298828703752;1;0.03637248760340206;0
297042;2013;2;789.27;0.0;0.0;0.0;1;0.22484124224794372;1;0.0824296573222536;0
297042;2013;3;789.27;0.0;0.0;0.0;1;0.3870298828703752;1;0.03637248760340206;0
297042;2013;4;789.27;0.0;0.0;0.0;1;0.22484124224794372;1;0.0824296573222536;0
297042;2013;5;789.27;0.0;0.0;0.0;1;0.22484124224794372;1;0.0824296573222536;0
297042;2013;6;789.27;0.0;0.0;0.0;1;0.22484124224794372;1;0.0824296573222536;0
297042;2013;7;789.27;0.0;0.0;0.0;1;0.22484124224794372;1;0.0824296573222536;0
297042;2013;8;789.27;0.0;0.0;678.0;-1;-0.0681554146002693;-1;-7.654531277123677e-05;2
297042;2013;9;789.27;0.0;0.0;0.0;1;0.3870298828703752;1;0.03637248760340206;0
297042;2013;10;789.27;0.0;0.0;0.0;1;0.3870298828703752;1;0.03637248760340206;0
297042;2013;11;789.27;0.0;0.0;0.0;1;0.3870298828703752;1;0.03637248760340206;0
297042;2013;12;789.27;0.0;0.0;0.0;1;0.3870298828703752;1;0.03637248760340206;0
