isn_vinculo;num_ano;num_mes;15;207;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
14722;2007;3;452.27;1507.56;1;0.024402154158320255;-1;-0.0004095195826061826;1
14722;2007;4;452.27;1507.56;-1;-0.0807117680462327;-1;-0.0003542597303478612;2
14722;2007;5;452.27;1507.56;-1;-0.0807117680462327;-1;-0.0003542597303478612;2
14722;2007;6;452.27;1507.56;-1;-0.0807117680462327;-1;-0.0003542597303478612;2
14722;2007;7;468.33;1561.09;1;0.2505668005523344;1;0.012721198083252616;0
14722;2007;8;468.33;1561.09;1;0.2505668005523344;1;0.012721198083252616;0
14722;2007;9;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2007;10;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2007;11;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2007;12;468.33;1561.09;1;0.2505668005523344;1;0.012721198083252616;0
14722;2008;1;468.33;1561.09;1;0.2505668005523344;1;0.012721198083252616;0
14722;2008;2;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2008;3;468.33;1561.09;1;0.2505668005523344;1;0.012721198083252616;0
14722;2008;4;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2008;5;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2008;6;468.33;1561.09;1;0.0559435671429076;1;0.043447775333404826;0
14722;2008;7;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2008;8;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2008;9;497.03;1656.78;1;0.16538787216857315;1;0.000143835944794668;0
14722;2008;10;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2008;11;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2008;12;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2009;1;497.03;1656.78;1;0.16538787216857315;1;0.000143835944794668;0
14722;2009;2;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2009;3;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2009;4;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2009;5;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2009;6;497.03;1656.78;1;0.09700910373252392;-1;-0.00035423890532282343;1
14722;2009;7;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2009;8;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2009;9;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2009;10;526.86;1756.19;1;0.17118196863445412;-1;-0.00020048229614963442;1
14722;2009;11;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2009;12;526.86;1756.19;1;0.17118196863445412;-1;-0.00020048229614963442;1
14722;2010;1;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2010;2;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2010;3;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2010;4;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2010;5;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2010;6;526.86;1756.19;1;0.10778474637337343;1;0.0001170376876364898;0
14722;2010;7;552.36;1841.19;1;0.03801822211217254;-1;-9.25351494573956e-05;1
14722;2010;8;552.36;1841.19;1;0.03801822211217254;-1;-9.25351494573956e-05;1
14722;2010;9;552.36;1841.19;1;0.03801822211217254;-1;-9.25351494573956e-05;1
14722;2010;10;552.36;1841.19;1;0.03801822211217254;-1;-9.25351494573956e-05;1
14722;2010;11;552.36;1841.19;1;0.09441868829094346;1;0.0002413862687951629;0
14722;2010;12;552.36;1841.19;1;0.03801822211217254;-1;-9.25351494573956e-05;1
14722;2011;1;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;2;579.97;1933.24;1;0.14218873779367358;1;0.00014382837791920844;0
14722;2011;3;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;4;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;5;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;6;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;7;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;8;579.97;1933.24;1;0.14218873779367358;1;0.00014382837791920844;0
14722;2011;9;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;10;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;11;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2011;12;579.97;1933.24;1;0.08871060926499397;1;0.006235682294649658;0
14722;2012;1;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;2;620.57;2068.57;-1;-0.04531828629402335;1;0.00028143961621024394;1
14722;2012;3;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;4;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;5;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;6;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;7;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;8;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;9;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;10;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
14722;2012;11;620.57;2068.57;1;0.0345907577340997;1;0.00034201974195391394;0
