isn_vinculo;num_ano;num_mes;15;160;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
296953;2007;3;191.65;0.0;689.92;0.0;0.0;1;0.09257163289384018;-1;-9.14089909058724e-05;1
296953;2007;4;191.65;0.0;689.92;0.0;0.0;1;0.058900100429916225;1;0.05705111188113854;0
296953;2007;5;191.65;0.0;689.92;0.0;0.0;1;0.058900100429916225;1;0.05705111188113854;0
296953;2007;6;191.65;0.0;689.92;0.0;0.0;1;0.058900100429916225;1;0.05705111188113854;0
296953;2007;7;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2007;8;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2007;9;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2007;10;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2007;11;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2007;12;198.45;0.0;714.41;0.0;0.0;1;0.14830668660955104;1;0.003248619842239897;0
296953;2008;1;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2008;2;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2008;3;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2008;4;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2008;5;198.45;0.0;714.41;0.0;0.0;1;0.1107956590806955;1;0.059972035323354156;0
296953;2008;6;198.45;0.0;714.41;0.0;0.0;1;0.14830668660955104;1;0.003248619842239897;0
296953;2008;7;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2008;8;210.61;0.0;758.21;0.0;0.0;1;0.1925479483772078;1;0.0061116139664560976;0
296953;2008;9;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2008;10;210.61;0.0;758.21;0.0;0.0;1;0.1925479483772078;1;0.0061116139664560976;0
296953;2008;11;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2008;12;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2009;1;210.61;0.0;758.21;0.0;0.0;1;0.1925479483772078;1;0.0061116139664560976;0
296953;2009;2;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2009;3;210.61;0.0;758.21;0.0;0.0;1;0.1925479483772078;1;0.0061116139664560976;0
296953;2009;4;210.61;0.0;758.21;0.0;0.0;1;0.1925479483772078;1;0.0061116139664560976;0
296953;2009;5;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2009;6;210.61;0.0;758.21;0.0;0.0;1;0.10524308868471832;1;0.05417007597484158;0
296953;2009;7;223.25;0.0;803.7;0.0;0.0;1;0.1230386048926379;1;0.039051074118173545;0
