isn_vinculo,cod_cargo,num_ano,num_mes,100,106
175970,W005,2013,10,0.0,0.11883655512445611
312149,W005,2013,10,0.0,0.3224259898968907
331390,W005,2013,1,0.0,0.11906335961930882
175502,W005,2013,7,0.0,0.13845808944213622
177065,W005,2013,11,0.0,0.1847703890858928
312125,W005,2013,1,0.0,0.150029536949005
305944,W005,2013,9,0.0,0.2361150975537515
331430,W005,2013,10,0.0,0.2722801051875392
320424,W005,2013,8,0.0,0.13279975912249897
177356,W005,2013,10,0.0,0.11208691226789767
175502,W005,2013,4,0.0,0.13845808944213622
173352,W005,2013,7,0.0,0.15099419243035908
296900,W005,2013,8,0.0,0.45370455523573106
175041,W005,2013,8,0.0,0.1039720241728427
305879,W005,2013,11,0.0,0.2544641702899203
175041,W005,2013,10,0.0,0.1039720241728427
305944,W005,2013,11,0.0,0.2361150975537515
320454,W005,2013,9,0.0,0.1340383473054284
177356,W005,2013,1,0.0,0.11208691226789767
331355,W005,2013,5,0.0,0.39263670861840716
331429,W005,2013,10,0.0,0.2722801051875392
173352,W005,2013,4,0.0,0.15099419243035908
177065,W005,2013,6,0.0,0.1847703890858928
175502,W005,2013,8,0.0,0.13845808944213622
312118,W005,2013,8,0.0,0.14028725296555877
177065,W005,2013,4,0.0,0.1847703890858928
175041,W005,2013,11,0.0,0.1039720241728427
296979,W005,2013,3,0.0,0.12051549748895024
320424,W005,2013,9,0.0,0.13279975912249897
175041,W005,2013,5,0.0,0.1039720241728427
177356,W005,2013,8,0.0,0.11208691226789767
331429,W005,2013,6,0.0,0.2722801051875392
331430,W005,2013,5,0.0,0.2722801051875392
218731,W005,2013,4,0.0,0.1512121603864513
305879,W005,2013,8,0.0,0.2544641702899203
331429,W005,2013,8,0.0,0.2722801051875392
175041,W005,2013,1,0.0,0.1039720241728427
305944,W005,2013,3,0.0,0.2361150975537515
173352,W005,2013,8,0.0,0.15099419243035908
312125,W005,2014,5,0.0,0.15344927744931675
320424,W005,2014,2,0.0,0.13523717106393562
177356,W005,2014,11,0.0,0.1133431735283481
175043,W005,2014,7,0.0,0.13030196416619894
173352,W005,2014,10,0.0,0.15446842491969387
173352,W005,2014,7,0.0,0.15446842491969387
320454,W005,2014,4,0.0,0.13654645155694906
175043,W005,2014,1,0.0,0.13030196416619894
296979,W005,2014,8,0.0,0.12225187735538759
264732,W005,2014,7,0.0,0.11849340286925686
296979,W005,2014,2,0.0,0.12225187735538759
175970,W005,2014,8,0.0,0.12047720582098809
175043,W005,2014,10,0.0,0.13030196416619894
312125,W005,2014,2,0.0,0.15344927744931675
264732,W005,2014,3,0.0,0.11849340286925686
331390,W005,2014,11,0.0,0.12071726512398155
175502,W005,2014,10,0.0,0.14121803504833097
177356,W005,2014,2,0.0,0.1133431735283481
331430,W005,2014,8,0.0,0.341175652390202
331390,W005,2014,5,0.0,0.12071726512398155
175041,W005,2014,4,0.0,0.10476583990482721
218731,W005,2014,8,0.0,0.15469817492746674
331390,W005,2014,3,0.0,0.12071726512398155
331429,W005,2014,8,0.0,0.341175652390202
320454,W005,2014,12,0.0,0.13654645155694906
175041,W005,2014,8,0.0,0.10476583990482721
312118,W005,2014,11,0.09999999999999998,0.19676009942742503
320424,W005,2014,8,0.0,0.13523717106393562
331430,W005,2014,11,0.0,0.341175652390202
312149,W005,2014,9,0.0,0.3856838253703574
331429,W005,2014,11,0.0,0.341175652390202
312149,W005,2014,10,0.0,0.3856838253703574
173352,W005,2014,11,0.0,0.15446842491969387
312149,W005,2014,3,0.0,0.33567196149887335
177065,W005,2014,8,0.0,0.19016951426855552
