isn_vinculo,cod_cargo,num_ano,num_mes,15,151,160,161,207,297,1367,1369
175849,D085,2007,3,0.1,0.09999999999999998,0.10567281559012315,0.0,0.09999999999999998,0.0,0.0,0.0
175968,D085,2007,10,0.5451498422712934,0.0,0.1027271150176372,0.0,0.4212923728813558,0.0,0.0,0.0
175968,D085,2007,8,0.5451498422712934,0.0,0.1027271150176372,0.0,0.4212923728813558,0.0,0.0,0.0
175849,D085,2007,4,0.1,0.09999999999999998,0.13689932342566355,0.0,0.09999999999999998,0.0,0.0,0.0
175849,D085,2008,9,0.1343059936908517,0.17922077922077917,0.12504365928410338,0.0,0.16799174843889375,0.0,0.0,0.0
175968,D085,2008,5,0.5451498422712934,0.0,0.1027271150176372,0.0,0.4212923728813558,0.0,0.0,0.0
175849,D085,2008,1,0.11230283911671926,0.12857142857142856,0.1,0.0,0.12438670829616405,0.0,0.0,0.0
175968,D085,2008,7,0.5937697160883281,0.0,0.13675359972243104,0.0,0.4830619982158786,0.0,0.0,0.0
175849,D085,2008,12,0.1343059936908517,0.17922077922077917,0.12504365928410338,0.0,0.16799174843889375,0.0,0.0,0.0
175849,D085,2009,9,0.1571372239747634,0.23246753246753238,0.1652634013762794,0.0,0.2132526761819803,0.0,0.0,0.0
175968,D085,2009,5,0.5937697160883281,0.0,0.13675359972243104,0.0,0.4830619982158786,0.0,0.0,0.0
175849,D085,2009,1,0.1343059936908517,0.17922077922077917,0.12504365928410338,0.0,0.16799174843889375,0.0,0.0,0.0
175968,D085,2009,7,0.6441640378548896,0.0,0.10123865147747643,0.0,0.5472401873327386,0.0,0.0,0.0
175849,D085,2009,12,0.1571372239747634,0.23246753246753238,0.1652634013762794,0.0,0.2132526761819803,0.0,0.0,0.0
175849,D085,2010,9,0.17677444794952682,0.2779220779220779,0.20197536575492972,0.0,0.2519904103479036,0.0,0.0,0.0
175968,D085,2010,5,0.6441640378548896,0.0,0.1074839530445845,0.0,0.5472401873327386,0.09999999999999964,0.0,0.0
175849,D085,2010,1,0.1571372239747634,0.23246753246753238,0.21210316312958996,0.0,0.2132526761819803,0.0,0.0,0.0
175968,D085,2010,7,0.6873422712933756,0.0,0.11143931070375293,0.0,0.6021353702051739,0.09999999999999964,0.0,0.0
175849,D085,2010,12,0.17677444794952682,0.2779220779220779,0.20197536575492972,0.0,0.2519904103479036,0.0,0.0,0.0
175849,D085,2011,9,0.19794952681388014,0.32727272727272716,0.22745619614873067,0.0,0.2938893844781444,0.0,0.0,0.0
175968,D085,2011,5,0.7339511041009464,0.0,0.14457063551726132,0.0,0.6615466101694916,0.0,0.0,0.0
175849,D085,2011,1,0.19794952681388014,0.32727272727272716,0.22225177817614059,0.0,0.2938893844781444,0.0,0.0,0.0
175968,D085,2011,7,0.7339511041009464,0.0,0.14457063551726132,0.0,0.6615466101694916,0.0,0.0,0.0
175849,D085,2011,12,0.19794952681388014,0.32727272727272716,0.22745619614873067,0.0,0.2938893844781444,0.0,0.0,0.0
175849,D085,2012,9,0.22906151419558365,0.3999999999999999,0.29149135488347877,0.0,0.35555865298840306,0.0,0.0,0.0
175968,D085,2012,5,0.8026813880126185,0.0,0.1682819638003816,0.0,0.7489072256913469,0.0,0.0,0.0
175849,D085,2012,1,0.22906151419558365,0.3999999999999999,0.29149135488347877,0.0,0.35555865298840306,0.0,0.0,0.0
175968,D085,2012,7,0.8026813880126185,0.0,0.1682819638003816,0.0,0.7489072256913469,0.0,0.0,0.0
175849,D085,2012,12,0.22906151419558365,0.3999999999999999,0.29149135488347877,0.0,0.35555865298840306,0.0,0.0,0.0
175849,D085,2013,9,0.25567823343848584,0.46103896103896114,0.3360411727288498,0.0,0.4081456289027653,0.0,0.0,0.0
175968,D085,2013,5,0.8612381703470033,0.0,0.2059619499219337,0.0,0.8234221677074038,0.0,0.0,0.0
175849,D085,2013,1,0.25567823343848584,0.46103896103896114,0.3360411727288498,0.0,0.4081456289027653,0.0,0.0,0.0
