isn_vinculo,cod_cargo,num_ano,num_mes,44,102,185,226,227
154369,E644,2010,3,0.0,0.0,0.10000000000000142,0.10000000000000009,0.0
154365,E644,2010,3,0.0,0.0,0.10000000000000142,0.10000000000000009,0.0
154369,E644,2010,4,0.0,0.0,1.0000000000000036,0.728459418545977,0.0
154366,E644,2010,5,0.0,0.0,0.0,0.728459418545977,0.0
154366,E644,2010,3,0.0,0.0,0.10000000000000142,0.10000000000000009,0.0
154374,E644,2010,6,0.0,0.10000000000002274,0.0,0.0,0.0
154368,E644,2010,6,0.0,0.0,0.0,0.728459418545977,0.0
154365,E644,2010,7,0.0,0.0,0.0,0.8588149672010252,0.0
154371,E644,2010,5,0.0,0.0,0.0,0.728459418545977,0.0
154373,E644,2010,5,0.0,0.0,0.0,0.728459418545977,0.0
154372,E644,2010,10,0.0,0.0,0.0,0.8588149672010252,0.0
154367,E644,2010,5,0.0,0.0,0.0,0.728459418545977,0.0
154373,E644,2010,11,0.0,0.0,0.0,0.8588149672010252,0.0
154372,E644,2010,3,0.0,0.0,0.10000000000000142,0.10000000000000009,0.0
154366,E644,2010,11,0.0,0.0,0.0,0.8588149672010252,0.0
154370,E644,2010,4,0.0,0.0,1.0000000000000036,0.728459418545977,0.0
154373,E644,2011,2,0.0,0.0,0.0,1.0000000000000004,0.0
154373,E644,2011,1,0.0,0.0,0.0,1.0000000000000004,0.0
154366,E644,2011,1,0.0,0.0,0.0,1.0000000000000004,0.0
