isn_vinculo,cod_cargo,num_ano,num_mes,8,15,54,97,207,324
320529,E350,2017,7,0.0,0.6389358108108109,0.0,0.0,0.5857558139534884,0.0
297568,E350,2017,12,0.0,0.3540371621621622,0.0,0.0,0.6765503875968992,0.0
297568,E350,2018,9,0.0,0.36179054054054055,0.0,0.0,0.6930232558139535,0.0
320529,E350,2018,5,0.0,0.6518581081081082,0.0,0.0,0.6005813953488373,0.0
297568,E350,2018,1,0.0,0.36179054054054055,0.0,0.0,0.6930232558139535,0.0
320529,E350,2018,7,0.0,0.6518581081081082,0.0,0.0,0.6005813953488373,0.0
297568,E350,2018,12,0.0,0.36179054054054055,0.0,0.0,0.6930232558139535,0.0
297568,E350,2019,9,0.0,0.38185810810810816,0.0,0.0,0.7356589147286822,0.0
320529,E350,2019,5,0.0,0.6853040540540541,0.0,0.0,0.638953488372093,0.0
297568,E350,2019,1,0.0,0.38185810810810816,0.0,0.0,0.7356589147286822,0.0
320529,E350,2019,7,0.0,0.6853040540540541,0.0,0.0,0.638953488372093,0.0
297568,E350,2019,12,0.0,0.38185810810810816,0.0,0.0,0.7356589147286822,0.0
297568,E350,2020,9,0.0,0.40329391891891897,0.0,0.0,0.7812015503875969,0.0
320529,E350,2020,5,0.0,0.7210304054054054,0.0,0.0,0.6799418604651163,0.0
297568,E350,2020,1,0.0,0.40055743243243247,0.0,0.0,0.7753875968992248,0.0
320529,E350,2020,7,0.0,0.7210304054054054,0.0,0.0,0.6799418604651163,0.0
297568,E350,2020,12,0.0,0.40329391891891897,0.0,0.0,0.7812015503875969,0.0
320529,E350,2021,8,0.0,0.7628378378378379,0.0,0.0,0.727906976744186,0.0
320529,E350,2021,10,0.0,0.7628378378378379,0.0,0.0,0.727906976744186,0.0
297568,E350,2021,1,0.0,0.42837837837837844,0.0,0.0,0.8344961240310078,0.0
320529,E350,2022,11,0.0,0.847972972972973,0.0,0.0,0.8255813953488371,0.0
320529,E350,2022,10,0.0,0.847972972972973,0.0,0.0,0.8255813953488371,0.0
320529,E350,2022,1,0.0,0.847972972972973,0.0,0.0,0.8255813953488371,0.0
320529,E350,2023,11,0.0,0.9300675675675677,0.0,0.0,0.9197674418604651,0.0
320529,E350,2023,10,0.0,0.9300675675675677,0.0,0.0,0.9197674418604651,0.0
320529,E350,2023,1,0.0,0.9163851351351352,0.0,0.0,0.9040697674418605,0.0
320529,E350,2024,8,0.0,1.0,0.0,0.0,1.0,0.0
320529,E350,2024,2,0.0,1.0,0.0,0.0,1.0,0.0
