isn_vinculo,cod_cargo,num_ano,num_mes,8,10,11,15,19,21,39,51,52,54,86,94,97,102,140,165,207,1352,1367,1369,1404
198100,E005,2007,12,0.0,0.0,0.0,0.1302389307258605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10938075567198466,0.0,0.0,0.0,0.0
198100,E005,2007,9,0.0,0.0,0.0,0.1302389307258605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10938075567198466,0.0,0.0,0.0,0.0
198100,E005,2007,8,0.0,0.0,0.0,0.1302389307258605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10938075567198466,0.0,0.0,0.0,0.0
297142,E005,2007,9,0.0,0.2976608100280703,0.0,0.5166127823995584,0.28315722913096475,0.0,0.3862133252050386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
174232,E005,2007,7,0.0,0.0,0.10000000000000009,0.15719946378582977,0.0,0.0,0.0,0.0,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,0.22603515283175588,0.0,0.0,0.0,0.0
198100,E005,2007,5,0.0,0.0,0.0,0.12765051452903836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
297169,E005,2007,10,0.0,0.09999999999999998,0.0,0.3447640263375784,0.09999999999999998,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
297142,E005,2007,10,0.0,0.2976608100280703,0.0,0.5166127823995584,0.28315722913096475,0.0,0.3862133252050386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
297142,E005,2008,4,0.0,0.2976608100280703,0.0,0.5166127823995584,0.28315722913096475,0.0,0.3862133252050386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
297169,E005,2008,5,0.0,0.09999999999999998,0.0,0.3447640263375784,0.09999999999999998,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
297142,E005,2008,3,0.0,0.2976608100280703,0.0,0.5166127823995584,0.28315722913096475,0.0,0.3862133252050386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
297169,E005,2008,8,0.0,0.12902080765175028,0.0,0.36254189173205065,0.13075989039689884,0.0,0.11840562553607756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43950484900172515,0.0,0.0,0.0,0.0
297142,E005,2008,1,0.0,0.2976608100280703,0.0,0.5166127823995584,0.28315722913096475,0.0,0.3862133252050386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
297169,E005,2008,2,0.0,0.09999999999999998,0.0,0.3447640263375784,0.09999999999999998,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046320398032064,0.0,0.0,0.0,0.0
198100,E005,2008,1,0.0,0.0,0.0,0.1302389307258605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10938075567198466,0.0,0.0,0.0,0.0
