isn_vinculo;num_ano;num_mes;44;102;185;226;227;312;324;371;44_yoy;102_yoy;185_yoy;226_yoy;227_yoy;312_yoy;324_yoy;371_yoy;IF_label;IF_score;anomalo
154386;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154386;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154387;2010;9;435.21;327.23;0.0;0.0;327.23;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154388;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154389;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154390;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154390;2010;4;0.0;0.0;0.0;0.0;395.35;66.36;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154391;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154392;2010;3;0.0;0.0;115.2;332.93;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154392;2010;4;0.0;0.0;120.96;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154392;2010;5;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154392;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
