isn_vinculo;num_ano;num_mes;8;15;39;41;54;70;97;140;188;207;324;1236;1367;1369;8_yoy;15_yoy;39_yoy;41_yoy;54_yoy;70_yoy;97_yoy;140_yoy;188_yoy;207_yoy;324_yoy;1236_yoy;1367_yoy;1369_yoy;IF_label;IF_score;anomalo
266665;2007;3;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;4;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;5;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;6;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;7;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;8;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;203.92;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;9;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;10;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;11;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2007;12;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
266665;2008;1;4145.69;829.14;0.0;829.14;2031.56;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.28267347253031677;0
