isn_vinculo;num_ano;num_mes;94;97;101;140;204;302;303;316;317;1236;1367;1369;94_yoy;97_yoy;101_yoy;140_yoy;204_yoy;302_yoy;303_yoy;316_yoy;317_yoy;1236_yoy;1367_yoy;1369_yoy;IF_label;IF_score;anomalo
14097;2008;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14184;2007;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1281.65;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14184;2007;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1281.65;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14184;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1281.65;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14184;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1281.65;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14184;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1327.15;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2009;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;448.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2009;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2009;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2009;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2009;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2010;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2010;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
14990;2010;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
