isn_vinculo;num_ano;num_mes;8;15;54;97;207;324;8_yoy;15_yoy;54_yoy;97_yoy;207_yoy;324_yoy;IF_label;IF_score;anomalo
297568;2018;5;0.0;858.6;0.0;0.0;5724.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2018;6;0.0;858.6;0.0;0.0;5724.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2018;7;0.0;858.6;0.0;0.0;5724.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2018;8;0.0;858.6;0.0;0.0;5724.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2018;9;0.0;858.6;0.0;0.0;5724.0;0.0;0.0;2.5105263157894737;1.0;1.0;1.0;1.0;1;0.0052190348167761025;0
297568;2018;10;0.0;858.6;0.0;0.0;5724.0;0.0;0.0;2.1659939455095865;1.0;1.0;1.0;1.0;1;7.078497841328524e-05;0
297568;2018;11;0.0;858.6;0.0;0.0;5724.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2018;12;0.0;858.6;0.0;0.0;5724.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;1;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;2;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;3;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;4;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;5;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;6;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;7;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;8;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;9;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;10;0.0;898.2;0.0;0.0;5988.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2019;11;0.0;898.2;0.0;0.0;5988.0;0.0;0.0;2.626315789473684;1.0;1.0;1.0;1.0;-1;-0.03642743878720567;1
297568;2019;12;0.0;898.2;0.0;0.0;5988.0;0.0;0.0;2.2658930373360247;1.0;1.0;1.0;1.0;-1;-0.0021990949426471396;1
297568;2020;1;0.0;935.1;0.0;0.0;6234.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
297568;2020;2;0.0;940.5;0.0;0.0;6270.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.27545100249173;0
