isn_vinculo;num_ano;num_mes;100;106;100_yoy;106_yoy;IF_label;IF_score;anomalo
141000;2008;6;0.0;120.72;1.0;1.0;1;0.2571856737752446;0
141000;2008;7;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2008;8;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2008;9;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2008;10;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2008;11;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2008;12;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;1;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;2;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;3;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;4;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;5;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;6;0.0;128.12;1.0;1.0;1;0.2571856737752446;0
141000;2009;7;0.0;135.81;1.0;1.0;1;0.2571856737752446;0
141000;2009;8;0.0;135.81;1.0;1.0;1;0.2571856737752446;0
141000;2009;9;0.0;135.81;1.0;1.0;1;0.2571856737752446;0
141000;2009;10;0.0;135.81;1.0;1.0;1;0.2571856737752446;0
154417;2011;3;874.26;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;4;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;5;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;6;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;7;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;8;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;9;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;10;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;11;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2011;12;0.0;874.26;1.0;1.0;1;0.2571856737752446;0
154417;2012;1;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;2;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;3;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;4;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;5;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;6;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;7;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;8;0.0;935.46;1.0;1.0;1;0.2571856737752446;0
154417;2012;9;0.0;156.05;1.0;1.0;1;0.2571856737752446;0
167040;2007;3;0.0;2865.69;1.0;1.0;1;0.2571856737752446;0
167040;2007;4;0.0;2865.69;1.0;1.0;1;0.2571856737752446;0
167040;2007;5;0.0;2865.69;1.0;1.0;1;0.2571856737752446;0
167040;2007;6;0.0;2865.69;1.0;1.0;1;0.2571856737752446;0
167040;2007;7;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2007;8;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2007;9;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2007;10;0.0;1584.01;1.0;1.0;1;0.2571856737752446;0
167040;2007;11;1383.38;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2007;12;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;1;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;2;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;3;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;4;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;5;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;6;0.0;2967.42;1.0;1.0;1;0.2571856737752446;0
167040;2008;7;0.0;3149.32;1.0;1.0;1;0.2571856737752446;0
167040;2008;8;0.0;3149.32;1.0;1.0;1;0.2571856737752446;0
167040;2008;9;0.0;3149.32;1.0;1.0;1;0.2571856737752446;0
167243;2007;3;0.0;3838.32;1.0;1.0;1;0.2571856737752446;0
167243;2007;4;0.0;3838.32;1.0;1.0;1;0.2571856737752446;0
167243;2007;5;0.0;3838.32;1.0;1.0;1;0.2571856737752446;0
167243;2007;6;0.0;3838.32;1.0;1.0;1;0.2571856737752446;0
167243;2007;7;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2007;8;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2007;9;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2007;10;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2007;11;730.37;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2007;12;730.37;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;1;730.37;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;2;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;3;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;4;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;5;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;6;0.0;3974.58;1.0;1.0;1;0.2571856737752446;0
167243;2008;7;0.0;4218.22;1.0;1.0;1;0.2571856737752446;0
167321;2007;3;0.0;673.05;1.0;1.0;1;0.2571856737752446;0
167321;2007;4;0.0;673.05;1.0;1.0;1;0.2571856737752446;0
167321;2007;5;0.0;673.05;1.0;1.0;1;0.2571856737752446;0
167321;2007;6;0.0;673.05;1.0;1.0;1;0.2571856737752446;0
167321;2007;7;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2007;8;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2007;9;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2007;10;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
