isn_vinculo;num_ano;num_mes;15;39;78;97;207;1367;1369;15_yoy;39_yoy;78_yoy;97_yoy;207_yoy;1367_yoy;1369_yoy;IF_label;IF_score;anomalo
266672;2007;3;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;4;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;5;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;6;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;7;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;8;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;9;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;10;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;11;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2007;12;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2008;1;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
266672;2008;2;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.3031281282680063;0
