isn_vinculo;num_ano;num_mes;44;102;226;227;371;44_yoy;102_yoy;226_yoy;227_yoy;371_yoy;IF_label;IF_score;anomalo
154375;2010;3;0.0;0.0;272.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;4;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;5;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;6;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;7;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;8;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;9;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154375;2010;10;414.89;311.9;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154376;2010;3;0.0;0.0;272.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154376;2010;4;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154376;2010;5;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154376;2010;6;0.0;127.5;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;3;0.0;0.0;272.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;4;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;5;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;6;0.0;0.0;510.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;7;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;8;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;9;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;10;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;11;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2010;12;0.0;0.0;534.68;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2011;1;0.0;0.0;561.41;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2011;2;0.0;0.0;561.41;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154377;2011;3;746.68;0.0;0.0;261.99;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154378;2010;3;0.0;0.0;272.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154378;2010;4;0.0;0.0;510.0;0.0;27.24;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154378;2010;5;0.0;0.0;510.0;0.0;27.24;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154378;2010;6;0.0;0.0;510.0;0.0;27.24;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154378;2010;7;226.1;255.0;0.0;102.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
