isn_vinculo;num_ano;num_mes;8;15;21;51;54;79;86;160;161;185;199;207;312;324;371;1232;1233;1352;1367;1369;1404;1454;1455;8_yoy;15_yoy;21_yoy;51_yoy;54_yoy;79_yoy;86_yoy;160_yoy;161_yoy;185_yoy;199_yoy;207_yoy;312_yoy;324_yoy;371_yoy;1232_yoy;1233_yoy;1352_yoy;1367_yoy;1369_yoy;1404_yoy;1454_yoy;1455_yoy;IF_label;IF_score;anomalo
320492;2011;2;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.238428125424189;1.2384615384615385;1.0;1.0;1.0;1.0;1.0;4.743107769423559;1.0;1.0;1.0;1.0;1.0;1.0;2.428822495606327;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-1;-0.06596245363455377;1
320492;2011;3;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.166886937244202;1.1669153698571735;1.0;1.0;1.0;1.0;1.0;1.2257124352331608;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.15558462767166575;0
320492;2011;4;547.41;54.74;0.0;0.0;213.33;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1008305347195688;1.100744017695556;1.0;1.0;1.0;1.0;1.0;2.911538461538462;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.10358662326735307;0
320492;2011;5;547.41;54.74;0.0;0.0;213.33;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2011;6;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9345773649975244;0.9346081611746628;1.0;1.0;1.0;1.0;1.0;0.9345679012345679;1.0;1.0;1.0;1.0;1.0;1.0;1.8845454545454545;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0866368723665803;0
320492;2011;7;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2011;8;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2011;9;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2011;10;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2011;11;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2011;12;547.41;54.74;0.0;0.0;0.0;0.0;0.0;37.85;0.0;0.0;0.0;0.0;0.0;0.0;41.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;1;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;2;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;3;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;4;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;5;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;6;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2012;7;585.73;58.57;0.0;0.0;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4407684360702513;1.4408364083640837;1.0;1.0;1.0;1.0;1.0;4.281183932346723;1.0;1.0;1.0;1.0;1.0;1.0;1.3530135301353012;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-1;-0.0021720245091360058;1
320492;2012;8;820.02;82.0;195.24;19.52;0.0;0.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8551649246640425;1.855203619909502;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.10398530904987091;0
320492;2012;9;820.02;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7479962482946794;1.7480281389895547;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.11598261819484401;0
320492;2012;10;820.02;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.649043779033523;1.6489040820430325;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.11607548101108756;0
320492;2012;11;820.02;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.497999671178824;1.4979905005480452;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5306319343945972;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-1;-0.06977850872171198;1
320492;2012;12;820.02;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3999965854574632;1.4000341471743214;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.11506608501769011;0
320492;2013;1;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.35;0.0;0.0;12.28;0.0;23.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;2;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.45;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;3;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;232.1;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;4;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;5;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;6;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;242.65;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;7;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;8;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;678.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;9;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;232.1;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;10;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;11;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2013;12;865.77;86.58;0.0;0.0;317.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2014;1;915.12;91.51;0.0;0.0;0.0;18.09;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.250996211934865;2.2511685116851172;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5166051660516604;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.06370859315215538;0
320492;2014;2;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.35;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.070313560472377;2.0703619909502264;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.444639718804921;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.08383200110031247;0
320492;2014;3;915.12;91.51;0.0;0.0;335.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9507162346521145;1.9507567682796847;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.1248670056721305;0
320492;2014;4;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.840287972328916;1.8401367383872915;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6425221469515372;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.10275455058068894;0
320492;2014;5;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6717268592097332;1.6717208622579467;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5947901591895803;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-1;-0.06178869668219866;1
320492;2014;6;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;256.45;0.0;0.0;34.8;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.56235808307582;1.5624039610722213;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.1209090909090909;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.10539020588329939;0
320492;2014;7;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2014;8;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.3;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2014;9;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.3;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2014;10;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2014;11;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.3;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2014;12;915.12;91.51;0.0;0.0;335.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;1;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;201.79;0.0;0.0;0.0;0.0;0.0;21.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;2;974.15;97.42;0.0;0.0;357.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;3;974.15;97.42;0.0;0.0;357.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;4;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.4;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;5;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;6;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273.01;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2015;7;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3961971761696264;2.396309963099631;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.6113161131611313;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.014943385448513702;0
320492;2015;8;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.203859553866341;2.2038461538461536;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5348564733450498;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.06935085493574428;0
320492;2015;9;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.4;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0765475784447474;2.0765295246216158;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.12202384232509494;0
320492;2015;10;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.4;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9589961188086955;1.9587773979489242;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.68264721208963;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.10425905710524447;0
320492;2015;11;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;261.14;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.779561937122084;1.779503105590062;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6319343945972021;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.1013428943684076;0
320492;2015;12;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.4;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6631383060454474;1.6631381253201296;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.190909090909091;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.10289660904634823;0
320492;2016;1;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;213.66;0.0;0.0;0.0;0.0;29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2016;2;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;261.14;0.0;0.0;0.0;0.0;29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2016;3;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.4;0.0;0.0;0.0;0.0;29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2016;4;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2016;5;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;261.14;0.0;0.0;0.0;0.0;29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
320492;2016;6;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.2419844857369975;0
