isn_vinculo;num_ano;num_mes;8;15;54;79;86;199;207;324;8_yoy;15_yoy;54_yoy;79_yoy;86_yoy;199_yoy;207_yoy;324_yoy;IF_label;IF_score;anomalo
297926;2007;3;931.79;186.36;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;4;931.79;186.36;372.72;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;5;931.79;186.36;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;6;931.79;186.36;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;7;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;8;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;9;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;10;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;11;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2007;12;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;1;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;2;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;3;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;4;964.87;192.97;385.95;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;5;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;6;964.87;192.97;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;7;1024.02;204.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;8;1024.02;204.8;0.0;0.0;0.0;0.0;0.0;11.1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;9;1075.2;215.04;0.0;0.0;0.0;1067.87;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
297926;2008;10;1075.2;215.04;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
