isn_vinculo;num_ano;num_mes;169;171;293;294;324;346;1368;IF_label;IF_score;anomalo
161761;2007;9;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161747;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161749;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161751;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161753;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161755;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161757;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161759;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161761;2007;10;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161763;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161765;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161767;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161769;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161771;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161773;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161775;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161777;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161779;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161780;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161782;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161784;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161786;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161788;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161791;2007;10;102.62;219.89;0.0;0.0;0.0;0.0;0.0;1;0.11815414783128952;0
161747;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161749;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161751;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161753;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161755;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161757;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161759;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161761;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161763;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161765;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161767;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161769;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161771;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161773;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161775;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161777;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161779;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161780;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161782;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161784;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161786;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161788;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161791;2007;11;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
129726;2007;12;219.89;219.89;0.0;0.0;0.0;0.0;0.0;1;0.013702008982358072;0
161747;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161749;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161751;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161753;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161755;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161757;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161759;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161761;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161763;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161765;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161767;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161769;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161771;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161773;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161775;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161777;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161779;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161780;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161782;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161784;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161786;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161788;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
161791;2007;12;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.19733234439034647;0
129726;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161747;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161749;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161751;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161753;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161755;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161757;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161759;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161761;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161763;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161765;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161767;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161769;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161771;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161773;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161775;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161777;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161779;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161780;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161782;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161784;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161786;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161788;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161791;2008;1;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
129726;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161747;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161749;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161751;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161753;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161755;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161757;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161759;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161761;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161763;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161765;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161767;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161769;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161771;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161773;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161775;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161777;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161779;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161780;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161782;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161784;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161786;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161788;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161791;2008;2;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
129726;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161747;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161749;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161751;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161753;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161755;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161757;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161759;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161761;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161763;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161765;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161767;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161769;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161771;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161773;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161775;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161777;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161779;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161780;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161782;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161784;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161786;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161788;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161791;2008;3;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161793;2008;3;168.12;406.3;0.0;0.0;0.0;0.0;0.0;1;0.10630720190167214;0
161795;2008;3;168.12;406.3;0.0;0.0;0.0;0.0;0.0;1;0.10630720190167214;0
161797;2008;3;168.12;406.3;0.0;0.0;0.0;0.0;0.0;1;0.10630720190167214;0
161799;2008;3;168.12;406.3;0.0;0.0;0.0;0.0;0.0;1;0.10630720190167214;0
161801;2008;3;168.12;406.3;0.0;0.0;0.0;0.0;0.0;1;0.10630720190167214;0
129726;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161747;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161749;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161751;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161753;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161755;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161757;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161759;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161761;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161763;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161765;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161767;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161769;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161771;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161773;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161775;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161777;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161779;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161780;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161782;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161784;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161786;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161788;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161791;2008;4;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161793;2008;4;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161795;2008;4;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161797;2008;4;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161799;2008;4;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161801;2008;4;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161803;2008;4;161.25;219.89;0.0;0.0;0.0;0.0;0.0;1;0.14908226546851078;0
161805;2008;4;161.25;219.89;0.0;0.0;0.0;0.0;0.0;1;0.14908226546851078;0
161807;2008;4;161.25;219.89;0.0;0.0;0.0;0.0;0.0;1;0.14908226546851078;0
161809;2008;4;161.25;219.89;0.0;0.0;0.0;0.0;0.0;1;0.14908226546851078;0
129726;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161747;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161749;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161751;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161753;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161755;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161757;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161759;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161761;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161763;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161765;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161767;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161769;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161771;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161773;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161775;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161777;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161779;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161780;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161782;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161784;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161786;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161788;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161791;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161793;2008;5;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161795;2008;5;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161797;2008;5;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161799;2008;5;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161801;2008;5;0.0;406.3;0.0;0.0;0.0;0.0;0.0;1;0.1776919502555111;0
161803;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161805;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161807;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161809;2008;5;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
129726;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161747;2008;6;0.0;169.88;0.0;0.0;0.0;0.0;0.0;1;0.17972195279553072;0
161749;2008;6;0.0;162.55;0.0;0.0;0.0;0.0;0.0;1;0.1784387268492692;0
161751;2008;6;0.0;169.88;0.0;0.0;0.0;0.0;0.0;1;0.17972195279553072;0
161753;2008;6;0.0;169.88;0.0;0.0;0.0;0.0;0.0;1;0.17972195279553072;0
161755;2008;6;0.0;169.88;0.0;0.0;0.0;0.0;0.0;1;0.17972195279553072;0
161757;2008;6;0.0;169.88;0.0;0.0;0.0;0.0;0.0;1;0.17972195279553072;0
161761;2008;6;0.0;169.88;0.0;0.0;0.0;0.0;0.0;1;0.17972195279553072;0
161763;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161765;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161767;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161769;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161771;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161773;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161775;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161777;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161779;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161780;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
161782;2008;6;0.0;219.89;0.0;0.0;0.0;0.0;0.0;1;0.21824141960830634;0
