isn_vinculo;num_ano;num_mes;8;15;21;54;86;91;97;102;185;199;204;207;312;1367;1369;IF_label;IF_score;anomalo
305874;2019;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2019;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2020;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2021;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;0.0;0.0;1;0.23232154262987764;0
305874;2022;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2636.36;0.0;0.0;0.0;1;0.17016887719878487;0
305874;2022;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2636.36;0.0;0.0;0.0;1;0.17016887719878487;0
305874;2022;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2636.36;0.0;0.0;0.0;1;0.17016887719878487;0
305874;2022;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2636.36;0.0;0.0;0.0;1;0.17016887719878487;0
305874;2022;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2022;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.20706240963316647;0
305874;2023;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.13862598232001727;0
305874;2023;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.13862598232001727;0
305874;2023;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.13862598232001727;0
305874;2023;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.13862598232001727;0
305874;2023;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2770.72;0.0;0.0;0.0;1;0.13862598232001727;0
305874;2023;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2853.84;0.0;0.0;0.0;1;0.18712659900704587;0
305874;2023;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2853.84;0.0;0.0;0.0;1;0.18712659900704587;0
305874;2023;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.17068934778102324;0
305874;2023;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.17068934778102324;0
305874;2023;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.17068934778102324;0
305874;2023;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;415.6;0.0;1;0.09323873366016716;0
305874;2023;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.17068934778102324;0
305874;2024;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.1956511878881254;0
305874;2024;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.1956511878881254;0
305874;2024;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.1956511878881254;0
305874;2024;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.1956511878881254;0
305874;2024;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.1956511878881254;0
305874;2024;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2931.42;0.0;0.0;0.0;1;0.1956511878881254;0
305874;2024;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3096.17;0.0;0.0;0.0;1;0.20382778699909104;0
305874;2024;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3096.17;0.0;0.0;0.0;1;0.20382778699909104;0
305874;2024;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3096.17;0.0;0.0;0.0;1;0.20382778699909104;0
