isn_vinculo;num_ano;num_mes;100;106;IF_label;IF_score;anomalo
320454;2013;3;0.0;298.71;1;0.19281894980253583;0
331355;2013;3;0.0;2054.59;1;0.041675215263458854;0
331390;2013;3;0.0;197.03;1;0.18294033952759126;0
331429;2013;3;0.0;1237.37;1;0.13235940835350274;0
331430;2013;3;0.0;1237.37;1;0.13235940835350274;0
173352;2013;4;0.0;413.84;1;0.19249794275658777;0
175041;2013;4;0.0;94.56;1;0.12239111983938816;0
175043;2013;4;0.0;258.6;1;0.1878160833884801;0
175502;2013;4;0.0;328.72;1;0.1962275437784745;0
175970;2013;4;0.0;195.49;1;0.18207628595726316;0
177065;2013;4;0.0;643.18;1;0.14500849340068261;0
177356;2013;4;0.0;149.66;1;0.1657524450420646;0
218731;2013;4;0.0;415.32;1;0.1919972659857348;0
264732;2013;4;0.0;182.74;1;0.17738087000596608;0
296900;2013;4;0.0;2469.24;1;0.003943088177824072;0
296979;2013;4;0.0;206.89;1;0.1830574086820631;0
296999;2013;4;0.0;421.45;1;0.18751877110253118;0
305879;2013;4;0.0;1116.4;1;0.13759543349742742;0
305944;2013;4;0.0;991.81;1;0.12781806445316896;0
312118;2013;4;0.0;341.14;1;0.19493739212956074;0
312125;2013;4;0.0;407.29;1;0.19114753458591244;0
312149;2013;4;0.0;1577.86;1;0.07783943162257823;0
320424;2013;4;0.0;290.3;1;0.18915315409472333;0
320454;2013;4;0.0;298.71;1;0.19281894980253583;0
331355;2013;4;0.0;2054.59;1;0.041675215263458854;0
331390;2013;4;0.0;197.03;1;0.18294033952759126;0
331429;2013;4;0.0;1237.37;1;0.13235940835350274;0
331430;2013;4;0.0;1237.37;1;0.13235940835350274;0
173352;2013;5;0.0;413.84;1;0.19249794275658777;0
175041;2013;5;0.0;94.56;1;0.12239111983938816;0
175043;2013;5;0.0;258.6;1;0.1878160833884801;0
175502;2013;5;0.0;328.72;1;0.1962275437784745;0
175970;2013;5;0.0;195.49;1;0.18207628595726316;0
177065;2013;5;0.0;643.18;1;0.14500849340068261;0
177356;2013;5;0.0;149.66;1;0.1657524450420646;0
218731;2013;5;0.0;415.32;1;0.1919972659857348;0
264732;2013;5;0.0;182.74;1;0.17738087000596608;0
296900;2013;5;0.0;2469.24;1;0.003943088177824072;0
296979;2013;5;0.0;206.89;1;0.1830574086820631;0
296999;2013;5;0.0;421.45;1;0.18751877110253118;0
305879;2013;5;0.0;1116.4;1;0.13759543349742742;0
305944;2013;5;0.0;991.81;1;0.12781806445316896;0
312118;2013;5;0.0;341.14;1;0.19493739212956074;0
312125;2013;5;0.0;407.29;1;0.19114753458591244;0
312149;2013;5;0.0;1577.86;1;0.07783943162257823;0
320424;2013;5;0.0;290.3;1;0.18915315409472333;0
320454;2013;5;0.0;298.71;1;0.19281894980253583;0
331355;2013;5;0.0;2054.59;1;0.041675215263458854;0
331390;2013;5;0.0;197.03;1;0.18294033952759126;0
331429;2013;5;0.0;1237.37;1;0.13235940835350274;0
331430;2013;5;0.0;1237.37;1;0.13235940835350274;0
173352;2013;6;0.0;413.84;1;0.19249794275658777;0
175041;2013;6;0.0;94.56;1;0.12239111983938816;0
175043;2013;6;0.0;258.6;1;0.1878160833884801;0
175502;2013;6;0.0;328.72;1;0.1962275437784745;0
175970;2013;6;0.0;195.49;1;0.18207628595726316;0
177065;2013;6;0.0;643.18;1;0.14500849340068261;0
177356;2013;6;0.0;149.66;1;0.1657524450420646;0
218731;2013;6;0.0;415.32;1;0.1919972659857348;0
264732;2013;6;0.0;182.74;1;0.17738087000596608;0
296900;2013;6;0.0;2469.24;1;0.003943088177824072;0
296979;2013;6;0.0;206.89;1;0.1830574086820631;0
296999;2013;6;0.0;421.45;1;0.18751877110253118;0
305879;2013;6;0.0;1116.4;1;0.13759543349742742;0
305944;2013;6;0.0;991.81;1;0.12781806445316896;0
312118;2013;6;0.0;341.14;1;0.19493739212956074;0
312125;2013;6;0.0;407.29;1;0.19114753458591244;0
312149;2013;6;0.0;1577.86;1;0.07783943162257823;0
320424;2013;6;0.0;290.3;1;0.18915315409472333;0
320454;2013;6;0.0;298.71;1;0.19281894980253583;0
331355;2013;6;0.0;2054.59;1;0.041675215263458854;0
331390;2013;6;0.0;197.03;1;0.18294033952759126;0
331429;2013;6;0.0;1237.37;1;0.13235940835350274;0
331430;2013;6;0.0;1237.37;1;0.13235940835350274;0
173352;2013;7;0.0;413.84;1;0.19249794275658777;0
175041;2013;7;0.0;94.56;1;0.12239111983938816;0
175043;2013;7;0.0;258.6;1;0.1878160833884801;0
175502;2013;7;0.0;328.72;1;0.1962275437784745;0
175970;2013;7;0.0;195.49;1;0.18207628595726316;0
177065;2013;7;0.0;643.18;1;0.14500849340068261;0
177356;2013;7;0.0;149.66;1;0.1657524450420646;0
218731;2013;7;0.0;415.32;1;0.1919972659857348;0
264732;2013;7;0.0;182.74;1;0.17738087000596608;0
296900;2013;7;0.0;2469.24;1;0.003943088177824072;0
296979;2013;7;0.0;206.89;1;0.1830574086820631;0
296999;2013;7;0.0;421.45;1;0.18751877110253118;0
305879;2013;7;0.0;1116.4;1;0.13759543349742742;0
305944;2013;7;0.0;991.81;1;0.12781806445316896;0
312118;2013;7;0.0;341.14;1;0.19493739212956074;0
312125;2013;7;0.0;407.29;1;0.19114753458591244;0
312149;2013;7;0.0;1577.86;1;0.07783943162257823;0
320424;2013;7;0.0;290.3;1;0.18915315409472333;0
320454;2013;7;0.0;298.71;1;0.19281894980253583;0
331355;2013;7;0.0;2054.59;1;0.041675215263458854;0
331390;2013;7;0.0;197.03;1;0.18294033952759126;0
331429;2013;7;0.0;1237.37;1;0.13235940835350274;0
331430;2013;7;0.0;1237.37;1;0.13235940835350274;0
173352;2013;8;0.0;413.84;1;0.19249794275658777;0
175041;2013;8;0.0;94.56;1;0.12239111983938816;0
175043;2013;8;0.0;258.6;1;0.1878160833884801;0
175502;2013;8;0.0;328.72;1;0.1962275437784745;0
175970;2013;8;0.0;195.49;1;0.18207628595726316;0
177065;2013;8;0.0;643.18;1;0.14500849340068261;0
177356;2013;8;0.0;149.66;1;0.1657524450420646;0
218731;2013;8;0.0;415.32;1;0.1919972659857348;0
264732;2013;8;0.0;182.74;1;0.17738087000596608;0
296900;2013;8;0.0;2469.24;1;0.003943088177824072;0
296979;2013;8;0.0;206.89;1;0.1830574086820631;0
296999;2013;8;0.0;421.45;1;0.18751877110253118;0
305879;2013;8;0.0;1116.4;1;0.13759543349742742;0
305944;2013;8;0.0;991.81;1;0.12781806445316896;0
312118;2013;8;0.0;341.14;1;0.19493739212956074;0
312125;2013;8;0.0;407.29;1;0.19114753458591244;0
312149;2013;8;0.0;1577.86;1;0.07783943162257823;0
320424;2013;8;0.0;290.3;1;0.18915315409472333;0
320454;2013;8;0.0;298.71;1;0.19281894980253583;0
331355;2013;8;0.0;2054.59;1;0.041675215263458854;0
331390;2013;8;0.0;197.03;1;0.18294033952759126;0
331429;2013;8;0.0;1237.37;1;0.13235940835350274;0
331430;2013;8;0.0;1237.37;1;0.13235940835350274;0
173352;2013;9;0.0;413.84;1;0.19249794275658777;0
175041;2013;9;0.0;94.56;1;0.12239111983938816;0
175043;2013;9;0.0;258.6;1;0.1878160833884801;0
175502;2013;9;0.0;328.72;1;0.1962275437784745;0
175970;2013;9;0.0;195.49;1;0.18207628595726316;0
177065;2013;9;0.0;643.18;1;0.14500849340068261;0
177356;2013;9;0.0;149.66;1;0.1657524450420646;0
218731;2013;9;0.0;415.32;1;0.1919972659857348;0
264732;2013;9;0.0;182.74;1;0.17738087000596608;0
296900;2013;9;0.0;2469.24;1;0.003943088177824072;0
296979;2013;9;0.0;206.89;1;0.1830574086820631;0
296999;2013;9;0.0;421.45;1;0.18751877110253118;0
305879;2013;9;0.0;1116.4;1;0.13759543349742742;0
305944;2013;9;0.0;991.81;1;0.12781806445316896;0
312118;2013;9;0.0;341.14;1;0.19493739212956074;0
312125;2013;9;0.0;407.29;1;0.19114753458591244;0
312149;2013;9;0.0;1577.86;1;0.07783943162257823;0
320424;2013;9;0.0;290.3;1;0.18915315409472333;0
320454;2013;9;0.0;298.71;1;0.19281894980253583;0
331355;2013;9;0.0;2054.59;1;0.041675215263458854;0
331390;2013;9;0.0;197.03;1;0.18294033952759126;0
331429;2013;9;0.0;1237.37;1;0.13235940835350274;0
331430;2013;9;0.0;1237.37;1;0.13235940835350274;0
173352;2013;10;0.0;413.84;1;0.19249794275658777;0
175041;2013;10;0.0;94.56;1;0.12239111983938816;0
175043;2013;10;0.0;258.6;1;0.1878160833884801;0
175502;2013;10;0.0;328.72;1;0.1962275437784745;0
175970;2013;10;0.0;195.49;1;0.18207628595726316;0
177065;2013;10;0.0;643.18;1;0.14500849340068261;0
177356;2013;10;0.0;149.66;1;0.1657524450420646;0
218731;2013;10;0.0;415.32;1;0.1919972659857348;0
264732;2013;10;0.0;182.74;1;0.17738087000596608;0
296900;2013;10;0.0;2469.24;1;0.003943088177824072;0
296979;2013;10;0.0;206.89;1;0.1830574086820631;0
296999;2013;10;0.0;421.45;1;0.18751877110253118;0
305879;2013;10;0.0;1116.4;1;0.13759543349742742;0
305944;2013;10;0.0;991.81;1;0.12781806445316896;0
312118;2013;10;0.0;341.14;1;0.19493739212956074;0
312125;2013;10;0.0;407.29;1;0.19114753458591244;0
312149;2013;10;0.0;1577.86;1;0.07783943162257823;0
320424;2013;10;0.0;290.3;1;0.18915315409472333;0
320454;2013;10;0.0;298.71;1;0.19281894980253583;0
331355;2013;10;0.0;2054.59;1;0.041675215263458854;0
331390;2013;10;0.0;197.03;1;0.18294033952759126;0
331429;2013;10;0.0;1237.37;1;0.13235940835350274;0
331430;2013;10;0.0;1237.37;1;0.13235940835350274;0
173352;2013;11;0.0;413.84;1;0.19249794275658777;0
175041;2013;11;0.0;94.56;1;0.12239111983938816;0
175043;2013;11;0.0;258.6;1;0.1878160833884801;0
175502;2013;11;0.0;328.72;1;0.1962275437784745;0
175970;2013;11;0.0;195.49;1;0.18207628595726316;0
177065;2013;11;0.0;643.18;1;0.14500849340068261;0
177356;2013;11;0.0;149.66;1;0.1657524450420646;0
218731;2013;11;0.0;415.32;1;0.1919972659857348;0
264732;2013;11;0.0;182.74;1;0.17738087000596608;0
296900;2013;11;0.0;2469.24;1;0.003943088177824072;0
296979;2013;11;0.0;206.89;1;0.1830574086820631;0
305879;2013;11;0.0;1116.4;1;0.13759543349742742;0
305944;2013;11;0.0;991.81;1;0.12781806445316896;0
312118;2013;11;0.0;341.14;1;0.19493739212956074;0
312125;2013;11;0.0;407.29;1;0.19114753458591244;0
312149;2013;11;0.0;1577.86;1;0.07783943162257823;0
320424;2013;11;0.0;290.3;1;0.18915315409472333;0
320454;2013;11;0.0;298.71;1;0.19281894980253583;0
331355;2013;11;0.0;2054.59;1;0.041675215263458854;0
331390;2013;11;0.0;197.03;1;0.18294033952759126;0
331429;2013;11;0.0;1237.37;1;0.13235940835350274;0
331430;2013;11;0.0;1237.37;1;0.13235940835350274;0
173352;2013;12;0.0;413.84;1;0.19249794275658777;0
175041;2013;12;0.0;94.56;1;0.12239111983938816;0
175043;2013;12;0.0;258.6;1;0.1878160833884801;0
175502;2013;12;0.0;328.72;1;0.1962275437784745;0
175970;2013;12;0.0;195.49;1;0.18207628595726316;0
177065;2013;12;0.0;643.18;1;0.14500849340068261;0
177356;2013;12;0.0;149.66;1;0.1657524450420646;0
218731;2013;12;0.0;415.32;1;0.1919972659857348;0
264732;2013;12;0.0;182.74;1;0.17738087000596608;0
296900;2013;12;0.0;2469.24;1;0.003943088177824072;0
296979;2013;12;0.0;206.89;1;0.1830574086820631;0
305879;2013;12;0.0;1116.4;1;0.13759543349742742;0
305944;2013;12;0.0;991.81;1;0.12781806445316896;0
312118;2013;12;0.0;341.14;1;0.19493739212956074;0
312125;2013;12;0.0;407.29;1;0.19114753458591244;0
312149;2013;12;0.0;1577.86;1;0.07783943162257823;0
320424;2013;12;0.0;290.3;1;0.18915315409472333;0
320454;2013;12;0.0;298.71;1;0.19281894980253583;0
331355;2013;12;0.0;2054.59;1;0.041675215263458854;0
331390;2013;12;0.0;197.03;1;0.18294033952759126;0
331429;2013;12;0.0;1237.37;1;0.13235940835350274;0
331430;2013;12;0.0;1237.37;1;0.13235940835350274;0
173352;2014;1;0.0;437.43;1;0.16934683124989963;0
175041;2014;1;0.0;99.95;1;0.11060879525164546;0
175043;2014;1;0.0;273.34;1;0.17646166582936934;0
175502;2014;1;0.0;347.46;1;0.18075773553034702;0
175970;2014;1;0.0;206.63;1;0.17316728645075502;0
177065;2014;1;0.0;679.84;1;0.127553480642912;0
177356;2014;1;0.0;158.19;1;0.16022031548897453;0
218731;2014;1;0.0;438.99;1;0.16923420988687382;0
264732;2014;1;0.0;193.16;1;0.16922900751325398;0
296900;2014;1;0.0;2609.99;-1;-0.012464915219945083;1
296979;2014;1;0.0;218.68;1;0.17200122571301757;0
305879;2014;1;0.0;1230.8;1;0.11958219080099719;0
305944;2014;1;0.0;1048.34;1;0.11601096333851524;0
312118;2014;1;0.0;360.58;1;0.18437165437157454;0
312125;2014;1;0.0;430.51;1;0.1700410035191367;0
312149;2014;1;0.0;1667.8;1;0.08632387588973822;0
320424;2014;1;0.0;306.85;1;0.179199282287955;0
320454;2014;1;0.0;315.74;1;0.17878081381712518;0
331355;2014;1;0.0;2171.7;1;0.042813598440572975;0
331390;2014;1;0.0;208.26;1;0.17154686020486182;0
331429;2014;1;0.0;1307.89;1;0.11538562163239918;0
331430;2014;1;0.0;1307.9;1;0.11538562163239918;0
173352;2014;2;0.0;437.43;1;0.16934683124989963;0
175041;2014;2;0.0;99.95;1;0.11060879525164546;0
175043;2014;2;0.0;273.34;1;0.17646166582936934;0
175502;2014;2;0.0;347.46;1;0.18075773553034702;0
175970;2014;2;0.0;206.63;1;0.17316728645075502;0
177065;2014;2;0.0;679.84;1;0.127553480642912;0
177356;2014;2;0.0;158.19;1;0.16022031548897453;0
218731;2014;2;0.0;438.99;1;0.16923420988687382;0
264732;2014;2;0.0;193.16;1;0.16922900751325398;0
296900;2014;2;0.0;2609.99;-1;-0.012464915219945083;1
296979;2014;2;0.0;218.68;1;0.17200122571301757;0
305879;2014;2;0.0;1230.8;1;0.11958219080099719;0
305944;2014;2;0.0;1048.34;1;0.11601096333851524;0
312118;2014;2;0.0;360.58;1;0.18437165437157454;0
312125;2014;2;0.0;430.51;1;0.1700410035191367;0
312149;2014;2;0.0;1667.8;1;0.08632387588973822;0
320424;2014;2;0.0;306.85;1;0.179199282287955;0
320454;2014;2;0.0;315.74;1;0.17878081381712518;0
331355;2014;2;0.0;2171.7;1;0.042813598440572975;0
331390;2014;2;0.0;208.26;1;0.17154686020486182;0
331429;2014;2;0.0;1307.89;1;0.11538562163239918;0
331430;2014;2;0.0;1307.9;1;0.11538562163239918;0
173352;2014;3;0.0;437.43;1;0.16934683124989963;0
175041;2014;3;0.0;99.95;1;0.11060879525164546;0
175043;2014;3;0.0;273.34;1;0.17646166582936934;0
175502;2014;3;0.0;347.46;1;0.18075773553034702;0
175970;2014;3;0.0;206.63;1;0.17316728645075502;0
177065;2014;3;0.0;679.84;1;0.127553480642912;0
177356;2014;3;0.0;158.19;1;0.16022031548897453;0
218731;2014;3;0.0;438.99;1;0.16923420988687382;0
264732;2014;3;0.0;193.16;1;0.16922900751325398;0
296900;2014;3;0.0;2609.99;-1;-0.012464915219945083;1
296979;2014;3;0.0;218.68;1;0.17200122571301757;0
305879;2014;3;0.0;1230.8;1;0.11958219080099719;0
305944;2014;3;0.0;1048.34;1;0.11601096333851524;0
312118;2014;3;0.0;360.58;1;0.18437165437157454;0
312125;2014;3;0.0;430.51;1;0.1700410035191367;0
312149;2014;3;0.0;1667.8;1;0.08632387588973822;0
320424;2014;3;0.0;306.85;1;0.179199282287955;0
320454;2014;3;0.0;315.74;1;0.17878081381712518;0
331355;2014;3;0.0;2171.7;1;0.042813598440572975;0
331390;2014;3;0.0;208.26;1;0.17154686020486182;0
331429;2014;3;0.0;1307.89;1;0.11538562163239918;0
331430;2014;3;0.0;1307.9;1;0.11538562163239918;0
173352;2014;4;0.0;437.43;1;0.16934683124989963;0
175041;2014;4;0.0;99.95;1;0.11060879525164546;0
175043;2014;4;0.0;273.34;1;0.17646166582936934;0
175502;2014;4;0.0;347.46;1;0.18075773553034702;0
175970;2014;4;0.0;206.63;1;0.17316728645075502;0
177065;2014;4;0.0;679.84;1;0.127553480642912;0
177356;2014;4;0.0;158.19;1;0.16022031548897453;0
218731;2014;4;0.0;438.99;1;0.16923420988687382;0
264732;2014;4;0.0;193.16;1;0.16922900751325398;0
296900;2014;4;0.0;2609.99;-1;-0.012464915219945083;1
296979;2014;4;0.0;218.68;1;0.17200122571301757;0
305879;2014;4;0.0;1230.8;1;0.11958219080099719;0
305944;2014;4;0.0;1048.34;1;0.11601096333851524;0
312118;2014;4;0.0;360.58;1;0.18437165437157454;0
312125;2014;4;0.0;430.51;1;0.1700410035191367;0
312149;2014;4;0.0;1667.8;1;0.08632387588973822;0
320424;2014;4;0.0;306.85;1;0.179199282287955;0
320454;2014;4;0.0;315.74;1;0.17878081381712518;0
331355;2014;4;0.0;2171.7;1;0.042813598440572975;0
331390;2014;4;0.0;208.26;1;0.17154686020486182;0
331429;2014;4;0.0;1307.9;1;0.11538562163239918;0
331430;2014;4;0.0;1307.89;1;0.11538562163239918;0
173352;2014;5;0.0;437.43;1;0.16934683124989963;0
175041;2014;5;0.0;99.95;1;0.11060879525164546;0
175043;2014;5;0.0;273.34;1;0.17646166582936934;0
175502;2014;5;0.0;347.46;1;0.18075773553034702;0
175970;2014;5;0.0;206.63;1;0.17316728645075502;0
177065;2014;5;0.0;679.84;1;0.127553480642912;0
177356;2014;5;0.0;158.19;1;0.16022031548897453;0
218731;2014;5;0.0;438.99;1;0.16923420988687382;0
264732;2014;5;0.0;193.16;1;0.16922900751325398;0
296900;2014;5;0.0;2609.99;-1;-0.012464915219945083;1
296979;2014;5;0.0;218.68;1;0.17200122571301757;0
305879;2014;5;0.0;1230.8;1;0.11958219080099719;0
305944;2014;5;0.0;1048.34;1;0.11601096333851524;0
312118;2014;5;0.0;360.58;1;0.18437165437157454;0
312125;2014;5;0.0;430.51;1;0.1700410035191367;0
312149;2014;5;0.0;1667.8;1;0.08632387588973822;0
320424;2014;5;0.0;306.85;1;0.179199282287955;0
320454;2014;5;0.0;315.74;1;0.17878081381712518;0
331355;2014;5;0.0;2171.7;1;0.042813598440572975;0
331390;2014;5;0.0;208.26;1;0.17154686020486182;0
331429;2014;5;0.0;1307.89;1;0.11538562163239918;0
331430;2014;5;0.0;1307.9;1;0.11538562163239918;0
173352;2014;6;0.0;437.43;1;0.16934683124989963;0
175041;2014;6;0.0;99.95;1;0.11060879525164546;0
175043;2014;6;0.0;273.34;1;0.17646166582936934;0
175502;2014;6;0.0;347.46;1;0.18075773553034702;0
175970;2014;6;0.0;206.63;1;0.17316728645075502;0
177065;2014;6;0.0;679.84;1;0.127553480642912;0
177356;2014;6;0.0;158.19;1;0.16022031548897453;0
218731;2014;6;0.0;438.99;1;0.16923420988687382;0
264732;2014;6;0.0;193.16;1;0.16922900751325398;0
296900;2014;6;0.0;2609.99;-1;-0.012464915219945083;1
296979;2014;6;0.0;218.68;1;0.17200122571301757;0
305879;2014;6;0.0;1230.8;1;0.11958219080099719;0
305944;2014;6;0.0;1048.34;1;0.11601096333851524;0
312118;2014;6;0.0;360.58;1;0.18437165437157454;0
312125;2014;6;0.0;430.51;1;0.1700410035191367;0
312149;2014;6;0.0;1667.8;1;0.08632387588973822;0
320424;2014;6;0.0;306.85;1;0.179199282287955;0
320454;2014;6;0.0;315.74;1;0.17878081381712518;0
331355;2014;6;0.0;2171.7;1;0.042813598440572975;0
331390;2014;6;0.0;208.26;1;0.17154686020486182;0
331429;2014;6;0.0;1307.89;1;0.11538562163239918;0
331430;2014;6;0.0;1307.9;1;0.11538562163239918;0
173352;2014;7;0.0;437.43;1;0.16934683124989963;0
175041;2014;7;0.0;99.95;1;0.11060879525164546;0
175043;2014;7;0.0;273.34;1;0.17646166582936934;0
175502;2014;7;0.0;347.46;1;0.18075773553034702;0
175970;2014;7;0.0;206.63;1;0.17316728645075502;0
177065;2014;7;0.0;679.84;1;0.127553480642912;0
177356;2014;7;0.0;158.19;1;0.16022031548897453;0
218731;2014;7;0.0;438.99;1;0.16923420988687382;0
264732;2014;7;0.0;193.16;1;0.16922900751325398;0
296979;2014;7;0.0;218.68;1;0.17200122571301757;0
305879;2014;7;0.0;1230.8;1;0.11958219080099719;0
305944;2014;7;0.0;1048.34;1;0.11601096333851524;0
312118;2014;7;0.0;360.58;1;0.18437165437157454;0
312125;2014;7;0.0;430.51;1;0.1700410035191367;0
312149;2014;7;0.0;2007.38;1;0.056037498989721324;0
320424;2014;7;0.0;306.85;1;0.179199282287955;0
320454;2014;7;0.0;315.74;1;0.17878081381712518;0
331355;2014;7;0.0;2171.7;1;0.042813598440572975;0
331390;2014;7;0.0;208.26;1;0.17154686020486182;0
331429;2014;7;0.0;1705.17;1;0.082408877141112;0
331430;2014;7;0.0;1705.17;1;0.082408877141112;0
173352;2014;8;0.0;437.43;1;0.16934683124989963;0
175041;2014;8;0.0;99.95;1;0.11060879525164546;0
175043;2014;8;0.0;273.34;1;0.17646166582936934;0
175502;2014;8;0.0;347.46;1;0.18075773553034702;0
175970;2014;8;0.0;206.63;1;0.17316728645075502;0
177065;2014;8;0.0;679.84;1;0.127553480642912;0
177356;2014;8;0.0;158.19;1;0.16022031548897453;0
218731;2014;8;0.0;438.99;1;0.16923420988687382;0
264732;2014;8;0.0;193.16;1;0.16922900751325398;0
296979;2014;8;0.0;218.68;1;0.17200122571301757;0
305879;2014;8;0.0;1230.8;1;0.11958219080099719;0
305944;2014;8;0.0;1048.34;1;0.11601096333851524;0
312118;2014;8;0.0;360.58;1;0.18437165437157454;0
312125;2014;8;0.0;430.51;1;0.1700410035191367;0
312149;2014;8;0.0;2007.38;1;0.056037498989721324;0
320424;2014;8;0.0;306.85;1;0.179199282287955;0
320454;2014;8;0.0;315.74;1;0.17878081381712518;0
331355;2014;8;0.0;2171.7;1;0.042813598440572975;0
331390;2014;8;0.0;208.26;1;0.17154686020486182;0
331429;2014;8;0.0;1705.17;1;0.082408877141112;0
331430;2014;8;0.0;1705.17;1;0.082408877141112;0
173352;2014;9;0.0;437.43;1;0.16934683124989963;0
175041;2014;9;0.0;99.95;1;0.11060879525164546;0
175043;2014;9;0.0;273.34;1;0.17646166582936934;0
175502;2014;9;0.0;347.46;1;0.18075773553034702;0
175970;2014;9;0.0;206.63;1;0.17316728645075502;0
177065;2014;9;0.0;679.84;1;0.127553480642912;0
177356;2014;9;0.0;158.19;1;0.16022031548897453;0
218731;2014;9;0.0;438.99;1;0.16923420988687382;0
264732;2014;9;0.0;193.16;1;0.16922900751325398;0
296979;2014;9;0.0;218.68;1;0.17200122571301757;0
305879;2014;9;0.0;1230.8;1;0.11958219080099719;0
305944;2014;9;0.0;1048.34;1;0.11601096333851524;0
312118;2014;9;483.56;795.28;-1;-0.13710293854830735;1
312125;2014;9;662.97;938.31;-1;-0.16290902923238548;1
312149;2014;9;0.0;2007.38;1;0.056037498989721324;0
320424;2014;9;0.0;306.85;1;0.179199282287955;0
320454;2014;9;0.0;315.74;1;0.17878081381712518;0
331355;2014;9;0.0;2171.7;1;0.042813598440572975;0
331390;2014;9;0.0;208.26;1;0.17154686020486182;0
331429;2014;9;0.0;1705.17;1;0.082408877141112;0
331430;2014;9;0.0;1705.17;1;0.082408877141112;0
173352;2014;10;0.0;437.43;1;0.16934683124989963;0
175041;2014;10;0.0;99.95;1;0.11060879525164546;0
175043;2014;10;0.0;273.34;1;0.17646166582936934;0
175502;2014;10;0.0;347.46;1;0.18075773553034702;0
175970;2014;10;0.0;206.63;1;0.17316728645075502;0
177065;2014;10;0.0;679.84;1;0.127553480642912;0
177356;2014;10;0.0;158.19;1;0.16022031548897453;0
218731;2014;10;0.0;438.99;1;0.16923420988687382;0
264732;2014;10;0.0;193.16;1;0.16922900751325398;0
296979;2014;10;0.0;218.68;1;0.17200122571301757;0
305879;2014;10;0.0;1230.8;1;0.11958219080099719;0
305944;2014;10;0.0;1048.34;1;0.11601096333851524;0
312118;2014;10;483.56;724.59;-1;-0.13678084639708465;1
312125;2014;10;662.97;938.31;-1;-0.16290902923238548;1
312149;2014;10;0.0;2007.38;1;0.056037498989721324;0
320424;2014;10;0.0;306.85;1;0.179199282287955;0
320454;2014;10;0.0;315.74;1;0.17878081381712518;0
331355;2014;10;0.0;2171.7;1;0.042813598440572975;0
331390;2014;10;0.0;208.26;1;0.17154686020486182;0
331429;2014;10;0.0;1705.17;1;0.082408877141112;0
331430;2014;10;0.0;1705.17;1;0.082408877141112;0
173352;2014;11;0.0;437.43;1;0.16934683124989963;0
175041;2014;11;0.0;99.95;1;0.11060879525164546;0
175043;2014;11;0.0;273.34;1;0.17646166582936934;0
175502;2014;11;0.0;347.46;1;0.18075773553034702;0
175970;2014;11;0.0;206.63;1;0.17316728645075502;0
177065;2014;11;0.0;679.84;1;0.127553480642912;0
177356;2014;11;0.0;158.19;1;0.16022031548897453;0
218731;2014;11;0.0;438.99;1;0.16923420988687382;0
264732;2014;11;0.0;193.16;1;0.16922900751325398;0
296979;2014;11;0.0;218.68;1;0.17200122571301757;0
305879;2014;11;0.0;1230.8;1;0.11958219080099719;0
305944;2014;11;0.0;1048.34;1;0.11601096333851524;0
312118;2014;11;483.56;724.59;-1;-0.13678084639708465;1
312125;2014;11;662.97;938.31;-1;-0.16290902923238548;1
312149;2014;11;0.0;2007.38;1;0.056037498989721324;0
320424;2014;11;0.0;306.85;1;0.179199282287955;0
320454;2014;11;0.0;315.74;1;0.17878081381712518;0
331355;2014;11;0.0;2171.7;1;0.042813598440572975;0
331390;2014;11;0.0;208.26;1;0.17154686020486182;0
331429;2014;11;0.0;1705.17;1;0.082408877141112;0
331430;2014;11;0.0;1705.17;1;0.082408877141112;0
173352;2014;12;0.0;437.43;1;0.16934683124989963;0
175041;2014;12;0.0;99.95;1;0.11060879525164546;0
175043;2014;12;0.0;273.34;1;0.17646166582936934;0
175502;2014;12;0.0;347.46;1;0.18075773553034702;0
175970;2014;12;0.0;206.63;1;0.17316728645075502;0
177065;2014;12;0.0;679.84;1;0.127553480642912;0
218731;2014;12;0.0;438.99;1;0.16923420988687382;0
264732;2014;12;0.0;193.16;1;0.16922900751325398;0
296979;2014;12;0.0;218.68;1;0.17200122571301757;0
305879;2014;12;0.0;1230.8;1;0.11958219080099719;0
305944;2014;12;0.0;1048.34;1;0.11601096333851524;0
312118;2014;12;483.56;724.59;-1;-0.13678084639708465;1
312125;2014;12;662.97;938.31;-1;-0.16290902923238548;1
312149;2014;12;0.0;2007.38;1;0.056037498989721324;0
320424;2014;12;0.0;306.85;1;0.179199282287955;0
320454;2014;12;0.0;315.74;1;0.17878081381712518;0
331355;2014;12;0.0;2171.7;1;0.042813598440572975;0
331390;2014;12;0.0;208.26;1;0.17154686020486182;0
331429;2014;12;0.0;1705.17;1;0.082408877141112;0
331430;2014;12;0.0;1705.17;1;0.082408877141112;0
173352;2015;1;0.0;465.64;1;0.07862500502832781;0
175041;2015;1;0.0;106.4;1;0.0002341282724135363;0
175043;2015;1;0.0;290.97;1;0.08337391763403046;0
175502;2015;1;0.0;369.87;1;0.08291986475863322;0
175970;2015;1;0.0;219.96;1;0.08392940206902533;0
177065;2015;1;0.0;723.69;1;0.040615425615253775;0
218731;2015;1;0.0;467.3;1;0.07689635230345504;0
264732;2015;1;0.0;205.62;1;0.07454699212432203;0
296979;2015;1;0.0;232.78;1;0.08166846181722853;0
305879;2015;1;0.0;1339.6;1;0.02848323210017445;0
