isn_vinculo;num_ano;num_mes;8;15;54;102;199;324;IF_label;IF_score;anomalo
132136;2007;3;845.16;126.77;0.0;0.0;0.0;0.0;1;0.048870346771109574;0
132136;2007;4;845.16;126.77;0.0;0.0;0.0;0.0;1;0.048870346771109574;0
132136;2007;5;845.16;126.77;0.0;0.0;0.0;0.0;1;0.048870346771109574;0
132136;2007;6;845.16;126.77;0.0;0.0;0.0;0.0;1;0.048870346771109574;0
132136;2007;7;875.16;131.27;0.0;0.0;0.0;0.0;1;0.13356177871619324;0
132136;2007;8;875.16;131.27;335.48;0.0;0.0;2.32;-1;-0.14661104031332883;1
132136;2007;9;875.16;131.27;0.0;0.0;0.0;0.0;1;0.13356177871619324;0
132136;2007;10;875.16;131.27;0.0;0.0;0.0;0.0;1;0.13356177871619324;0
132136;2007;11;875.16;131.27;0.0;0.0;0.0;0.0;1;0.13356177871619324;0
132136;2007;12;875.16;131.27;0.0;0.0;0.0;0.0;1;0.13356177871619324;0
132136;2008;1;875.16;131.27;0.0;0.0;0.0;0.0;1;0.0903405822867025;0
132136;2008;2;875.16;131.27;0.0;0.0;0.0;0.0;1;0.0903405822867025;0
132136;2008;3;875.16;131.27;0.0;0.0;0.0;0.0;1;0.0903405822867025;0
132136;2008;4;875.16;131.27;0.0;0.0;0.0;0.0;1;0.0903405822867025;0
132136;2008;5;875.16;131.27;0.0;0.0;0.0;0.0;1;0.0903405822867025;0
132136;2008;6;875.16;131.27;0.0;0.0;0.0;0.0;1;0.0903405822867025;0
132136;2008;7;928.81;139.32;0.0;0.0;0.0;0.0;1;0.08911676935245838;0
132136;2008;8;928.81;139.32;0.0;0.0;0.0;2.42;-1;-0.00095990517454414;1
132136;2008;9;975.25;146.29;373.85;0.0;910.58;0.0;1;0.026201464435125277;0
132136;2008;10;975.25;146.29;0.0;0.0;0.0;0.0;1;0.08725266705851387;0
132136;2008;12;0.0;0.0;0.0;1121.54;0.0;0.0;1;0.043661422515869464;0
