isn_vinculo;num_ano;num_mes;8;10;11;15;19;21;39;51;52;54;86;94;97;102;140;165;207;1352;1367;1369;1404;IF_label;IF_score;anomalo
174232;2007;3;0.0;0.0;301.51;502.02;0.0;0.0;0.0;0.0;301.51;0.0;0.0;0.0;0.0;0.0;0.0;118.59;1507.56;0.0;0.0;0.0;0.0;1;0.10283112821843676;0
198100;2007;3;0.0;0.0;0.0;369.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1056.99;0.0;0.0;0.0;0.0;1;0.14170008181315152;0
297142;2007;3;0.0;8727.44;0.0;2262.67;1604.04;0.0;2663.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2197.41;0.0;0.0;0.0;0.0;1;0.10554450094080714;0
297169;2007;3;0.0;6156.96;0.0;1420.84;1175.13;0.0;1363.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2197.41;0.0;0.0;0.0;0.0;1;0.12321338603928927;0
174232;2007;4;0.0;0.0;301.51;502.02;0.0;0.0;0.0;0.0;301.51;0.0;0.0;0.0;0.0;0.0;0.0;118.59;1507.56;0.0;0.0;0.0;0.0;1;0.10283112821843676;0
198100;2007;4;0.0;0.0;0.0;369.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1056.99;0.0;0.0;0.0;0.0;1;0.14170008181315152;0
297142;2007;4;0.0;8727.44;0.0;2262.67;1604.04;0.0;2663.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2197.41;0.0;0.0;0.0;0.0;1;0.10554450094080714;0
297169;2007;4;0.0;6156.96;0.0;1420.84;1175.13;0.0;1363.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2197.41;0.0;0.0;0.0;0.0;1;0.12321338603928927;0
174232;2007;5;0.0;0.0;301.51;502.02;0.0;0.0;0.0;0.0;301.51;0.0;0.0;0.0;0.0;0.0;0.0;118.59;1507.56;0.0;0.0;0.0;0.0;1;0.10283112821843676;0
