isn_vinculo;num_ano;num_mes;94;97;101;140;204;302;303;316;317;1236;1367;1369;IF_label;IF_score;anomalo
312126;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4941.51;0.0;0.0;0.0;0.0;1;0.16269236568884404;0
320503;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;537.49;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
320535;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2899.73;0.0;0.0;0.0;0.0;1;0.19540770697564552;0
320542;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1359.65;0.0;0.0;0.0;0.0;1;0.20961937778875378;0
329685;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4426.39;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
331385;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.75;0.0;0.0;0.0;0.0;1;0.19502034506225158;0
333596;2013;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2272.35;6873.29;0.0;0.0;0.0;1;0.030489410418627627;0
172902;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1042.16;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
173079;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173124;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173709;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;766.29;0.0;0.0;0.0;0.0;1;0.21142965096059374;0
173854;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;801.8;0.0;0.0;0.0;0.0;1;0.21072718187286915;0
173997;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;887.05;0.0;0.0;0.0;0.0;1;0.21031020251414484;0
174067;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.7;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174068;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.65;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174181;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1400.13;0.0;0.0;0.0;0.0;1;0.20895729807443875;0
174184;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1400.1;0.0;0.0;0.0;0.0;1;0.20895729807443875;0
174283;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1664.89;0.0;0.0;0.0;0.0;1;0.2090872739627429;0
176071;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;736.83;0.0;0.0;0.0;0.0;1;0.21114770892882007;0
190573;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643.68;0.0;0.0;0.0;0.0;1;0.20962008594598064;0
218864;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1051.27;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
296906;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;682.75;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
296908;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1158.63;0.0;0.0;0.0;0.0;1;0.2104457563034589;0
296941;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
296991;2013;4;0.0;0.0;0.0;0.0;0.0;766.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14339177825724597;0
297006;2013;4;0.0;0.0;0.0;0.0;0.0;1231.82;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09997177529654822;0
297083;2013;4;0.0;0.0;0.0;0.0;0.0;1197.03;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10428633912324076;0
297271;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297272;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297334;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4430.77;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
297612;2013;4;0.0;0.0;0.0;0.0;0.0;217.54;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17254105860311403;0
305869;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
305902;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.25;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
312126;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4941.51;0.0;0.0;0.0;0.0;1;0.16269236568884404;0
320503;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;537.49;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
320535;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2899.73;0.0;0.0;0.0;0.0;1;0.19540770697564552;0
320542;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1359.65;0.0;0.0;0.0;0.0;1;0.20961937778875378;0
329685;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4426.39;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
331385;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.75;0.0;0.0;0.0;0.0;1;0.19502034506225158;0
333596;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2272.35;0.0;0.0;0.0;0.0;1;0.1999640664021936;0
346181;2013;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7821.98;2346.59;0.0;0.0;0.0;1;0.02868530947066661;0
172902;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1042.16;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
173079;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173124;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173709;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;766.29;0.0;0.0;0.0;0.0;1;0.21142965096059374;0
173854;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;801.8;0.0;0.0;0.0;0.0;1;0.21072718187286915;0
173997;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;887.05;0.0;0.0;0.0;0.0;1;0.21031020251414484;0
174067;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.7;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174068;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.65;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174181;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1400.13;0.0;0.0;0.0;0.0;1;0.20895729807443875;0
174283;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1664.89;0.0;0.0;0.0;0.0;1;0.2090872739627429;0
176071;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;736.83;0.0;0.0;0.0;0.0;1;0.21114770892882007;0
190573;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643.68;0.0;0.0;0.0;0.0;1;0.20962008594598064;0
218864;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1051.27;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
296906;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;682.75;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
296908;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1158.63;0.0;0.0;0.0;0.0;1;0.2104457563034589;0
296941;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
296991;2013;5;0.0;0.0;0.0;0.0;0.0;766.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14339177825724597;0
297006;2013;5;0.0;0.0;0.0;0.0;0.0;1231.82;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09997177529654822;0
297083;2013;5;0.0;0.0;0.0;0.0;0.0;1197.03;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10428633912324076;0
297271;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297272;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297334;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4430.77;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
297612;2013;5;0.0;0.0;0.0;0.0;0.0;217.54;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17254105860311403;0
305869;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
305902;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.25;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
312126;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4941.51;0.0;0.0;0.0;0.0;1;0.16269236568884404;0
320503;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;537.49;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
320535;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2899.73;0.0;0.0;0.0;0.0;1;0.19540770697564552;0
320542;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1359.65;0.0;0.0;0.0;0.0;1;0.20961937778875378;0
329685;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4426.39;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
331385;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.75;0.0;0.0;0.0;0.0;1;0.19502034506225158;0
333596;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2272.35;0.0;0.0;0.0;0.0;1;0.1999640664021936;0
346181;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7821.98;0.0;0.0;0.0;0.0;1;0.09711809946549582;0
350843;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4011.79;0.0;0.0;0.0;1;0.05627525579060827;0
350848;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1103.46;1103.46;0.0;0.0;0.0;1;0.15295883130639526;0
172902;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1042.16;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
173079;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173124;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173709;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;766.29;0.0;0.0;0.0;0.0;1;0.21142965096059374;0
173854;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;801.8;0.0;0.0;0.0;0.0;1;0.21072718187286915;0
173997;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;887.05;0.0;0.0;0.0;0.0;1;0.21031020251414484;0
174067;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.7;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174068;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.65;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174181;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1400.13;0.0;0.0;0.0;0.0;1;0.20895729807443875;0
174283;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1664.89;0.0;0.0;0.0;0.0;1;0.2090872739627429;0
176071;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;736.83;0.0;0.0;0.0;0.0;1;0.21114770892882007;0
190573;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643.68;0.0;0.0;0.0;0.0;1;0.20962008594598064;0
218864;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1051.27;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
296906;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;682.75;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
296908;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1158.63;0.0;0.0;0.0;0.0;1;0.2104457563034589;0
296941;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
296991;2013;6;0.0;0.0;0.0;0.0;0.0;766.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14339177825724597;0
297006;2013;6;0.0;0.0;0.0;0.0;0.0;1231.82;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09997177529654822;0
297083;2013;6;0.0;0.0;0.0;0.0;0.0;1197.03;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10428633912324076;0
297271;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297272;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297334;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4430.77;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
297612;2013;6;0.0;0.0;0.0;0.0;0.0;217.54;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17254105860311403;0
305869;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
305902;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.25;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
312126;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4941.51;0.0;0.0;0.0;0.0;1;0.16269236568884404;0
320535;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2899.73;0.0;0.0;0.0;0.0;1;0.19540770697564552;0
320542;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1359.65;0.0;0.0;0.0;0.0;1;0.20961937778875378;0
329685;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4426.39;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
331385;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.75;0.0;0.0;0.0;0.0;1;0.19502034506225158;0
333596;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2272.35;0.0;0.0;0.0;0.0;1;0.1999640664021936;0
346181;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7821.98;0.0;0.0;0.0;0.0;1;0.09711809946549582;0
350843;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4011.79;0.0;0.0;0.0;0.0;1;0.18518099521013576;0
350848;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1103.46;0.0;0.0;0.0;0.0;1;0.2105562209296013;0
172902;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1042.16;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
173079;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173124;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173709;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;766.29;0.0;0.0;0.0;0.0;1;0.21142965096059374;0
173854;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;801.8;0.0;0.0;0.0;0.0;1;0.21072718187286915;0
173997;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;887.05;0.0;0.0;0.0;0.0;1;0.21031020251414484;0
174067;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.7;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174068;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.65;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174181;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1400.13;0.0;0.0;0.0;0.0;1;0.20895729807443875;0
174283;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1664.89;0.0;0.0;0.0;0.0;1;0.2090872739627429;0
176071;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;736.83;0.0;0.0;0.0;0.0;1;0.21114770892882007;0
190573;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643.68;0.0;0.0;0.0;0.0;1;0.20962008594598064;0
218864;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1051.27;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
296906;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;682.75;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
296908;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1158.63;0.0;0.0;0.0;0.0;1;0.2104457563034589;0
296941;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
296991;2013;7;0.0;0.0;0.0;0.0;0.0;766.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14339177825724597;0
297006;2013;7;0.0;0.0;0.0;0.0;0.0;1231.82;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09997177529654822;0
297083;2013;7;0.0;0.0;0.0;0.0;0.0;1197.03;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10428633912324076;0
297271;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297272;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297334;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4430.77;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
297612;2013;7;0.0;0.0;0.0;0.0;0.0;217.54;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17254105860311403;0
305869;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
305902;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.25;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
312126;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4941.51;0.0;0.0;0.0;0.0;1;0.16269236568884404;0
320535;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2899.73;0.0;0.0;0.0;0.0;1;0.19540770697564552;0
320542;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1359.65;0.0;0.0;0.0;0.0;1;0.20961937778875378;0
329685;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4426.39;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
331385;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.75;0.0;0.0;0.0;0.0;1;0.19502034506225158;0
333596;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2272.35;0.0;0.0;0.0;0.0;1;0.1999640664021936;0
346181;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7821.98;0.0;0.0;0.0;0.0;1;0.09711809946549582;0
350843;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4011.79;0.0;0.0;0.0;0.0;1;0.18518099521013576;0
350848;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1103.46;0.0;0.0;0.0;0.0;1;0.2105562209296013;0
172902;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1042.16;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
173079;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173124;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173854;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;801.8;0.0;0.0;0.0;0.0;1;0.21072718187286915;0
173997;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;887.05;0.0;0.0;0.0;0.0;1;0.21031020251414484;0
174067;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.7;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174068;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.65;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174181;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1400.13;0.0;0.0;0.0;0.0;1;0.20895729807443875;0
174283;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1664.89;0.0;0.0;0.0;0.0;1;0.2090872739627429;0
176071;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;736.83;0.0;0.0;0.0;0.0;1;0.21114770892882007;0
190573;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643.68;0.0;0.0;0.0;0.0;1;0.20962008594598064;0
218864;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1051.27;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
296906;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;682.75;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
296908;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1158.63;0.0;0.0;0.0;0.0;1;0.2104457563034589;0
296941;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
296991;2013;8;0.0;0.0;0.0;0.0;0.0;766.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14339177825724597;0
297006;2013;8;0.0;0.0;0.0;0.0;0.0;1231.82;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09997177529654822;0
297083;2013;8;0.0;0.0;0.0;0.0;0.0;1197.03;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10428633912324076;0
297271;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297272;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297334;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4430.77;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
297612;2013;8;0.0;0.0;0.0;0.0;0.0;217.54;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17254105860311403;0
305869;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
305902;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.25;0.0;0.0;0.0;0.0;1;0.20872738109933137;0
312126;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4941.51;0.0;0.0;0.0;0.0;1;0.16269236568884404;0
320535;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2899.73;0.0;0.0;0.0;0.0;1;0.19540770697564552;0
320542;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1359.65;0.0;0.0;0.0;0.0;1;0.20961937778875378;0
329685;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4426.39;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
331385;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.75;0.0;0.0;0.0;0.0;1;0.19502034506225158;0
333596;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2272.35;0.0;0.0;0.0;0.0;1;0.1999640664021936;0
346181;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7821.98;0.0;0.0;0.0;0.0;1;0.09711809946549582;0
350843;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4011.79;0.0;0.0;0.0;0.0;1;0.18518099521013576;0
350848;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1103.46;0.0;0.0;0.0;0.0;1;0.2105562209296013;0
370032;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1248.59;1248.59;0.0;0.0;0.0;1;0.14513566991597526;0
172902;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1042.16;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
173079;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173124;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.33;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
173854;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;801.8;0.0;0.0;0.0;0.0;1;0.21072718187286915;0
173997;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;887.05;0.0;0.0;0.0;0.0;1;0.21031020251414484;0
174067;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.7;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174068;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.65;0.0;0.0;0.0;0.0;1;0.20575923848937094;0
174283;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1664.89;0.0;0.0;0.0;0.0;1;0.2090872739627429;0
176071;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;736.83;0.0;0.0;0.0;0.0;1;0.21114770892882007;0
190573;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643.68;0.0;0.0;0.0;0.0;1;0.20962008594598064;0
218864;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1051.27;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
296906;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;682.75;0.0;0.0;0.0;0.0;1;0.21109609661022233;0
296908;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1158.63;0.0;0.0;0.0;0.0;1;0.2104457563034589;0
296941;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
296991;2013;9;0.0;0.0;0.0;0.0;0.0;766.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.14339177825724597;0
297006;2013;9;0.0;0.0;0.0;0.0;0.0;1231.82;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09997177529654822;0
297083;2013;9;0.0;0.0;0.0;0.0;0.0;1197.03;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10428633912324076;0
297271;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297272;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.98;0.0;0.0;0.0;0.0;1;0.21106517095305977;0
297334;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4430.77;0.0;0.0;0.0;0.0;1;0.18073045781716085;0
297612;2013;9;0.0;0.0;0.0;0.0;0.0;217.54;0.0;0.0;0.0;0.0;0.0;0.0;1;0.17254105860311403;0
305869;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578.41;0.0;0.0;0.0;0.0;1;0.20979311738727524;0
