isn_vinculo;num_ano;num_mes;44;102;226;227;371;IF_label;IF_score;anomalo
154375;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;0
154376;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;0
154377;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;0
154378;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;0
154375;2010;4;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154376;2010;4;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154377;2010;4;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154378;2010;4;0.0;0.0;510.0;0.0;27.24;1;0.09779099115663992;0
154375;2010;5;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154376;2010;5;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154377;2010;5;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154378;2010;5;0.0;0.0;510.0;0.0;27.24;1;0.09779099115663992;0
154375;2010;6;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154376;2010;6;0.0;127.5;0.0;0.0;0.0;1;0.060020337643321486;0
154377;2010;6;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;0
154378;2010;6;0.0;0.0;510.0;0.0;27.24;1;0.09779099115663992;0
154375;2010;7;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154377;2010;7;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154378;2010;7;226.1;255.0;0.0;102.0;0.0;-1;-0.03340656069953185;1
154375;2010;8;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154377;2010;8;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154375;2010;9;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154377;2010;9;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154375;2010;10;414.89;311.9;0.0;0.0;0.0;-1;-0.010591824289997942;1
154377;2010;10;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154377;2010;11;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154377;2010;12;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;0
154377;2011;1;0.0;0.0;561.41;0.0;0.0;1;0.284738413170886;0
154377;2011;2;0.0;0.0;561.41;0.0;0.0;1;0.284738413170886;0
154377;2011;3;746.68;0.0;0.0;261.99;0.0;1;0.12319664285753307;0
