isn_vinculo;num_ano;num_mes;8;15;54;97;207;324;IF_label;IF_score;anomalo
320529;2012;11;0.0;933.0;0.0;0.0;3358.8;0.0;1;0.16678096838306972;0
297568;2012;12;3732.0;559.8;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2012;12;0.0;933.0;0.0;0.0;3358.8;0.0;1;0.16678096838306972;0
297568;2013;1;4068.0;610.2;1559.4;0.0;0.0;0.0;1;0.019641961765056504;0
320529;2013;1;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;2;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;2;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;3;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;3;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;4;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;4;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;5;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;5;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;6;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;6;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;7;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;7;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;8;4068.0;610.2;0.0;0.0;0.0;77.26;1;0.0026871542258093406;0
320529;2013;8;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;9;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;9;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;10;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
