isn_vinculo;num_ano;num_mes;15;160;207;1367;1369;IF_label;IF_score;anomalo
296953;2007;3;191.65;0.0;689.92;0.0;0.0;1;0.05464737635848138;0
297604;2007;3;60.07;0.0;540.59;0.0;0.0;1;0.07553109896862575;0
296953;2007;4;191.65;0.0;689.92;0.0;0.0;1;0.05464737635848138;0
297604;2007;4;60.07;0.0;540.59;0.0;0.0;1;0.07553109896862575;0
296953;2007;5;191.65;0.0;689.92;0.0;0.0;1;0.05464737635848138;0
297604;2007;5;60.07;0.0;540.59;0.0;0.0;1;0.07553109896862575;0
296953;2007;6;191.65;0.0;689.92;0.0;0.0;1;0.05464737635848138;0
297604;2007;6;60.07;0.0;540.59;0.0;0.0;1;0.07553109896862575;0
296953;2007;7;198.45;0.0;714.41;0.0;0.0;1;0.08348071232099807;0
297604;2007;7;62.2;0.0;559.77;0.0;0.0;1;0.09968237014606307;0
296953;2007;8;198.45;0.0;714.41;0.0;0.0;1;0.08348071232099807;0
297604;2007;8;62.2;0.0;559.77;0.0;0.0;1;0.09968237014606307;0
296953;2007;9;198.45;0.0;714.41;0.0;0.0;1;0.08348071232099807;0
297604;2007;9;62.2;0.0;559.77;0.0;0.0;1;0.09968237014606307;0
296953;2007;10;198.45;0.0;714.41;0.0;0.0;1;0.08348071232099807;0
297604;2007;10;62.2;0.0;559.77;0.0;0.0;1;0.09968237014606307;0
296953;2007;11;198.45;0.0;714.41;0.0;0.0;1;0.08348071232099807;0
297604;2007;11;62.2;0.0;559.77;0.0;0.0;1;0.09968237014606307;0
296953;2007;12;198.45;0.0;714.41;0.0;0.0;1;0.08348071232099807;0
297604;2007;12;62.2;0.0;559.77;0.0;0.0;1;0.09968237014606307;0
296953;2008;1;198.45;0.0;714.41;0.0;0.0;1;0.06319813272631891;0
297604;2008;1;62.2;0.0;559.77;0.0;0.0;1;0.07827103282535375;0
296953;2008;2;198.45;0.0;714.41;0.0;0.0;1;0.06319813272631891;0
297604;2008;2;62.2;0.0;559.77;0.0;0.0;1;0.07827103282535375;0
296953;2008;3;198.45;0.0;714.41;0.0;0.0;1;0.06319813272631891;0
297604;2008;3;62.2;0.0;559.77;0.0;0.0;1;0.07827103282535375;0
296953;2008;4;198.45;0.0;714.41;0.0;0.0;1;0.06319813272631891;0
297604;2008;4;62.2;0.0;559.77;0.0;0.0;1;0.07827103282535375;0
296953;2008;5;198.45;0.0;714.41;0.0;0.0;1;0.06319813272631891;0
297604;2008;5;62.2;0.0;559.77;0.0;0.0;1;0.07827103282535375;0
296953;2008;6;198.45;0.0;714.41;0.0;0.0;1;0.06319813272631891;0
297604;2008;6;62.2;0.0;559.77;0.0;0.0;1;0.07827103282535375;0
