isn_vinculo;num_ano;num_mes;8;15;54;79;86;199;207;324;IF_label;IF_score;anomalo
297926;2012;1;1480.08;296.02;0.0;38.73;0.0;0.0;0.0;0.0;1;0.047611364435723336;0
297926;2012;2;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;3;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;4;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;5;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;6;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;7;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;8;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;9;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;10;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;11;1480.08;296.02;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2505146107911481;0
297926;2012;12;1480.08;296.02;592.03;0.0;0.0;0.0;0.0;0.0;1;0.026958574311606087;0
297926;2013;1;1562.67;312.53;0.0;33.04;0.0;0.0;0.0;0.0;1;0.044803061940963174;0
297926;2013;2;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;3;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;4;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;5;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;6;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;7;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;8;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;11.11;1;0.034719696870035066;0
297926;2013;9;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;10;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;11;1562.67;312.53;0.0;0.0;0.0;0.0;0.0;0.0;1;0.23861015203601632;0
297926;2013;12;1562.67;312.53;625.07;0.0;0.0;0.0;0.0;0.0;1;0.03691613038653463;0
297926;2014;1;1651.74;330.35;0.0;35.63;0.0;0.0;0.0;0.0;1;0.03591323314408745;0
297926;2014;2;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
