isn_vinculo;num_ano;num_mes;97;102;140;160;161;302;303;305;316;317;1249;1367;1369;IF_label;IF_score;anomalo
18789;2010;5;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07300747625609777;0
19014;2010;5;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.019666764656921076;0
56079;2010;5;0.0;0.0;0.0;125.71;0.0;154.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.081869297357969;1
140919;2010;5;0.0;0.0;0.0;119.18;0.0;440.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.061317192020130196;1
172770;2010;5;0.0;0.0;0.0;0.0;0.0;3431.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0
172878;2010;5;0.0;0.0;0.0;0.0;0.0;3073.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.009833198009759792;0
172929;2010;5;0.0;0.0;0.0;0.0;0.0;2159.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04811687044013557;0
173195;2010;5;0.0;0.0;0.0;0.0;0.0;1551.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05296812435523457;0
173229;2010;5;0.0;0.0;0.0;0.0;0.0;687.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0866059616833707;0
173263;2010;5;0.0;0.0;0.0;0.0;0.0;833.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07941999682432765;0
173268;2010;5;0.0;0.0;0.0;0.0;0.0;573.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07531313521333655;0
173303;2010;5;0.0;0.0;0.0;0.0;0.0;661.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08552123809950829;0
173507;2010;5;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.013605457528348408;1
174013;2010;5;0.0;0.0;0.0;0.0;0.0;820.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08208342820459497;0
174165;2010;5;0.0;0.0;0.0;0.0;0.0;4176.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.02268836008938424;1
174256;2010;5;0.0;0.0;0.0;0.0;0.0;1006.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07234192681346396;0
174275;2010;5;0.0;0.0;0.0;0.0;0.0;1235.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06032953963511001;0
174301;2010;5;0.0;0.0;0.0;0.0;0.0;639.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08365139000242394;0
174304;2010;5;0.0;0.0;0.0;0.0;0.0;1993.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0526855059463045;0
174305;2010;5;0.0;0.0;0.0;0.0;0.0;1993.88;0.0;200.0;0.0;0.0;0.0;0.0;0.0;-1;-0.09283726437009088;1
174494;2010;5;0.0;0.0;0.0;0.0;0.0;2108.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05002245342876788;0
174528;2010;5;0.0;0.0;0.0;0.0;0.0;551.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0714131464290032;0
176708;2010;5;0.0;0.0;0.0;0.0;0.0;1647.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.052365721761575945;0
296972;2010;5;0.0;0.0;0.0;0.0;0.0;643.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08446303745284706;0
296985;2010;5;0.0;0.0;0.0;0.0;0.0;927.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07596770441331158;0
296993;2010;5;0.0;0.0;0.0;0.0;0.0;780.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08436883288059283;0
297094;2010;5;0.0;0.0;0.0;41.32;0.0;518.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.027948771383527582;1
297204;2010;5;0.0;0.0;0.0;0.0;0.0;584.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07642424528088515;0
297441;2010;5;0.0;0.0;0.0;0.0;0.0;729.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08526100425248828;0
297611;2010;5;0.0;0.0;0.0;0.0;0.0;349.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04802941464029642;0
305833;2010;5;0.0;0.0;0.0;119.18;0.0;440.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.061317192020130196;1
305835;2010;5;0.0;0.0;0.0;99.36;0.0;460.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.055584912908652084;1
305853;2010;5;0.0;0.0;0.0;0.0;0.0;1828.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05390120652608499;0
305854;2010;5;0.0;0.0;0.0;0.0;0.0;370.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.048915451644783725;0
305866;2010;5;0.0;0.0;0.0;0.0;0.0;1951.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.054131131709135305;0
320559;2010;5;0.0;0.0;0.0;0.0;0.0;5044.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.04288098962528952;1
331567;2010;5;0.0;0.0;0.0;119.18;0.0;440.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.061317192020130196;1
331597;2010;5;0.0;0.0;0.0;0.0;0.0;7773.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.08266010481010644;1
11372;2010;6;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.013605457528348408;1
18789;2010;6;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07300747625609777;0
19014;2010;6;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.019666764656921076;0
56079;2010;6;0.0;0.0;0.0;125.71;0.0;154.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.081869297357969;1
140919;2010;6;0.0;0.0;0.0;119.18;0.0;440.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.061317192020130196;1
172770;2010;6;0.0;0.0;0.0;0.0;0.0;3431.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0
172878;2010;6;0.0;0.0;0.0;0.0;0.0;3073.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.009833198009759792;0
172929;2010;6;0.0;0.0;0.0;0.0;0.0;2159.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04811687044013557;0
173195;2010;6;0.0;0.0;0.0;0.0;0.0;1551.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05296812435523457;0
173229;2010;6;0.0;0.0;0.0;0.0;0.0;687.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0866059616833707;0
173263;2010;6;0.0;0.0;0.0;0.0;0.0;833.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07941999682432765;0
173268;2010;6;0.0;0.0;0.0;0.0;0.0;573.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07531313521333655;0
173303;2010;6;0.0;0.0;0.0;0.0;0.0;661.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08552123809950829;0
173507;2010;6;0.0;0.0;0.0;31.02;0.0;528.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.013605457528348408;1
174013;2010;6;0.0;0.0;0.0;0.0;0.0;820.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08208342820459497;0
174165;2010;6;0.0;0.0;0.0;0.0;0.0;4176.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.02268836008938424;1
174256;2010;6;0.0;0.0;0.0;0.0;0.0;1006.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07234192681346396;0
174275;2010;6;0.0;0.0;0.0;0.0;0.0;1235.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06032953963511001;0
174301;2010;6;0.0;0.0;0.0;0.0;0.0;639.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08365139000242394;0
174304;2010;6;0.0;0.0;0.0;0.0;0.0;1993.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0526855059463045;0
174305;2010;6;0.0;0.0;0.0;0.0;0.0;1993.88;0.0;200.0;0.0;0.0;0.0;0.0;0.0;-1;-0.09283726437009088;1
174494;2010;6;0.0;0.0;0.0;0.0;0.0;2108.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05002245342876788;0
174528;2010;6;0.0;0.0;0.0;0.0;0.0;551.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0714131464290032;0
176708;2010;6;0.0;0.0;0.0;0.0;0.0;1647.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.052365721761575945;0
296972;2010;6;0.0;0.0;0.0;0.0;0.0;643.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08446303745284706;0
296985;2010;6;0.0;0.0;0.0;0.0;0.0;927.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07596770441331158;0
296993;2010;6;0.0;0.0;0.0;0.0;0.0;780.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08436883288059283;0
297094;2010;6;0.0;0.0;0.0;41.32;0.0;518.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.027948771383527582;1
297204;2010;6;0.0;0.0;0.0;0.0;0.0;584.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07642424528088515;0
297441;2010;6;0.0;0.0;0.0;0.0;0.0;729.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08526100425248828;0
297611;2010;6;0.0;0.0;0.0;0.0;0.0;349.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04802941464029642;0
305833;2010;6;0.0;0.0;0.0;119.18;0.0;440.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.061317192020130196;1
305835;2010;6;0.0;0.0;0.0;99.36;0.0;460.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.055584912908652084;1
305853;2010;6;0.0;0.0;0.0;0.0;0.0;1828.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05390120652608499;0
305854;2010;6;0.0;0.0;0.0;0.0;0.0;370.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.048915451644783725;0
305866;2010;6;0.0;0.0;0.0;0.0;0.0;1951.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.054131131709135305;0
320559;2010;6;0.0;0.0;0.0;0.0;0.0;5044.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.04288098962528952;1
331567;2010;6;0.0;0.0;0.0;119.18;0.0;440.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.061317192020130196;1
331597;2010;6;0.0;0.0;0.0;0.0;0.0;7773.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.08266010481010644;1
11372;2010;7;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.01216986898332928;1
18789;2010;7;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07107839330761112;0
19014;2010;7;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.014363818463858369;0
56079;2010;7;0.0;0.0;0.0;131.79;0.0;161.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.08353197186636097;1
140919;2010;7;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
172770;2010;7;0.0;0.0;0.0;0.0;0.0;3597.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.004921173364107356;1
172878;2010;7;0.0;0.0;0.0;0.0;0.0;3222.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0041821816709164406;0
172929;2010;7;0.0;0.0;0.0;0.0;0.0;2264.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.041101788132483;0
173195;2010;7;0.0;0.0;0.0;0.0;0.0;1626.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.053828303407247424;0
173229;2010;7;0.0;0.0;0.0;0.0;0.0;720.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08585651928745097;0
173263;2010;7;0.0;0.0;0.0;0.0;0.0;873.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07883010381628608;0
173268;2010;7;0.0;0.0;0.0;0.0;0.0;600.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07922584152101542;0
173303;2010;7;0.0;0.0;0.0;0.0;0.0;693.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08605900081590195;0
173507;2010;7;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.01216986898332928;1
174013;2010;7;0.0;0.0;0.0;0.0;0.0;860.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0793167958460208;0
174165;2010;7;0.0;0.0;0.0;0.0;0.0;4378.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.03032718308847171;1
174256;2010;7;0.0;0.0;0.0;0.0;0.0;1055.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06944447840267742;0
174275;2010;7;0.0;0.0;0.0;0.0;0.0;1295.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05887005400328338;0
174301;2010;7;0.0;0.0;0.0;0.0;0.0;670.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08663852036513475;0
174304;2010;7;0.0;0.0;0.0;0.0;0.0;2090.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05062762853730929;0
174305;2010;7;0.0;0.0;0.0;0.0;0.0;2090.38;0.0;200.0;0.0;0.0;0.0;0.0;0.0;-1;-0.09838357407922527;1
174494;2010;7;0.0;0.0;0.0;0.0;0.0;2210.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04499820925534259;0
174528;2010;7;0.0;0.0;0.0;0.0;0.0;577.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0757923455727672;0
176708;2010;7;0.0;0.0;0.0;0.0;0.0;1727.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.051278373552829604;0
296972;2010;7;0.0;0.0;0.0;0.0;0.0;674.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08600136662465885;0
296985;2010;7;0.0;0.0;0.0;0.0;0.0;972.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07344394737560833;0
296993;2010;7;0.0;0.0;0.0;0.0;0.0;818.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08228361773299675;0
297094;2010;7;0.0;0.0;0.0;43.32;0.0;543.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.027882370294864955;1
297204;2010;7;0.0;0.0;0.0;0.0;0.0;612.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0798580571376229;0
297441;2010;7;0.0;0.0;0.0;0.0;0.0;764.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08491769497567037;0
297611;2010;7;0.0;0.0;0.0;0.0;0.0;366.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.047852027324255086;0
305833;2010;7;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
305835;2010;7;0.0;0.0;0.0;104.17;0.0;482.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.056350075538018185;1
305853;2010;7;0.0;0.0;0.0;0.0;0.0;1917.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.055165900987680816;0
305854;2010;7;0.0;0.0;0.0;0.0;0.0;388.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05078170297263218;0
305866;2010;7;0.0;0.0;0.0;0.0;0.0;2045.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04961068527876744;0
320559;2010;7;0.0;0.0;0.0;0.0;0.0;5288.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.04860046184118327;1
331567;2010;7;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
331597;2010;7;0.0;0.0;0.0;0.0;0.0;8149.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.0880789707730204;1
11372;2010;8;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.01216986898332928;1
18789;2010;8;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07107839330761112;0
19014;2010;8;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.014363818463858369;0
56079;2010;8;0.0;0.0;0.0;131.79;0.0;161.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.08353197186636097;1
140919;2010;8;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
172770;2010;8;0.0;0.0;0.0;0.0;0.0;3597.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.004921173364107356;1
172878;2010;8;0.0;0.0;0.0;0.0;0.0;3222.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0041821816709164406;0
172929;2010;8;0.0;0.0;0.0;0.0;0.0;2264.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.041101788132483;0
173195;2010;8;0.0;0.0;0.0;0.0;0.0;1626.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.053828303407247424;0
173229;2010;8;0.0;0.0;0.0;0.0;0.0;720.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08585651928745097;0
173263;2010;8;0.0;0.0;0.0;0.0;0.0;873.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07883010381628608;0
173268;2010;8;0.0;0.0;0.0;0.0;0.0;600.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07922584152101542;0
173303;2010;8;0.0;0.0;0.0;0.0;0.0;693.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08605900081590195;0
173507;2010;8;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.01216986898332928;1
174013;2010;8;0.0;0.0;0.0;0.0;0.0;860.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0793167958460208;0
174165;2010;8;0.0;0.0;0.0;0.0;0.0;4378.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.03032718308847171;1
174256;2010;8;0.0;0.0;0.0;0.0;0.0;1055.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06944447840267742;0
174275;2010;8;0.0;0.0;0.0;0.0;0.0;1295.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05887005400328338;0
174301;2010;8;0.0;0.0;0.0;0.0;0.0;670.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08663852036513475;0
174304;2010;8;0.0;0.0;0.0;0.0;0.0;2090.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05062762853730929;0
174305;2010;8;0.0;0.0;0.0;0.0;0.0;2090.38;0.0;200.0;0.0;0.0;0.0;0.0;0.0;-1;-0.09838357407922527;1
174494;2010;8;0.0;0.0;0.0;0.0;0.0;2210.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04499820925534259;0
174528;2010;8;0.0;0.0;0.0;0.0;0.0;577.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0757923455727672;0
176708;2010;8;0.0;0.0;0.0;0.0;0.0;1727.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.051278373552829604;0
296972;2010;8;0.0;0.0;0.0;0.0;0.0;674.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08600136662465885;0
296985;2010;8;0.0;0.0;0.0;0.0;0.0;972.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07344394737560833;0
296993;2010;8;0.0;0.0;0.0;0.0;0.0;818.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08228361773299675;0
297094;2010;8;0.0;0.0;0.0;43.32;0.0;543.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.027882370294864955;1
297204;2010;8;0.0;0.0;0.0;0.0;0.0;612.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0798580571376229;0
297441;2010;8;0.0;0.0;0.0;0.0;0.0;764.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08491769497567037;0
297611;2010;8;0.0;0.0;0.0;0.0;0.0;366.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.047852027324255086;0
305833;2010;8;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
305835;2010;8;0.0;0.0;0.0;104.17;0.0;482.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.056350075538018185;1
305853;2010;8;0.0;0.0;0.0;0.0;0.0;1917.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.055165900987680816;0
305854;2010;8;0.0;0.0;0.0;0.0;0.0;388.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05078170297263218;0
305866;2010;8;0.0;0.0;0.0;0.0;0.0;2045.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04961068527876744;0
320559;2010;8;0.0;0.0;0.0;0.0;0.0;5288.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.04860046184118327;1
331567;2010;8;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
331597;2010;8;0.0;0.0;0.0;0.0;0.0;8149.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.0880789707730204;1
11372;2010;9;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.01216986898332928;1
18789;2010;9;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07107839330761112;0
19014;2010;9;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.014363818463858369;0
56079;2010;9;0.0;0.0;0.0;131.79;0.0;161.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.08353197186636097;1
140919;2010;9;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
172770;2010;9;0.0;0.0;0.0;0.0;0.0;3597.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.004921173364107356;1
172878;2010;9;0.0;0.0;0.0;0.0;0.0;3222.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0041821816709164406;0
172929;2010;9;0.0;0.0;0.0;0.0;0.0;2264.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.041101788132483;0
173195;2010;9;0.0;0.0;0.0;0.0;0.0;1626.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.053828303407247424;0
173229;2010;9;0.0;0.0;0.0;0.0;0.0;720.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08585651928745097;0
173263;2010;9;0.0;0.0;0.0;0.0;0.0;873.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07883010381628608;0
173268;2010;9;0.0;0.0;0.0;0.0;0.0;600.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07922584152101542;0
173303;2010;9;0.0;0.0;0.0;0.0;0.0;693.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08605900081590195;0
173507;2010;9;0.0;0.0;0.0;32.52;0.0;554.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.01216986898332928;1
174013;2010;9;0.0;0.0;0.0;0.0;0.0;860.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0793167958460208;0
174165;2010;9;0.0;0.0;0.0;0.0;0.0;4378.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.03032718308847171;1
174256;2010;9;0.0;0.0;0.0;0.0;0.0;1055.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06944447840267742;0
174275;2010;9;0.0;0.0;0.0;0.0;0.0;1295.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05887005400328338;0
174301;2010;9;0.0;0.0;0.0;0.0;0.0;670.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08663852036513475;0
174304;2010;9;0.0;0.0;0.0;0.0;0.0;2090.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.05062762853730929;0
174305;2010;9;0.0;0.0;0.0;0.0;0.0;2090.38;0.0;200.0;0.0;0.0;0.0;0.0;0.0;-1;-0.09838357407922527;1
174494;2010;9;0.0;0.0;0.0;0.0;0.0;2210.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.04499820925534259;0
174528;2010;9;0.0;0.0;0.0;0.0;0.0;577.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0757923455727672;0
176708;2010;9;0.0;0.0;0.0;0.0;0.0;1727.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.051278373552829604;0
296972;2010;9;0.0;0.0;0.0;0.0;0.0;674.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08600136662465885;0
296985;2010;9;0.0;0.0;0.0;0.0;0.0;972.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07344394737560833;0
296993;2010;9;0.0;0.0;0.0;0.0;0.0;818.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08228361773299675;0
297094;2010;9;0.0;0.0;0.0;43.32;0.0;543.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.027882370294864955;1
297204;2010;9;0.0;0.0;0.0;0.0;0.0;612.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0798580571376229;0
297441;2010;9;0.0;0.0;0.0;0.0;0.0;764.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08491769497567037;0
297611;2010;9;0.0;0.0;0.0;0.0;0.0;366.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.047852027324255086;0
305833;2010;9;0.0;0.0;0.0;124.94;0.0;462.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.06203850300892544;1
305835;2010;9;0.0;0.0;0.0;104.17;0.0;482.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.056350075538018185;1
