isn_vinculo;num_ano;num_mes;8;15;39;41;54;70;97;140;188;207;324;1236;1367;1369;IF_label;IF_score;anomalo
266665;2009;4;4399.82;879.96;0.0;879.96;0.0;0.0;0.0;0.0;308.53;0.0;0.0;0.0;0.0;0.0;1;0.09591327674875372;0
297048;2009;4;4544.07;681.61;0.0;908.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.128000282340751;0
320547;2009;4;0.0;995.37;0.0;796.3;0.0;0.0;18.35;0.0;0.0;3981.5;0.0;0.0;0.0;0.0;1;0.08895565660385307;0
331362;2009;4;0.0;1904.38;0.0;1371.15;0.0;0.0;0.0;0.0;0.0;6855.75;0.0;0.0;0.0;0.0;1;0.03848861995702901;0
331373;2009;4;3894.93;584.24;644.14;778.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07504534450284922;0
266665;2009;5;4399.82;879.96;0.0;879.96;0.0;0.0;0.0;0.0;308.53;0.0;0.0;0.0;0.0;0.0;1;0.09591327674875372;0
297048;2009;5;4544.07;681.61;0.0;908.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.128000282340751;0
320547;2009;5;0.0;995.37;0.0;796.3;0.0;0.0;0.0;0.0;0.0;3981.5;0.0;0.0;0.0;0.0;1;0.10545703782310872;0
331362;2009;5;0.0;1904.38;0.0;1371.15;0.0;0.0;0.0;0.0;0.0;6855.75;0.0;0.0;0.0;0.0;1;0.03848861995702901;0
331373;2009;5;3894.93;584.24;644.14;778.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07504534450284922;0
266665;2009;6;4399.82;879.96;0.0;879.96;0.0;0.0;0.0;0.0;308.53;0.0;0.0;0.0;0.0;0.0;1;0.09591327674875372;0
297048;2009;6;4544.07;681.61;0.0;908.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.128000282340751;0
320547;2009;6;0.0;995.37;0.0;796.3;0.0;0.0;0.0;0.0;0.0;3981.5;0.0;0.0;0.0;0.0;1;0.10545703782310872;0
331362;2009;6;0.0;1904.38;0.0;1371.15;0.0;0.0;0.0;0.0;0.0;6855.75;0.0;0.0;0.0;0.0;1;0.03848861995702901;0
331373;2009;6;3894.93;584.24;644.14;778.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07504534450284922;0
266665;2009;7;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.0884337267000202;0
297048;2009;7;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11585607187961339;0
320547;2009;7;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.11069986559497652;0
331362;2009;7;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.014133205474381572;0
331373;2009;7;4128.63;619.29;682.79;825.73;2085.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.009705200918862955;1
266665;2009;8;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;222.96;0.0;0.0;0.0;-1;-0.0033172456031729247;1
297048;2009;8;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;302.96;0.0;0.0;0.0;-1;-0.003706113531594335;1
320547;2009;8;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.11069986559497652;0
331362;2009;8;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.014133205474381572;0
331373;2009;8;4128.63;619.29;682.79;825.73;2085.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.009705200918862955;1
266665;2009;9;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.0884337267000202;0
297048;2009;9;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11585607187961339;0
320547;2009;9;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.11069986559497652;0
331362;2009;9;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.014133205474381572;0
331373;2009;9;4128.63;619.29;682.79;825.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08218607012431095;0
266665;2009;10;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.0884337267000202;0
297048;2009;10;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11585607187961339;0
320547;2009;10;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.11069986559497652;0
331362;2009;10;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.014133205474381572;0
331373;2009;10;4128.63;619.29;682.79;825.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08218607012431095;0
266665;2009;11;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.0884337267000202;0
297048;2009;11;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11585607187961339;0
320547;2009;11;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.11069986559497652;0
331362;2009;11;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.014133205474381572;0
331373;2009;11;4128.63;619.29;682.79;825.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08218607012431095;0
266665;2009;12;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.0884337267000202;0
297048;2009;12;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11585607187961339;0
320547;2009;12;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.11069986559497652;0
331362;2009;12;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.014133205474381572;0
331373;2009;12;4128.63;619.29;682.79;825.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.08218607012431095;0
266665;2010;1;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.1129196404039251;0
297048;2010;1;4816.71;722.51;0.0;963.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.13951251947600474;0
320547;2010;1;0.0;1055.1;0.0;844.08;0.0;0.0;0.0;0.0;0.0;4220.38;0.0;0.0;0.0;0.0;1;0.1136210270102232;0
331362;2010;1;0.0;2018.64;0.0;1453.42;0.0;0.0;0.0;0.0;0.0;7267.1;0.0;0.0;0.0;0.0;1;0.04682339400431479;0
331373;2010;1;4128.63;619.29;682.79;825.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.09626016349937011;0
266665;2010;2;4663.81;932.76;0.0;932.76;0.0;0.0;0.0;0.0;327.04;0.0;0.0;0.0;0.0;0.0;1;0.1129196404039251;0
