isn_vinculo;num_ano;num_mes;44;102;185;226;227;IF_label;IF_score;anomalo
154365;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154366;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154367;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154368;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154369;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154370;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154371;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154372;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154373;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154374;2010;3;0.0;0.0;115.2;1182.22;0.0;1;0.17324591342940632;0
154365;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154366;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154367;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154368;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154369;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154370;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154371;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154372;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154373;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154374;2010;4;0.0;0.0;120.96;1542.02;0.0;1;0.18698791307807794;0
154365;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154366;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154367;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154368;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154369;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154370;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154371;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154372;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
154373;2010;5;0.0;0.0;0.0;1542.02;0.0;1;0.2678376635770291;0
