isn_vinculo,cod_cargo,num_ano,num_mes,15,97,207,1367,1369
296897,E210,2012,10,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
331445,E210,2012,2,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
296897,E210,2012,2,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
331445,E210,2012,10,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
296897,E210,2012,6,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
296897,E210,2012,3,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
331445,E210,2012,1,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
331445,E210,2012,4,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
296897,E210,2012,4,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
296897,E210,2012,5,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
331445,E210,2012,11,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
331445,E210,2012,6,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
331445,E210,2012,9,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
331445,E210,2012,12,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
296897,E210,2012,8,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
296897,E210,2012,11,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
331445,E210,2012,3,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
331445,E210,2012,8,0.5030913694872334,0.0,0.4021264662867301,0.0,0.0
296897,E210,2012,7,0.4327691194646248,0.0,0.4588149771563421,0.0,0.0
296897,E210,2013,10,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
331445,E210,2013,2,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
296897,E210,2013,2,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
331445,E210,2013,10,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
296897,E210,2013,6,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
296897,E210,2013,3,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
331445,E210,2013,1,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
331445,E210,2013,4,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
296897,E210,2013,4,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
296897,E210,2013,5,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
331445,E210,2013,11,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
331445,E210,2013,6,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
331445,E210,2013,9,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
331445,E210,2013,12,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
296897,E210,2013,8,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
296897,E210,2013,11,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
331445,E210,2013,3,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
331445,E210,2013,8,0.5754755373345792,0.0,0.46428192395801426,0.0,0.0
296897,E210,2013,7,0.5012464956440477,0.0,0.5241387789967773,0.0,0.0
296897,E210,2014,10,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
331445,E210,2014,2,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
296897,E210,2014,2,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
331445,E210,2014,10,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
296897,E210,2014,6,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
296897,E210,2014,3,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
331445,E210,2014,1,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
331445,E210,2014,4,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
296897,E210,2014,4,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
296897,E210,2014,5,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
331445,E210,2014,11,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
331445,E210,2014,6,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
331445,E210,2014,9,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
331445,E210,2014,12,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
296897,E210,2014,8,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
296897,E210,2014,11,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
331445,E210,2014,3,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
331445,E210,2014,8,0.6535571096976456,0.0,0.5313257949981234,0.0,0.0
296897,E210,2014,7,0.5750821451180177,0.0,0.5945917262384974,0.0,0.0
296897,E210,2015,9,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,6,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,3,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,2,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
331445,E210,2015,1,0.746940282760076,0.0,0.6115128584556049,0.0,0.0
296897,E210,2015,5,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,8,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,11,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,4,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2015,7,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,9,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,6,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,3,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,2,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,12,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,5,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,8,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,4,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2016,7,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2017,9,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2017,6,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2017,3,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2017,2,0.663405480360534,0.0,0.6788595859236475,0.0,0.0
296897,E210,2017,12,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2017,5,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2017,8,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2017,4,0.6925572001326379,0.0,0.7066757839969282,0.09999999999999432,0.09999999999999432
296897,E210,2017,7,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2018,9,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,6,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,3,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,2,0.6925572001326379,0.0,0.7066757839969282,0.0,0.0
296897,E210,2018,12,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,5,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,8,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,4,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2018,7,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,9,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,6,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,3,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,2,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,12,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,5,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,8,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,4,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2019,7,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,9,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,6,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,3,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,2,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,12,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,5,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,8,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,4,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2020,7,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,9,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,6,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,3,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,2,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,12,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,5,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,8,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,4,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2021,7,0.7371597383414221,0.0,0.7492309948963085,0.0,0.0
296897,E210,2022,9,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2022,6,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2022,3,0.8194058421005033,0.0,0.827694106379399,0.0,0.0
296897,E210,2022,2,0.8194058421005033,0.0,0.827694106379399,0.0,0.0
296897,E210,2022,12,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2022,5,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2022,8,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2022,4,0.8194058421005033,0.0,0.827694106379399,0.0,0.0
296897,E210,2022,7,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2023,6,0.9525080637868146,0.0,0.9546957846009154,0.0,0.0
296897,E210,2023,1,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2023,9,1.0,0.0,1.0,0.0,0.0
296897,E210,2023,3,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2023,5,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2023,4,0.9016383806107375,0.0,0.9061533350877724,0.0,0.0
296897,E210,2023,7,0.9525080637868146,0.0,0.9546957846009154,0.0,0.0
