isn_vinculo,cod_cargo,num_ano,num_mes,94,97,101,140,204,302,303,316,317,1236,1367,1369
297083,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.4843840244101782,0.0,0.0,0.0,0.0,0.0,0.0
320503,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537449898708732,0.0,0.0,0.0,0.0
130706,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432058207205528,0.0,0.0,0.0,0.0
18427,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915894280832,0.0,0.0,0.0,0.0
130920,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383030794984036,0.0,0.0,0.0,0.0
130706,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2345917953202215,0.0,0.0,0.0,0.0
130920,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11504162261120701,0.0,0.0,0.0,0.0
147878,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12090275515731937,0.14162233203316882,0.0,0.0,0.0
144752,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058527714440495,0.0,0.0,0.0,0.0
167298,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11452427942106336,0.0,0.0,0.0,0.0
131686,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13546100155551336,0.0,0.0,0.0,0.0
297006,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.4979349425162099,0.0,0.0,0.0,0.0,0.0,0.0
297006,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.4979349425162099,0.0,0.0,0.0,0.0,0.0,0.0
140985,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228615175051865,0.25691480398312283,0.0,0.0,0.0
130920,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11504162261120701,0.0,0.0,0.0,0.0
144750,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10790176401834566,0.0,0.0,0.0,0.0
167244,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250206675991618,0.29691220148537556,0.0,0.0,0.0
140996,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13782614830156406,0.0,0.0,0.0,0.0
296906,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956915937828239,0.0,0.0,0.0,0.0
130706,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2345917953202215,0.0,0.0,0.0,0.0
297612,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.10290415735847003,0.0,0.0,0.0,0.0,0.0,0.0
297006,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.5273415790334006,0.0,0.0,0.0,0.0,0.0,0.0
167224,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339906669198222,0.0,0.0,0.0,0.0
11699,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19264205599499729,0.2668301252126729,0.0,0.0,0.0
12198,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330476042829746,0.0,0.0,0.0,0.0
140996,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13782614830156406,0.0,0.0,0.0,0.0
130920,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11504162261120701,0.0,0.0,0.0,0.0
144750,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10790176401834566,0.0,0.0,0.0,0.0
144751,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
167224,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12519722620439064,0.0,0.0,0.0,0.0
296906,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12113268546404987,0.0,0.0,0.0,0.0
144750,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10710275620245711,0.0,0.0,0.0,0.0
140996,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14050849435712706,0.0,0.0,0.0,0.0
296906,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956915937828239,0.0,0.0,0.0,0.0
167298,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11452427942106336,0.0,0.0,0.0,0.0
144750,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10790176401834566,0.0,0.0,0.0,0.0
130920,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383030794984036,0.0,0.0,0.0,0.0
167224,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12519722620439064,0.0,0.0,0.0,0.0
131980,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10995336943703654,0.0,0.0,0.0,0.0
18687,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337490659081289,0.0,0.0,0.0,0.0
167298,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11334275118579588,0.0,0.0,0.0,0.0
296906,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956915937828239,0.0,0.0,0.0,0.0
130706,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432058207205528,0.0,0.0,0.0,0.0
18427,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915894280832,0.0,0.0,0.0,0.0
320503,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537449898708732,0.0,0.0,0.0,0.0
296991,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.3349261701084292,0.0,0.0,0.0,0.0,0.0,0.0
14097,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19158019603300547,0.0,0.0,0.0,0.0
130706,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2345917953202215,0.0,0.0,0.0,0.0
167244,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21897900492434075,0.0,0.0,0.0,0.0
320503,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11414384927720014,0.0,0.0,0.0,0.0
320503,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11414384927720014,0.0,0.0,0.0,0.0
296906,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956915937828239,0.0,0.0,0.0,0.0
14097,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19158019603300547,0.0,0.0,0.0,0.0
144752,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
130706,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432058207205528,0.0,0.0,0.0,0.0
296906,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12113268546404987,0.0,0.0,0.0,0.0
131980,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10995336943703654,0.0,0.0,0.0,0.0
167224,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339906669198222,0.0,0.0,0.0,0.0
297612,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.10809676892061246,0.0,0.0,0.0,0.0,0.0,0.0
296991,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.31662943388001963,0.0,0.0,0.0,0.0,0.0,0.0
131980,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11092743782736764,0.0,0.0,0.0,0.0
296991,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.3349261701084292,0.0,0.0,0.0,0.0,0.0,0.0
131980,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10995336943703654,0.0,0.0,0.0,0.0
130920,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11504162261120701,0.0,0.0,0.0,0.0
167298,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11334275118579588,0.0,0.0,0.0,0.0
130920,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383030794984036,0.0,0.0,0.0,0.0
144752,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
18687,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337490659081289,0.0,0.0,0.0,0.0
296991,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.31662943388001963,0.0,0.0,0.0,0.0,0.0,0.0
296906,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12113268546404987,0.0,0.0,0.0,0.0
140996,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13782614830156406,0.0,0.0,0.0,0.0
130920,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383030794984036,0.0,0.0,0.0,0.0
320503,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11414384927720014,0.0,0.0,0.0,0.0
131686,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13546100155551336,0.0,0.0,0.0,0.0
144750,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10710275620245711,0.0,0.0,0.0,0.0
296991,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.31662943388001963,0.0,0.0,0.0,0.0,0.0,0.0
130920,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11504162261120701,0.0,0.0,0.0,0.0
167298,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11334275118579588,0.0,0.0,0.0,0.0
296906,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956915937828239,0.0,0.0,0.0,0.0
12198,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330476042829746,0.0,0.0,0.0,0.0
144751,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058527714440495,0.0,0.0,0.0,0.0
131686,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13799859603161194,0.0,0.0,0.0,0.0
167224,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12519722620439064,0.0,0.0,0.0,0.0
297612,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.10290415735847003,0.0,0.0,0.0,0.0,0.0,0.0
297006,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.5273415790334006,0.0,0.0,0.0,0.0,0.0,0.0
297612,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.10809676892061246,0.0,0.0,0.0,0.0,0.0,0.0
131686,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13546100155551336,0.0,0.0,0.0,0.0
140996,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13782614830156406,0.0,0.0,0.0,0.0
130706,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432058207205528,0.0,0.0,0.0,0.0
14097,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19158019603300547,0.0,0.0,0.0,0.0
144751,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
144750,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10710275620245711,0.0,0.0,0.0,0.0
140996,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14050849435712706,0.0,0.0,0.0,0.0
297083,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.5129624584536588,0.0,0.0,0.0,0.0,0.0,0.0
297612,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.10290415735847003,0.0,0.0,0.0,0.0,0.0,0.0
144750,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10710275620245711,0.0,0.0,0.0,0.0
18427,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915894280832,0.0,0.0,0.0,0.0
18427,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915894280832,0.0,0.0,0.0,0.0
131980,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10995336943703654,0.11573814968916418,0.0,0.0,0.0
297083,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.4843840244101782,0.0,0.0,0.0,0.0,0.0,0.0
167224,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339906669198222,0.0,0.0,0.0,0.0
18427,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12069686301901977,0.0,0.0,0.0,0.0
296991,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.31662943388001963,0.0,0.0,0.0,0.0,0.0,0.0
140985,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228615175051865,0.0,0.0,0.0,0.0
297083,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.5129624584536588,0.0,0.0,0.0,0.0,0.0,0.0
167224,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12519722620439064,0.0,0.0,0.0,0.0
297006,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.5273415790334006,0.0,0.0,0.0,0.0,0.0,0.0
297612,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.10290415735847003,0.0,0.0,0.0,0.0,0.0,0.0
131980,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10995336943703654,0.0,0.0,0.0,0.0
131686,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13799859603161194,0.0,0.0,0.0,0.0
144751,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
131686,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13546100155551336,0.0,0.0,0.0,0.0
296991,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.3349261701084292,0.0,0.0,0.0,0.0,0.0,0.0
320503,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537449898708732,0.0,0.0,0.0,0.0
297083,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.5129624584536588,0.0,0.0,0.0,0.0,0.0,0.0
296991,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.31662943388001963,0.0,0.0,0.0,0.0,0.0,0.0
131686,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13799859603161194,0.0,0.0,0.0,0.0
131686,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13546100155551336,0.0,0.0,0.0,0.0
140996,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14050849435712706,0.0,0.0,0.0,0.0
18687,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337490659081289,0.0,0.0,0.0,0.0
131686,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13799859603161194,0.0,0.0,0.0,0.0
296906,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12113268546404987,0.0,0.0,0.0,0.0
320503,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11414384927720014,0.0,0.0,0.0,0.0
297006,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.5273415790334006,0.0,0.0,0.0,0.0,0.0,0.0
297083,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.4843840244101782,0.0,0.0,0.0,0.0,0.0,0.0
167224,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339906669198222,0.0,0.0,0.0,0.0
130920,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383030794984036,0.0,0.0,0.0,0.0
296906,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956915937828239,0.0,0.0,0.0,0.0
297612,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.10809676892061246,0.0,0.0,0.0,0.0,0.0,0.0
12198,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330476042829746,0.16460446913925642,0.0,0.0,0.0
131686,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13546100155551336,0.0,0.0,0.0,0.0
167298,V010,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11452427942106336,0.0,0.0,0.0,0.0
167224,V010,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339906669198222,0.0,0.0,0.0,0.0
167298,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11452427942106336,0.0,0.0,0.0,0.0
144751,V010,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058527714440495,0.0,0.0,0.0,0.0
144750,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10790176401834566,0.0,0.0,0.0,0.0
144752,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058527714440495,0.0,0.0,0.0,0.0
140996,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14050849435712706,0.0,0.0,0.0,0.0
297612,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.10290415735847003,0.0,0.0,0.0,0.0,0.0,0.0
140985,V010,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228615175051865,0.0,0.0,0.0,0.0
320503,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11414384927720014,0.0,0.0,0.0,0.0
297612,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.10809676892061246,0.0,0.0,0.0,0.0,0.0,0.0
144752,V010,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
320503,V010,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537449898708732,0.0,0.0,0.0,0.0
18687,V010,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337490659081289,0.0,0.0,0.0,0.0
297006,V010,2008,11,0.0,0.0,0.0,0.0,0.0,0.5273415790334006,0.0,0.0,0.0,0.0,0.0,0.0
140985,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228615175051865,0.2972020546719714,0.0,0.0,0.0
144751,V010,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058527714440495,0.0,0.0,0.0,0.0
18427,V010,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12069686301901977,0.0,0.0,0.0,0.0
144750,V010,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10710275620245711,0.0,0.0,0.0,0.0
297006,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.4979349425162099,0.0,0.0,0.0,0.0,0.0,0.0
144751,V010,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058527714440495,0.0,0.0,0.0,0.0
167298,V010,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11575179371767694,0.0,0.0,0.0,0.0
144752,V010,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10139996202666146,0.0,0.0,0.0,0.0
144751,V010,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10098504233678868,0.0,0.0,0.0,0.0
297271,V010,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398688700493131,0.0,0.0,0.0,0.0
131980,V010,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11193913117698188,0.0,0.0,0.0,0.0
12198,V010,2009,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330476042829746,0.0,0.0,0.0,0.0
131980,V010,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11092743782736764,0.0,0.0,0.0,0.0
167224,V010,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1270648873776971,0.0,0.0,0.0,0.0
296991,V010,2009,1,0.0,0.0,0.0,0.0,0.0,0.3349261701084292,0.0,0.0,0.0,0.0,0.0,0.0
297083,V010,2009,9,0.0,0.0,0.0,0.0,0.0,0.5426469786955812,0.0,0.0,0.0,0.0,0.0,0.0
144750,V010,2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10790176401834566,0.0,0.0,0.0,0.0
296906,V010,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12113268546404987,0.0,0.0,0.0,0.0
130920,V010,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11629996847167764,0.0,0.0,0.0,0.0
167224,V010,2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12519722620439064,0.0,0.0,0.0,0.0
144751,V010,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10139996202666146,0.0,0.0,0.0,0.0
297083,V010,2009,12,0.0,0.0,0.0,0.0,0.0,0.5426469786955812,0.0,0.0,0.0,0.0,0.0,0.0
140996,V010,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14329483161959772,0.0,0.0,0.0,0.0
147878,V010,2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12090275515731937,0.0,0.0,0.0,0.0
173079,V010,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1224035729776149,0.0,0.0,0.0,0.0
167198,V010,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12115724620135973,0.0,0.0,0.0,0.0
167245,V010,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989633975338233,0.0,0.0,0.0,0.0
144750,V010,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10873160339809124,0.0,0.0,0.0,0.0
147878,V010,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12251278987331189,0.0,0.0,0.0,0.0
167224,V010,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1270648873776971,0.0,0.0,0.0,0.0
144750,V010,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10790176401834566,0.0,0.0,0.0,0.0
297612,V010,2009,2,0.0,0.0,0.0,0.0,0.0,0.10809676892061246,0.0,0.0,0.0,0.0,0.0,0.0
147878,V010,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12090275515731937,0.0,0.0,0.0,0.0
167224,V010,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12519722620439064,0.0,0.0,0.0,0.0
140996,V010,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14050849435712706,0.0,0.0,0.0,0.0
11699,V010,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19264205599499729,0.0,0.0,0.0,0.0
147878,V010,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12251278987331189,0.0,0.0,0.0,0.0
320503,V010,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166527024649574,0.0,0.0,0.0,0.0
296991,V010,2009,3,0.0,0.0,0.0,0.0,0.0,0.3349261701084292,0.0,0.0,0.0,0.0,0.0,0.0
167198,V010,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11962402911057035,0.0,0.0,0.0,0.0
147878,V010,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12251278987331189,0.0,0.0,0.0,0.0
320503,V010,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537449898708732,0.0,0.0,0.0,0.0
