isn_vinculo,cod_cargo,num_ano,num_mes,8,15,97,207,1367,1369
312115,Z120*,2007,8,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2007,3,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0
312115,Z120*,2007,10,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2007,5,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0
312115,Z120*,2007,12,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2007,7,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2007,6,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0
312115,Z120*,2007,9,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2008,9,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2008,6,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2008,3,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2008,2,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2008,12,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2008,5,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2008,8,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2008,4,0.12941905256315733,0.12399444721292796,0.0,0.0,0.0,0.0
312115,Z120*,2008,7,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2009,9,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2009,6,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2009,3,0.1820184182629596,0.16692176265394731,1.0,0.0,0.0,0.0
312115,Z120*,2009,2,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2009,12,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2009,5,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2009,8,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2009,4,0.1820184182629596,0.16692176265394731,0.0,0.0,0.0,0.0
312115,Z120*,2009,7,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2010,9,0.28338124757338723,0.2496369331529863,0.0,0.0,0.0,0.0
312115,Z120*,2010,6,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2010,3,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2010,2,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
312115,Z120*,2010,12,0.28338124757338723,0.2496369331529863,0.0,0.0,0.0,0.0
312115,Z120*,2010,5,0.236659410458537,0.21151491421655866,0.0,0.0,0.0,0.0
