isn_vinculo,cod_cargo,num_ano,num_mes,44,102,185,226,227
154368,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154365,E644,2010,12,0.5736869933027845,0.0,0.0,0.10000000000000003,0.0
154365,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154369,E644,2010,5,0.0,0.0,0.0,0.884605106888361,0.0
154369,E644,2010,9,0.0,0.0,0.0,0.9400014845605701,0.0
154373,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154371,E644,2010,9,0.09999999999999998,1.0000000000000002,0.0,0.0,0.1676356381267029
154369,E644,2010,10,0.0,0.0,0.0,0.9400014845605701,0.0
154366,E644,2010,9,0.0,0.0,0.0,0.9400014845605701,0.0
154369,E644,2010,12,0.0,0.0,0.0,0.9400014845605701,0.0
154371,E644,2010,3,0.0,0.0,0.10000000000000142,0.6175326603325416,0.0
154371,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154365,E644,2010,10,0.0,0.0,0.0,0.9400014845605701,0.0
154368,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154374,E644,2010,3,0.0,0.0,0.10000000000000142,0.6175326603325416,0.0
154370,E644,2010,5,0.0,0.0,0.0,0.884605106888361,0.0
154373,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154366,E644,2010,12,0.0,0.0,0.0,0.9400014845605701,0.0
154373,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154367,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154366,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154372,E644,2010,5,0.0,0.0,0.0,0.884605106888361,0.0
154365,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154366,E644,2010,10,0.0,0.0,0.0,0.9400014845605701,0.0
154369,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154365,E644,2010,11,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2010,11,0.0,0.0,0.0,0.9400014845605701,0.0
154365,E644,2010,9,0.0,0.0,0.0,0.9400014845605701,0.0
154369,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154374,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154373,E644,2010,3,0.0,0.0,0.10000000000000142,0.6175326603325416,0.0
154370,E644,2010,6,0.0,0.10000000000000009,0.0,0.0,0.0
154374,E644,2010,5,0.0,0.0,0.0,0.884605106888361,0.0
154366,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154368,E644,2010,3,0.0,0.0,0.10000000000000142,0.6175326603325416,0.0
154369,E644,2010,11,0.0,0.0,0.0,0.9400014845605701,0.0
154367,E644,2010,9,0.09999999999999998,1.0000000000000002,0.0,0.0,0.1676356381267029
154371,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154367,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154370,E644,2010,3,0.0,0.0,0.10000000000000142,0.6175326603325416,0.0
154373,E644,2010,9,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154366,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154368,E644,2010,8,0.09999999999999998,1.0000000000000002,0.0,0.0,1.0
154373,E644,2010,12,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2010,12,0.0,0.0,0.0,0.9400014845605701,0.0
154373,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154369,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154368,E644,2010,5,0.0,0.0,0.0,0.884605106888361,0.0
154365,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154371,E644,2010,8,0.0,0.0,0.0,0.9400014845605701,0.0
154367,E644,2010,4,0.0,0.0,1.0000000000000036,0.884605106888361,0.0
154365,E644,2010,5,0.0,0.0,0.0,0.884605106888361,0.0
154367,E644,2010,6,0.0,0.0,0.0,0.884605106888361,0.0
154367,E644,2010,3,0.0,0.0,0.10000000000000142,0.6175326603325416,0.0
154372,E644,2010,9,0.0,0.0,0.0,0.9400014845605701,0.0
154373,E644,2010,10,0.0,0.0,0.0,0.9400014845605701,0.0
154366,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154371,E644,2010,7,0.0,0.0,0.0,0.9400014845605701,0.0
154372,E644,2011,3,0.9999999999999999,0.0,0.0,0.0,0.09999999999999998
154369,E644,2011,3,0.9999999999999999,0.0,0.0,0.0,0.09999999999999998
154366,E644,2011,3,0.9999999999999999,0.0,0.0,0.0,0.09999999999999998
154366,E644,2011,2,0.0,0.0,0.0,1.0,0.0
154373,E644,2011,3,0.9999999999999999,0.0,0.0,0.0,0.09999999999999998
154369,E644,2011,2,0.0,0.0,0.0,1.0,0.0
154372,E644,2011,2,0.0,0.0,0.0,1.0,0.0
154369,E644,2011,1,0.0,0.0,0.0,1.0,0.0
154372,E644,2011,1,0.0,0.0,0.0,1.0,0.0
