isn_vinculo,cod_cargo,num_ano,num_mes,8,15,54,97,207,324
320529,E350,2007,11,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
320529,E350,2007,7,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
297568,E350,2007,5,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
147818,E350,2007,3,0.0,0.2048252911813644,0.0,0.0,0.1,0.0
147818,E350,2007,7,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
297568,E350,2007,9,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
147818,E350,2007,8,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
297568,E350,2007,6,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
297568,E350,2007,4,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
320529,E350,2007,5,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
147818,E350,2007,4,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
147818,E350,2007,5,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
320529,E350,2007,8,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
147818,E350,2007,6,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
320529,E350,2007,4,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
320529,E350,2007,9,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
297568,E350,2007,11,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
320529,E350,2007,12,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
320529,E350,2007,3,0.0,0.2048252911813644,0.0,0.0,0.1,0.0
147818,E350,2007,10,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
297568,E350,2007,3,0.09999999999999998,0.1,0.0,0.0,0.0,0.0
297568,E350,2007,7,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
297568,E350,2007,12,0.16164383561643836,0.113477537437604,0.0,0.0,0.0,0.0
147818,E350,2007,9,0.0,0.22728785357737108,0.0,0.0,0.12542372881355932,0.0
147818,E350,2008,9,0.0,0.25349417637271215,0.0,0.0,0.15508474576271183,0.0
297568,E350,2008,6,0.2335616438356164,0.12920133111480867,0.0,0.0,0.0,0.0
147818,E350,2008,10,0.0,0.25349417637271215,0.0,0.0,0.15508474576271183,0.0
320529,E350,2008,11,0.0,0.25349417637271215,0.0,0.0,0.15508474576271183,0.0
