isn_vinculo,cod_cargo,num_ano,num_mes,15,39,97,188,207,1367,1369
305943,E667,2007,11,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
305943,E667,2007,8,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2007,4,0.19002017635629942,0.0,0.0,0.09999999999999998,0.1900280228334198,0.0,0.0
305943,E667,2007,6,0.09999999999999998,0.10000000000000009,0.0,0.0,0.09999999999999998,0.0,0.0
320541,E667,2007,11,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
320541,E667,2007,9,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
320541,E667,2007,6,0.19002017635629942,0.0,0.0,0.09999999999999998,0.1900280228334198,0.0,0.0
305943,E667,2007,5,0.09999999999999998,0.10000000000000009,0.0,0.0,0.09999999999999998,0.0,0.0
305943,E667,2007,12,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2007,12,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
305943,E667,2007,7,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2007,5,0.19002017635629942,0.0,0.0,0.09999999999999998,0.1900280228334198,0.0,0.0
305943,E667,2007,10,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2007,3,0.19002017635629942,0.0,0.0,0.09999999999999998,0.1900280228334198,0.0,0.0
320541,E667,2007,7,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
305943,E667,2007,9,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
305943,E667,2008,10,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
320541,E667,2008,2,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
305943,E667,2008,2,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2008,10,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
305943,E667,2008,6,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
305943,E667,2008,3,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2008,1,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
320541,E667,2008,4,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
305943,E667,2008,4,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
305943,E667,2008,5,0.12249663727395,0.16015623536464307,0.0,0.0,0.12250233523611831,0.0,0.0
320541,E667,2008,11,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
320541,E667,2008,6,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
320541,E667,2008,9,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
320541,E667,2008,12,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
305943,E667,2008,8,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
305943,E667,2008,11,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
320541,E667,2008,3,0.21571140337767147,0.0,0.0,0.12854342059739354,0.21572029060716136,0.0,0.0
320541,E667,2008,8,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
305943,E667,2008,7,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
305943,E667,2009,10,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
320541,E667,2009,2,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
305943,E667,2009,2,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
320541,E667,2009,10,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
305943,E667,2009,6,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
305943,E667,2009,3,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
320541,E667,2009,1,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
320541,E667,2009,4,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
305943,E667,2009,4,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
305943,E667,2009,5,0.1627316544612165,0.26768887806522934,0.0,0.0,0.16272444213803838,0.0,0.0
320541,E667,2009,11,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
320541,E667,2009,6,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
320541,E667,2009,9,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
320541,E667,2009,12,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
305943,E667,2009,8,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
305943,E667,2009,11,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
320541,E667,2009,3,0.26166305484979824,0.0,0.0,0.17955829777418975,0.2616590555267255,0.0,0.0
320541,E667,2009,8,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
305943,E667,2009,7,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
305943,E667,2010,10,0.24024248991182184,0.47489743541709584,0.0,0.0,0.24024026984950697,0.0,0.0
320541,E667,2010,2,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
305943,E667,2010,2,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
320541,E667,2010,10,0.3501868181138844,0.0,0.0,0.27795525314265934,0.35018318629994805,0.0,0.0
305943,E667,2010,6,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
305943,E667,2010,3,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
320541,E667,2010,1,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
320541,E667,2010,4,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
305943,E667,2010,4,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
305943,E667,2010,5,0.2045135256314452,0.37938592383057657,0.0,0.0,0.20451115723923197,0.0,0.0
320541,E667,2010,11,0.3501868181138844,0.0,0.0,0.27795525314265934,0.35018318629994805,0.0,0.0
320541,E667,2010,6,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
320541,E667,2010,9,0.3501868181138844,0.0,0.0,0.27795525314265934,0.35018318629994805,0.0,0.0
320541,E667,2010,12,0.3501868181138844,0.0,0.0,0.27795525314265934,0.35018318629994805,0.0,0.0
305943,E667,2010,8,0.24024248991182184,0.47489743541709584,0.0,0.0,0.24024026984950697,0.0,0.0
305943,E667,2010,11,0.24024248991182184,0.47489743541709584,0.0,0.0,0.24024026984950697,0.0,0.0
320541,E667,2010,3,0.30938013749813176,0.0,0.0,0.23259716295698296,0.3093772703684483,0.0,0.0
320541,E667,2010,8,0.3501868181138844,0.0,0.0,0.27795525314265934,0.35018318629994805,0.0,0.0
305943,E667,2010,7,0.24024248991182184,0.47489743541709584,0.0,0.0,0.24024026984950697,0.0,0.0
305943,E667,2011,10,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
320541,E667,2011,2,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
305943,E667,2011,2,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
320541,E667,2011,10,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
305943,E667,2011,6,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
305943,E667,2011,3,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
320541,E667,2011,1,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
320541,E667,2011,4,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
305943,E667,2011,4,0.2789306531161261,0.5783499747101029,0.09999999999999964,0.0,0.27893513233004674,0.0,0.0
305943,E667,2011,5,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
320541,E667,2011,11,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
320541,E667,2011,6,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
320541,E667,2011,9,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
320541,E667,2011,12,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
305943,E667,2011,8,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
305943,E667,2011,11,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
320541,E667,2011,3,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
320541,E667,2011,8,0.3943730384098042,0.0,0.0,0.32704993657017645,0.39437519460300974,0.0,0.0
305943,E667,2011,7,0.2789306531161261,0.5783499747101029,0.0,0.0,0.27893513233004674,0.0,0.0
305943,E667,2012,10,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
320541,E667,2012,2,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
305943,E667,2012,2,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
320541,E667,2012,10,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
305943,E667,2012,6,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
305943,E667,2012,3,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
320541,E667,2012,1,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
320541,E667,2012,4,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
305943,E667,2012,4,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
305943,E667,2012,5,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
320541,E667,2012,11,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
320541,E667,2012,6,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
320541,E667,2012,9,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
320541,E667,2012,12,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
305943,E667,2012,8,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
305943,E667,2012,11,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
320541,E667,2012,3,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
320541,E667,2012,8,0.45934090569421615,0.0,0.0,0.3992388421174029,0.4593414634146341,0.0,0.0
305943,E667,2012,7,0.3358111642504856,0.7304096963339017,0.0,0.0,0.3358168137000519,0.0,0.0
305943,E667,2013,10,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
320541,E667,2013,2,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
305943,E667,2013,2,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
320541,E667,2013,10,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
305943,E667,2013,6,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
305943,E667,2013,3,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
320541,E667,2013,1,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
320541,E667,2013,4,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
305943,E667,2013,4,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
305943,E667,2013,5,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
320541,E667,2013,11,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
320541,E667,2013,6,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
320541,E667,2013,9,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
320541,E667,2013,12,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
305943,E667,2013,8,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
305943,E667,2013,11,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
320541,E667,2013,3,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
320541,E667,2013,8,0.5147418173666118,0.0,0.0,0.46078883635105505,0.5147519460300984,0.0,0.0
305943,E667,2013,7,0.3843353011507995,0.8601131488731946,0.0,0.0,0.3843430202387129,0.0,0.0
305943,E667,2014,10,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
320541,E667,2014,2,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
305943,E667,2014,2,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
320541,E667,2014,10,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
305943,E667,2014,6,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
305943,E667,2014,3,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
320541,E667,2014,1,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
320541,E667,2014,4,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
305943,E667,2014,4,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
305943,E667,2014,5,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
320541,E667,2014,11,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
320541,E667,2014,6,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
320541,E667,2014,9,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
320541,E667,2014,12,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
305943,E667,2014,8,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
305943,E667,2014,11,0.4366593184875205,0.0,0.0,0.0,0.43666632070576017,0.0,0.0
320541,E667,2014,3,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
320541,E667,2014,8,0.5745142729039008,0.0,0.0,0.5272171606504439,0.5745106382978724,0.0,0.0
305943,E667,2014,7,0.4366593184875205,1.0000000000000002,0.0,0.0,0.43666632070576017,0.0,0.0
320541,E667,2015,11,0.6459890150949037,0.0,0.0,0.6066197670395572,0.6459875454073689,0.0,0.0
