isn_vinculo,cod_cargo,num_ano,num_mes,15,160,207,1367,1369
296953,D425,2007,11,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
296953,D425,2007,8,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2007,4,0.1,0.0,0.09999999999999998,0.0,0.0
296953,D425,2007,6,0.44220077443217937,0.0,0.24584906888917823,0.0,0.0
297604,D425,2007,11,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
297604,D425,2007,9,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
297604,D425,2007,6,0.1,0.0,0.09999999999999998,0.0,0.0
296953,D425,2007,5,0.44220077443217937,0.0,0.24584906888917823,0.0,0.0
296953,D425,2007,12,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2007,12,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
296953,D425,2007,7,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2007,5,0.1,0.0,0.09999999999999998,0.0,0.0
296953,D425,2007,10,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2007,3,0.1,0.0,0.09999999999999998,0.0,0.0
297604,D425,2007,7,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
296953,D425,2007,9,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
296953,D425,2008,10,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
297604,D425,2008,2,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
296953,D425,2008,2,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2008,10,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
296953,D425,2008,6,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
296953,D425,2008,3,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2008,1,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
297604,D425,2008,4,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
296953,D425,2008,4,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
296953,D425,2008,5,0.45988556897647803,0.0,0.26976819898424265,0.0,0.0
297604,D425,2008,11,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
297604,D425,2008,6,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
297604,D425,2008,9,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
297604,D425,2008,12,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
296953,D425,2008,8,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
296953,D425,2008,11,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
297604,D425,2008,3,0.10553950182049357,0.0,0.11873290793072011,0.0,0.0
297604,D425,2008,8,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
296953,D425,2008,7,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
296953,D425,2009,10,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
297604,D425,2009,2,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
296953,D425,2009,2,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
297604,D425,2009,10,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
296953,D425,2009,6,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
296953,D425,2009,3,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
297604,D425,2009,1,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
297604,D425,2009,4,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
296953,D425,2009,4,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
296953,D425,2009,5,0.4915101427498122,0.0,0.3125472066675349,0.0,0.0
297604,D425,2009,11,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
297604,D425,2009,6,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
297604,D425,2009,9,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
297604,D425,2009,12,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
296953,D425,2009,8,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
296953,D425,2009,11,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
297604,D425,2009,3,0.1154481881754609,0.0,0.15225289751269688,0.0,0.0
297604,D425,2009,8,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
296953,D425,2009,7,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
296953,D425,2010,10,0.5524966768768421,0.0,0.39497004818335724,0.0,0.0
297604,D425,2010,2,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
296953,D425,2010,2,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
297604,D425,2010,10,0.13456337051378373,0.0,0.21684138559708288,0.0,0.0
296953,D425,2010,6,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
296953,D425,2010,3,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
297604,D425,2010,1,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
297604,D425,2010,4,0.12574698029243483,0.0,0.1870718843599427,0.0,0.0
296953,D425,2010,4,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
296953,D425,2010,5,0.5243830549615673,0.0,0.35697681989842434,0.0,0.0
