isn_vinculo,cod_cargo,num_ano,num_mes,8,15,21,54,86,91,97,102,185,199,204,207,312,1367,1369
131976,E620,2007,11,0.8137291006849817,0.40071320510049735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131976,E620,2007,8,0.8137291006849817,0.40071320510049735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305874,E620,2007,4,0.09999999999999998,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.43857827476038347,0.0,0.0,0.0,0.0,0.0,0.0
131976,E620,2007,6,0.7578892612506444,0.3351631726820836,0.0,0.0,0.0,0.0,0.2790202869866402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305874,E620,2007,11,0.17986944833173757,0.24053382321158456,0.0,0.10000000000000009,0.09999999999999998,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0
305874,E620,2007,9,0.13248140237165795,0.15718608169440285,0.0,0.0,0.0,0.0,0.0,0.0,0.43857827476038347,0.0,0.0,0.0,0.0,0.0,0.0
305874,E620,2007,6,0.09999999999999998,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.43857827476038347,0.0,0.0,0.0,0.0,0.0,0.0
131976,E620,2007,5,0.7578892612506444,0.3351631726820836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131976,E620,2007,12,0.8137291006849817,0.40071320510049735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305874,E620,2007,12,0.17986944833173757,0.24053382321158456,0.0,0.0,0.0,0.0,0.0,0.0,0.43857827476038347,0.0,0.0,0.0,0.0,0.0,0.0
131976,E620,2007,7,0.8137291006849817,0.40071320510049735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305874,E620,2007,5,0.09999999999999998,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.21285942492012788,0.0,0.0,0.0,0.0,0.0,0.0
