isn_vinculo,cod_cargo,num_ano,num_mes,44,102,185,226,227
154383,D383,2010,7,0.0,0.0,0.0,0.916860986547085,0.0
154383,D383,2010,3,0.0,0.0,0.10000000000000142,0.09999999999999998,0.0
154379,D383,2010,11,0.0,0.0,0.0,0.916860986547085,0.0
154381,D383,2010,3,0.0,0.0,0.10000000000000142,0.09999999999999998,0.0
154379,D383,2010,9,0.0,0.0,0.0,0.916860986547085,0.0
154379,D383,2010,7,0.0,0.0,0.0,0.916860986547085,0.0
154384,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154382,D383,2010,3,0.0,0.0,0.10000000000000142,0.09999999999999998,0.0
154385,D383,2010,3,0.0,0.0,0.10000000000000142,0.09999999999999998,0.0
154384,D383,2010,9,0.09999999999999998,0.6534871514947932,0.0,0.0,1.0
154385,D383,2010,8,0.0,0.0,0.0,0.916860986547085,0.0
154380,D383,2010,8,0.0,0.0,0.0,0.916860986547085,0.0
154379,D383,2010,12,0.0,0.0,0.0,0.916860986547085,0.0
154380,D383,2010,9,0.09999999999999998,0.6497081793752099,0.0,0.0,1.0
154381,D383,2010,10,0.0,0.0,0.0,0.916860986547085,0.0
154383,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154385,D383,2010,9,0.0,0.0,0.0,0.916860986547085,0.0
154385,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154381,D383,2010,11,0.0,0.0,0.0,0.916860986547085,0.0
154380,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154383,D383,2010,5,0.0,0.0,0.0,0.8401046337817638,0.0
154385,D383,2010,5,0.0,0.0,0.0,0.8401046337817638,0.0
154383,D383,2010,10,0.0,0.0,0.0,0.916860986547085,0.0
154382,D383,2010,5,0.0,0.09999999999999998,0.0,0.8401046337817638,0.0
154384,D383,2010,3,0.0,0.0,0.10000000000000142,0.09999999999999998,0.0
154379,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154381,D383,2010,7,0.0,0.0,0.0,0.916860986547085,0.0
154379,D383,2010,5,0.0,0.0,0.0,0.8401046337817638,0.0
154384,D383,2010,6,0.0,0.0,0.0,0.8401046337817638,0.0
154383,D383,2010,12,0.0,0.0,0.0,0.916860986547085,0.0
154383,D383,2010,8,0.0,0.0,0.0,0.916860986547085,0.0
154381,D383,2010,9,0.0,0.0,0.0,0.916860986547085,0.0
154384,D383,2010,8,0.0,0.0,0.0,0.916860986547085,0.0
154380,D383,2010,3,0.0,0.0,0.10000000000000142,0.09999999999999998,0.0
154381,D383,2010,8,0.0,0.0,0.0,0.916860986547085,0.0
154381,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154385,D383,2010,11,0.3727242561663532,1.0,0.0,0.0,0.0
154381,D383,2010,6,0.0,0.0,0.0,0.8401046337817638,0.0
154379,D383,2010,10,0.0,0.0,0.0,0.916860986547085,0.0
154384,D383,2010,5,0.0,0.0,0.0,0.8401046337817638,0.0
154380,D383,2010,7,0.0,0.0,0.0,0.916860986547085,0.0
154382,D383,2010,4,0.0,0.0,1.0000000000000036,0.8401046337817638,0.0
154385,D383,2010,7,0.0,0.0,0.0,0.916860986547085,0.0
154383,D383,2010,11,0.0,0.0,0.0,0.916860986547085,0.0
154381,D383,2011,3,0.9999999999999999,0.0,0.0,0.0,0.10000000000000142
154379,D383,2011,1,0.0,0.0,0.0,1.0,0.0
154383,D383,2011,3,0.9999999999999999,0.0,0.0,0.0,0.10000000000000142
154379,D383,2011,3,0.9999999999999999,0.0,0.0,0.0,0.10000000000000142
154381,D383,2011,2,0.0,0.0,0.0,1.0,0.0
154381,D383,2011,1,0.0,0.0,0.0,1.0,0.0
154383,D383,2011,1,0.0,0.0,0.0,1.0,0.0
