isn_vinculo;num_ano;num_mes;44;102;226;227;371;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
154375;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;-1;-0.00018349780105741953;1
154376;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;-1;-0.00018349780105741953;1
154377;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;-1;-0.00018349780105741953;1
154378;2010;3;0.0;0.0;272.0;0.0;0.0;1;0.2335297355289237;-1;-0.00018349780105741953;1
154375;2010;4;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154376;2010;4;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154377;2010;4;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154378;2010;4;0.0;0.0;510.0;0.0;27.24;1;0.09779099115663992;1;0.00016922864305884966;0
154375;2010;5;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154376;2010;5;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154377;2010;5;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154378;2010;5;0.0;0.0;510.0;0.0;27.24;1;0.09779099115663992;1;0.00016922864305884966;0
154375;2010;6;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154376;2010;6;0.0;127.5;0.0;0.0;0.0;1;0.060020337643321486;1;0.00016923022132692145;0
154377;2010;6;0.0;0.0;510.0;0.0;0.0;1;0.3538674829244319;1;0.0066974400641997;0
154378;2010;6;0.0;0.0;510.0;0.0;27.24;1;0.09779099115663992;1;0.00016922864305884966;0
154375;2010;7;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;-1;-0.0002634839304564429;1
154377;2010;7;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;-1;-0.0002634839304564429;1
154378;2010;7;226.1;255.0;0.0;102.0;0.0;-1;-0.03340656069953185;1;0.0001671790315145305;1
154375;2010;8;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;-1;-0.0002634839304564429;1
154377;2010;8;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;-1;-0.0002634839304564429;1
154375;2010;9;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;-1;-0.0002634839304564429;1
154377;2010;9;0.0;0.0;534.68;0.0;0.0;1;0.31844634570199426;-1;-0.0002634839304564429;1
154375;2010;10;414.89;311.9;0.0;0.0;0.0;-1;-0.010591824289997942;1;0.0001248445435100276;1
154377;2010;10;0.0;0.0;534.68;0.0;0.0;1;0.25549725398741485;-1;-2.497058115835671e-12;1
154377;2010;11;0.0;0.0;534.68;0.0;0.0;1;0.25549725398741485;-1;-2.497058115835671e-12;1
154377;2010;12;0.0;0.0;534.68;0.0;0.0;1;0.25549725398741485;-1;-2.497058115835671e-12;1
154377;2011;1;0.0;0.0;561.41;0.0;0.0;1;0.23031693748015725;-1;-0.00035964645569294684;1
154377;2011;2;0.0;0.0;561.41;0.0;0.0;1;0.23031693748015725;-1;-0.00035964645569294684;1
154377;2011;3;746.68;0.0;0.0;261.99;0.0;-1;-0.07677231249338579;-1;-2.497058115835671e-12;2
