isn_vinculo;num_ano;num_mes;207;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
296926;2010;11;775.21;1;0.10805576446146081;1;0.012842894218531464;0
296926;2010;12;775.21;1;0.10805576446146081;1;0.012842894218531464;0
296926;2011;1;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;2;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;3;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;4;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;5;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;6;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;7;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;8;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;9;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;10;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;11;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2011;12;813.97;1;0.16515803376178634;1;0.000477455830514284;0
296926;2012;1;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;2;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;3;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;4;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;5;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;6;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;7;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;8;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;9;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;10;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;11;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2012;12;870.95;1;0.1471208545311854;1;0.04057717485308032;0
296926;2013;1;919.55;-1;-0.020480965104087256;-1;-3.669449284449122e-05;2
296926;2013;2;919.55;-1;-0.020480965104087256;-1;-3.669449284449122e-05;2
296926;2013;3;919.55;-1;-0.020480965104087256;-1;-3.669449284449122e-05;2
296926;2013;4;919.55;-1;-0.020480965104087256;-1;-3.669449284449122e-05;2
296926;2013;5;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;6;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;7;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;8;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;9;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;10;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;11;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2013;12;919.55;1;0.0;-1;-1.4410805881936994e-11;1
296926;2014;1;971.96;1;0.04702424528636018;-1;-1.4410805881936994e-11;1
296926;2014;2;971.96;1;0.04702424528636018;-1;-1.4410805881936994e-11;1
296926;2014;3;971.96;1;0.04702424528636018;-1;-1.4410805881936994e-11;1
