isn_vinculo;num_ano;num_mes;15;39;97;188;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
320541;2010;8;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.07824222491202393;1;0.4486908356535597;0
305943;2010;9;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.07095629997004493;1;0.5088648158158602;0
320541;2010;9;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.07824222491202393;1;0.4486908356535597;0
305943;2010;10;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.07095629997004493;1;0.5088648158158602;0
320541;2010;10;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.07824222491202393;1;0.4486908356535597;0
305943;2010;11;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.07095629997004493;1;0.5088648158158602;0
320541;2010;11;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.07824222491202393;1;0.4486908356535597;0
305943;2010;12;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.07095629997004493;1;0.5088648158158602;0
320541;2010;12;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.07824222491202393;1;0.4486908356535597;0
305943;2011;1;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;1;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;2;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;2;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;3;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;3;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;4;483.31;1288.48;12.63;0.0;1739.92;0.0;0.0;-1;-0.15198418742494857;-1;-3.051025015752286;2
320541;2011;4;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;5;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;5;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;6;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;6;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;7;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;7;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;8;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;8;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;9;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;9;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;10;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;10;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;11;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;11;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2011;12;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.11812993575857894;1;0.5222814682088393;0
320541;2011;12;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.11674061373776695;1;0.5024716172319081;0
305943;2012;1;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;1;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;2;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;2;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;3;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;3;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;4;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;4;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;5;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;5;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;6;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;6;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;7;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;7;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;8;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;8;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;9;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;9;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;10;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;10;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;11;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;11;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2012;12;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.10128138017381744;1;0.43762681723742425;0
320541;2012;12;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.11299548675488652;1;0.5353778384438659;0
305943;2013;1;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;1;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;2;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;2;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;3;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;3;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;4;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;4;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;5;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;5;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;6;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;6;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;7;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;7;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;8;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;8;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;9;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;9;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;10;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;10;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;11;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;11;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2013;12;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.09163974529072538;1;0.2702808820141067;0
320541;2013;12;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.10633387443013043;1;0.5174371034137586;0
305943;2014;1;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;1;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;2;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;2;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;3;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;3;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;4;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;4;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;5;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;5;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;6;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;6;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;7;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
