isn_vinculo;num_ano;num_mes;8;10;11;15;19;21;39;51;52;54;86;94;97;102;140;165;207;1352;1367;1369;1404;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
198100;2008;8;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2008;8;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2008;8;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2008;9;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2008;9;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2008;9;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2008;9;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2008;10;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2008;10;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2008;10;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2008;10;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2008;11;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2008;11;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2008;11;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2008;11;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2008;12;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2008;12;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2008;12;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2008;12;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;1;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2009;1;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2009;1;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2009;1;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;2;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2009;2;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2009;2;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2009;2;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;3;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2009;3;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2009;3;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2009;3;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;4;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2009;4;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2009;4;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2009;4;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;5;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2009;5;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2009;5;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2009;5;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;6;0.0;0.0;331.36;551.71;0.0;0.0;0.0;0.0;331.36;0.0;0.0;0.0;0.0;0.0;0.0;130.33;1656.78;0.0;0.0;0.0;0.0;1;0.06379264191671863;1;0.22361875850023338;0
198100;2009;6;0.0;0.0;0.0;406.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.6;0.0;0.0;0.0;0.0;1;0.14203123246271276;1;0.017258523932129677;0
297142;2009;6;0.0;9591.25;0.0;2486.62;1762.8;0.0;2926.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10276635303769016;1;0.5164761842365184;0
297169;2009;6;0.0;6766.34;0.0;1561.46;1291.44;0.0;1498.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2414.9;0.0;0.0;0.0;0.0;1;0.10611048893103542;1;0.4728646762047841;0
174232;2009;7;0.0;0.0;351.24;584.81;0.0;0.0;0.0;0.0;351.24;0.0;0.0;0.0;0.0;0.0;0.0;138.15;1756.19;0.0;0.0;0.0;0.0;1;0.07695113628162564;1;0.24301551864344528;0
