isn_vinculo;num_ano;num_mes;15;39;78;97;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
266672;2007;3;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.07035523904168584;-1;-0.00022192042778623744;2
266672;2007;4;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.07035523904168584;-1;-0.00022192042778623744;2
266672;2007;5;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.07035523904168584;-1;-0.00022192042778623744;2
266672;2007;6;646.04;0.0;954.49;0.0;3230.19;0.0;0.0;-1;-0.07035523904168584;-1;-0.00022192042778623744;2
266672;2007;7;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2007;8;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2007;9;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2007;10;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2007;11;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2007;12;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;1;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;2;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;3;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;4;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;5;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;6;668.97;0.0;988.37;0.0;3344.87;0.0;0.0;1;0.050717828018615185;1;0.08232980159408321;0
266672;2008;7;709.98;0.0;1087.11;0.0;3549.91;0.0;0.0;1;0.0;1;0.18838715373081172;0
266672;2008;8;709.98;0.0;1087.11;0.0;3549.91;0.0;0.0;1;0.0;1;0.18838715373081172;0
266672;2008;9;709.98;0.0;1087.11;0.0;3549.91;0.0;0.0;1;0.0;1;0.18838715373081172;0
266672;2008;10;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.07240798329567283;1;0.19379186566332507;0
266672;2008;11;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.07240798329567283;1;0.19379186566332507;0
266672;2008;12;709.98;0.0;1049.84;0.0;3549.91;0.0;0.0;1;0.07240798329567283;1;0.19379186566332507;0
