isn_vinculo;num_ano;num_mes;8;13;15;18;39;207;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
12192;2007;3;0.0;0.0;140.47;140.47;439.56;351.18;1;0.0;1;4.8807332917455426e-05;0
259352;2007;3;406.54;609.81;60.98;0.0;0.0;0.0;1;0.0396054225806054;-1;-0.00019238588797909628;1
12192;2007;4;0.0;0.0;140.47;140.47;439.56;351.18;1;0.0;1;4.8807332917455426e-05;0
259352;2007;4;406.54;609.81;60.98;0.0;0.0;0.0;1;0.0396054225806054;-1;-0.00019238588797909628;1
12192;2007;5;0.0;0.0;140.47;140.47;439.56;351.18;1;0.0;1;4.8807332917455426e-05;0
259352;2007;5;406.54;609.81;60.98;0.0;0.0;0.0;1;0.0396054225806054;-1;-0.00019238588797909628;1
12192;2007;6;0.0;0.0;140.47;140.47;439.56;351.18;1;0.0;1;4.8807332917455426e-05;0
259352;2007;6;406.54;609.81;60.98;0.0;0.0;0.0;1;0.0396054225806054;-1;-0.00019238588797909628;1
12192;2007;7;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2007;7;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2007;8;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2007;8;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2007;9;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2007;9;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2007;10;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2007;10;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2007;11;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2007;11;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2007;12;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2007;12;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;1;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2008;1;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;2;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2008;2;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;3;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2008;3;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;4;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2008;4;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;5;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2008;5;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;6;0.0;0.0;145.46;145.46;455.16;363.65;1;0.13430228350626894;1;0.015172068705269437;0
259352;2008;6;420.97;631.46;63.15;0.0;0.0;0.0;1;0.1692220089392198;1;0.019000228042957312;0
12192;2008;7;0.0;0.0;154.38;154.38;483.07;385.94;-1;-0.06901929709967103;1;7.920030744235085e-05;1
259352;2008;7;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
12192;2008;8;0.0;0.0;154.38;154.38;483.07;385.94;-1;-0.06901929709967103;1;7.920030744235085e-05;1
259352;2008;8;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2008;9;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2008;10;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2008;11;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2008;12;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;1;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;2;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;3;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;4;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;5;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;6;446.78;670.17;67.02;0.0;0.0;0.0;1;0.17528936460131367;1;0.039855080946111565;0
259352;2009;7;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2009;8;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2009;9;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2009;10;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2009;11;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2009;12;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;1;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;2;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;3;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;4;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;5;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;6;473.59;710.39;71.04;0.0;0.0;0.0;1;0.18045737466699557;1;0.042645504926914546;0
259352;2010;7;496.51;744.77;74.48;0.0;0.0;0.0;1;0.11329244643174174;1;0.029664827559262363;0
259352;2010;8;496.51;744.77;74.48;0.0;0.0;0.0;1;0.11329244643174174;1;0.029664827559262363;0
259352;2010;9;496.51;744.77;74.48;0.0;0.0;0.0;1;0.11329244643174174;1;0.029664827559262363;0
259352;2010;10;496.51;744.77;74.48;0.0;0.0;0.0;1;0.11329244643174174;1;0.029664827559262363;0
259352;2010;11;496.51;744.77;74.48;0.0;0.0;0.0;1;0.11329244643174174;1;0.029664827559262363;0
259352;2010;12;496.51;744.77;74.48;0.0;0.0;0.0;1;0.11329244643174174;1;0.029664827559262363;0
