isn_vinculo;num_ano;num_mes;8;15;21;51;54;79;86;160;161;185;199;207;312;324;371;1232;1233;1352;1367;1369;1404;1454;1455;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
320492;2013;5;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12161347628076602;1;0.11430093153644627;0
329639;2013;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2013;6;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;242.65;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11472188594532817;1;0.09389170726144047;0
329639;2013;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2013;7;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12346176592698466;1;0.10802491888578891;0
329639;2013;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2013;8;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;678.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.03140811428726542;-1;-0.00017570239856778969;2
329639;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2013;9;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;232.1;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11818331267203436;1;0.10121854947545583;0
329639;2013;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2013;10;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12161347628076602;1;0.11430093153644627;0
329639;2013;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2013;11;865.77;86.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12346176592698466;1;0.10802491888578891;0
329639;2013;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
