isn_vinculo;num_ano;num_mes;94;97;101;140;204;302;303;316;317;1236;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
297083;2007;4;0.0;0.0;0.0;0.0;0.0;826.29;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06654380936308629;1;2.9642450970231593;0
297612;2007;4;0.0;0.0;0.0;0.0;0.0;150.16;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11801154684277165;1;1.6127629152628131;0
14097;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1802.06;0.0;0.0;0.0;0.0;1;0.21013405675957592;1;2.7004232691160652;0
14184;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1281.65;0.0;0.0;0.0;0.0;1;0.22387306827356224;1;2.035671892816886;0
17695;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;880.09;0.0;0.0;0.0;0.0;1;0.23178692821120572;1;1.4170882527491244;0
18427;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;463.7;0.0;0.0;0.0;0.0;1;0.23053377128290986;1;0.6767645359937049;0
18687;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;733.33;0.0;0.0;0.0;0.0;1;0.2336450148147215;1;1.1676930301585315;0
130706;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2596.92;0.0;0.0;0.0;0.0;1;0.19026519434189187;1;3.429047676450601;0
130920;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;365.22;0.0;0.0;0.0;0.0;1;0.22555440589212328;1;0.48687270638002644;0
140996;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;808.67;0.0;0.0;0.0;0.0;1;0.23319385965566275;1;1.2972874953092344;0
140998;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1940.9;0.0;0.0;0.0;0.0;1;0.2098232411100403;1;2.85220962247989;0
167223;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.85;0.0;0.0;0.0;0.0;1;0.2187700788648364;1;0.20846164256030875;0
167224;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;325.24;0.0;0.0;0.0;0.0;1;0.22310186941550197;1;0.4081661749713774;0
167298;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356.21;0.0;0.0;0.0;0.0;1;0.224090411074649;1;0.4692166287763584;0
167426;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3366.83;0.0;0.0;0.0;0.0;1;0.19068457436886055;1;3.8268657837406224;0
296906;2007;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;471.28;0.0;0.0;0.0;0.0;1;0.2305528775281006;1;0.6911457451372343;0
296991;2007;5;0.0;0.0;0.0;0.0;0.0;528.96;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06877579443909282;1;3.06482553421975;0
297006;2007;5;0.0;0.0;0.0;0.0;0.0;850.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07208728307427181;1;2.9439922646958223;0
297083;2007;5;0.0;0.0;0.0;0.0;0.0;826.29;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06654380936308629;1;2.9642450970231593;0
297612;2007;5;0.0;0.0;0.0;0.0;0.0;150.16;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11801154684277165;1;1.6127629152628131;0
14097;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1802.06;0.0;0.0;0.0;0.0;1;0.21013405675957592;1;2.7004232691160652;0
14184;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1281.65;0.0;0.0;0.0;0.0;1;0.22387306827356224;1;2.035671892816886;0
17695;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;880.09;0.0;0.0;0.0;0.0;1;0.23178692821120572;1;1.4170882527491244;0
18427;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;463.7;0.0;0.0;0.0;0.0;1;0.23053377128290986;1;0.6767645359937049;0
18687;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;733.33;0.0;0.0;0.0;0.0;1;0.2336450148147215;1;1.1676930301585315;0
130706;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2596.92;0.0;0.0;0.0;0.0;1;0.19026519434189187;1;3.429047676450601;0
130920;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;365.22;0.0;0.0;0.0;0.0;1;0.22555440589212328;1;0.48687270638002644;0
140996;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;808.67;0.0;0.0;0.0;0.0;1;0.23319385965566275;1;1.2972874953092344;0
140998;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1940.9;0.0;0.0;0.0;0.0;1;0.2098232411100403;1;2.85220962247989;0
167224;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;542.06;0.0;0.0;0.0;0.0;1;0.2334265389044457;1;0.8238138614422681;0
167298;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356.21;0.0;0.0;0.0;0.0;1;0.224090411074649;1;0.4692166287763584;0
167426;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3366.83;0.0;0.0;0.0;0.0;1;0.19068457436886055;1;3.8268657837406224;0
296906;2007;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;471.28;0.0;0.0;0.0;0.0;1;0.2305528775281006;1;0.6911457451372343;0
296991;2007;6;0.0;0.0;0.0;0.0;0.0;528.96;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06877579443909282;1;3.06482553421975;0
297006;2007;6;0.0;0.0;0.0;0.0;0.0;850.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07208728307427181;1;2.9439922646958223;0
297083;2007;6;0.0;0.0;0.0;0.0;0.0;826.29;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06654380936308629;1;2.9642450970231593;0
297612;2007;6;0.0;0.0;0.0;0.0;0.0;150.16;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11801154684277165;1;1.6127629152628131;0
14097;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1;0.2103264615709623;1;2.771676441998814;0
14184;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1327.15;0.0;0.0;0.0;0.0;1;0.22132876261440743;1;2.099910089235813;0
17695;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;911.33;0.0;0.0;0.0;0.0;1;0.23165601400316704;1;1.4685583727946536;0
18427;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480.16;0.0;0.0;0.0;0.0;1;0.23074823395437966;1;0.7079507026690877;0
18687;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.36;0.0;0.0;0.0;0.0;1;0.23491574704774743;1;1.2128418607641436;0
130706;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2689.11;0.0;0.0;0.0;0.0;1;0.18769612510444134;1;3.4920964550997695;0
130920;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.19;0.0;0.0;0.0;0.0;1;0.2272059423142077;1;0.5122056222794669;0
140996;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.38;0.0;0.0;0.0;0.0;1;0.23207579817553886;1;1.3458026305614794;0
167224;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561.3;0.0;0.0;0.0;0.0;1;0.2325244254989266;1;0.8593710114319038;0
167298;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.86;0.0;0.0;0.0;0.0;1;0.2267963930650968;1;0.49399224309985357;0
167426;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3486.35;0.0;0.0;0.0;0.0;1;0.19031642361140627;1;3.8633230342769593;0
296906;2007;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.01;0.0;0.0;0.0;0.0;1;0.2311674793584218;1;0.7227680825518163;0
296991;2007;7;0.0;0.0;0.0;0.0;0.0;547.74;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0671265700702206;1;3.0699080854658334;0
297006;2007;7;0.0;0.0;0.0;0.0;0.0;880.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07978817248195047;1;2.914417368141976;0
297083;2007;7;0.0;0.0;0.0;0.0;0.0;855.62;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0740723030815712;1;2.9391407032786745;0
297612;2007;7;0.0;0.0;0.0;0.0;0.0;155.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11748989389783909;1;1.6619791042763268;0
14097;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1;0.2103264615709623;1;2.771676441998814;0
17695;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;911.33;0.0;0.0;0.0;0.0;1;0.23165601400316704;1;1.4685583727946536;0
18427;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480.16;0.0;0.0;0.0;0.0;1;0.23074823395437966;1;0.7079507026690877;0
18687;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.36;0.0;0.0;0.0;0.0;1;0.23491574704774743;1;1.2128418607641436;0
130706;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2689.11;0.0;0.0;0.0;0.0;1;0.18769612510444134;1;3.4920964550997695;0
130920;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.19;0.0;0.0;0.0;0.0;1;0.2272059423142077;1;0.5122056222794669;0
131686;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;792.12;792.12;0.0;0.0;0.0;1;0.09336795066070869;1;3.1748716783083353;0
140996;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.38;0.0;0.0;0.0;0.0;1;0.23207579817553886;1;1.3458026305614794;0
167224;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561.3;0.0;0.0;0.0;0.0;1;0.2325244254989266;1;0.8593710114319038;0
167298;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.86;0.0;0.0;0.0;0.0;1;0.2267963930650968;1;0.49399224309985357;0
167426;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3486.35;0.0;0.0;0.0;0.0;1;0.19031642361140627;1;3.8633230342769593;0
296906;2007;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.01;0.0;0.0;0.0;0.0;1;0.2311674793584218;1;0.7227680825518163;0
296991;2007;8;0.0;0.0;0.0;0.0;0.0;547.74;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0671265700702206;1;3.0699080854658334;0
297006;2007;8;0.0;0.0;0.0;0.0;0.0;880.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07978817248195047;1;2.914417368141976;0
297083;2007;8;0.0;0.0;0.0;0.0;0.0;855.62;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0740723030815712;1;2.9391407032786745;0
297612;2007;8;0.0;0.0;0.0;0.0;0.0;155.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11748989389783909;1;1.6619791042763268;0
14097;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1;0.2103264615709623;1;2.771676441998814;0
17695;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;911.33;0.0;0.0;0.0;0.0;1;0.23165601400316704;1;1.4685583727946536;0
18427;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480.16;0.0;0.0;0.0;0.0;1;0.23074823395437966;1;0.7079507026690877;0
18687;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.36;0.0;0.0;0.0;0.0;1;0.23491574704774743;1;1.2128418607641436;0
130706;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2689.11;0.0;0.0;0.0;0.0;1;0.18769612510444134;1;3.4920964550997695;0
130920;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.19;0.0;0.0;0.0;0.0;1;0.2272059423142077;1;0.5122056222794669;0
131686;2007;9;0.0;0.0;0.0;627.1;0.0;0.0;0.0;792.12;0.0;0.0;0.0;0.0;1;0.2191792474687777;-1;-45.425274915884835;1
140996;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.38;0.0;0.0;0.0;0.0;1;0.23207579817553886;1;1.3458026305614794;0
167224;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561.3;0.0;0.0;0.0;0.0;1;0.2325244254989266;1;0.8593710114319038;0
167298;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.86;0.0;0.0;0.0;0.0;1;0.2267963930650968;1;0.49399224309985357;0
167426;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3486.35;0.0;0.0;0.0;0.0;1;0.19031642361140627;1;3.8633230342769593;0
296906;2007;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.01;0.0;0.0;0.0;0.0;1;0.2311674793584218;1;0.7227680825518163;0
296991;2007;9;0.0;0.0;0.0;0.0;0.0;547.74;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0671265700702206;1;3.0699080854658334;0
297006;2007;9;0.0;0.0;0.0;0.0;0.0;880.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07978817248195047;1;2.914417368141976;0
297083;2007;9;0.0;0.0;0.0;0.0;0.0;855.62;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0740723030815712;1;2.9391407032786745;0
297612;2007;9;0.0;0.0;0.0;0.0;0.0;155.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11748989389783909;1;1.6619791042763268;0
14097;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1;0.2103264615709623;1;2.771676441998814;0
17695;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;911.33;0.0;0.0;0.0;0.0;1;0.23165601400316704;1;1.4685583727946536;0
18427;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480.16;0.0;0.0;0.0;0.0;1;0.23074823395437966;1;0.7079507026690877;0
18687;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.36;0.0;0.0;0.0;0.0;1;0.23491574704774743;1;1.2128418607641436;0
130706;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2689.11;0.0;0.0;0.0;0.0;1;0.18769612510444134;1;3.4920964550997695;0
130920;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.19;0.0;0.0;0.0;0.0;1;0.2272059423142077;1;0.5122056222794669;0
131686;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;792.12;0.0;0.0;0.0;0.0;1;0.2338596986841155;1;1.269102739294432;0
140996;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.38;0.0;0.0;0.0;0.0;1;0.23207579817553886;1;1.3458026305614794;0
167224;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561.3;0.0;0.0;0.0;0.0;1;0.2325244254989266;1;0.8593710114319038;0
167298;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.86;0.0;0.0;0.0;0.0;1;0.2267963930650968;1;0.49399224309985357;0
167426;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3486.35;0.0;0.0;0.0;0.0;1;0.19031642361140627;1;3.8633230342769593;0
296906;2007;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.01;0.0;0.0;0.0;0.0;1;0.2311674793584218;1;0.7227680825518163;0
296991;2007;10;0.0;0.0;0.0;0.0;0.0;547.74;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0671265700702206;1;3.0699080854658334;0
297006;2007;10;0.0;0.0;0.0;0.0;0.0;880.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07978817248195047;1;2.914417368141976;0
297083;2007;10;0.0;0.0;0.0;0.0;0.0;855.62;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0740723030815712;1;2.9391407032786745;0
297612;2007;10;0.0;0.0;0.0;0.0;0.0;155.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11748989389783909;1;1.6619791042763268;0
14097;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1;0.2103264615709623;1;2.771676441998814;0
17695;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;911.33;0.0;0.0;0.0;0.0;1;0.23165601400316704;1;1.4685583727946536;0
18427;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480.16;0.0;0.0;0.0;0.0;1;0.23074823395437966;1;0.7079507026690877;0
18687;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.36;0.0;0.0;0.0;0.0;1;0.23491574704774743;1;1.2128418607641436;0
130706;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2689.11;0.0;0.0;0.0;0.0;1;0.18769612510444134;1;3.4920964550997695;0
130920;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.19;0.0;0.0;0.0;0.0;1;0.2272059423142077;1;0.5122056222794669;0
131686;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;792.12;0.0;0.0;0.0;0.0;1;0.2338596986841155;1;1.269102739294432;0
140996;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.38;0.0;0.0;0.0;0.0;1;0.23207579817553886;1;1.3458026305614794;0
167224;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561.3;0.0;0.0;0.0;0.0;1;0.2325244254989266;1;0.8593710114319038;0
167298;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.86;0.0;0.0;0.0;0.0;1;0.2267963930650968;1;0.49399224309985357;0
167426;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3486.35;0.0;0.0;0.0;0.0;1;0.19031642361140627;1;3.8633230342769593;0
296906;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.01;0.0;0.0;0.0;0.0;1;0.2311674793584218;1;0.7227680825518163;0
296991;2007;11;0.0;0.0;0.0;0.0;0.0;547.74;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0671265700702206;1;3.0699080854658334;0
297006;2007;11;0.0;0.0;0.0;0.0;0.0;880.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07978817248195047;1;2.914417368141976;0
297083;2007;11;0.0;0.0;0.0;0.0;0.0;855.62;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0740723030815712;1;2.9391407032786745;0
297612;2007;11;0.0;0.0;0.0;0.0;0.0;155.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11748989389783909;1;1.6619791042763268;0
320503;2007;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;384.19;4875.94;0.0;0.0;0.0;-1;-0.09567539493723065;-1;-14.445346348782742;2
14097;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1866.03;0.0;0.0;0.0;0.0;1;0.2103264615709623;1;2.771676441998814;0
18427;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480.16;0.0;0.0;0.0;0.0;1;0.23074823395437966;1;0.7079507026690877;0
18687;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.36;0.0;0.0;0.0;0.0;1;0.23491574704774743;1;1.2128418607641436;0
130706;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2689.11;0.0;0.0;0.0;0.0;1;0.18769612510444134;1;3.4920964550997695;0
130920;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.19;0.0;0.0;0.0;0.0;1;0.2272059423142077;1;0.5122056222794669;0
131686;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;792.12;0.0;0.0;0.0;0.0;1;0.2338596986841155;1;1.269102739294432;0
140996;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.38;0.0;0.0;0.0;0.0;1;0.23207579817553886;1;1.3458026305614794;0
144750;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.45;1022.75;0.0;0.0;0.0;1;0.07262795399511629;1;1.6131701056383676;0
144751;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.73;511.39;0.0;0.0;0.0;1;0.10789093561516716;1;1.8807947967975025;0
144752;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.73;511.39;0.0;0.0;0.0;1;0.10789093561516716;1;1.8807947967975025;0
167224;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561.3;0.0;0.0;0.0;0.0;1;0.2325244254989266;1;0.8593710114319038;0
167298;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.86;0.0;0.0;0.0;0.0;1;0.2267963930650968;1;0.49399224309985357;0
167426;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3486.35;0.0;0.0;0.0;0.0;1;0.19031642361140627;1;3.8633230342769593;0
296906;2007;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.01;0.0;0.0;0.0;0.0;1;0.2311674793584218;1;0.7227680825518163;0
296991;2007;12;0.0;0.0;0.0;0.0;0.0;547.74;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0671265700702206;1;3.0699080854658334;0
297006;2007;12;0.0;0.0;0.0;0.0;0.0;880.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.07978817248195047;1;2.914417368141976;0
297083;2007;12;0.0;0.0;0.0;0.0;0.0;855.62;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0740723030815712;1;2.9391407032786745;0
297612;2007;12;0.0;0.0;0.0;0.0;0.0;155.49;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11748989389783909;1;1.6619791042763268;0
