isn_vinculo;num_ano;num_mes;15;151;160;161;207;297;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
175849;2007;3;29.33;6.2;206.94;0.0;136.86;0.0;0.0;0.0;1;0.007657797388370691;-1;-0.0005057302426667576;1
175968;2007;3;64.67;0.0;180.4;0.0;194.0;0.0;0.0;0.0;1;0.06321841657263955;1;0.10186425303301361;0
175849;2007;4;29.33;6.2;236.94;0.0;136.86;0.0;0.0;0.0;1;0.020043861665220986;1;0.02238281851437174;0
175968;2007;4;64.67;0.0;186.0;0.0;194.0;0.0;0.0;0.0;1;0.07655552279090044;1;0.11014406445874547;0
175849;2007;5;29.33;6.2;236.94;0.0;136.86;0.0;0.0;0.0;1;0.020043861665220986;1;0.02238281851437174;0
175968;2007;5;64.67;0.0;186.0;0.0;194.0;0.0;0.0;0.0;1;0.07655552279090044;1;0.11014406445874547;0
175849;2007;6;29.33;6.2;207.61;0.0;136.86;0.0;0.0;0.0;1;0.00859596941574059;1;8.973311919158178e-05;0
175968;2007;6;64.67;0.0;121.33;0.0;194.0;0.0;0.0;0.0;-1;-0.011451230092195286;-1;-0.0005752752271730444;2
175849;2007;7;30.37;6.42;201.49;29.33;141.72;0.0;0.0;0.0;-1;-0.09732585029985474;-1;-1.695950993766258;2
175968;2007;7;66.96;0.0;204.11;64.67;200.89;0.0;0.0;0.0;-1;-0.1420942848337885;-1;-1.7134572277740692;2
175849;2007;8;30.37;6.42;201.49;0.0;141.72;0.0;0.0;0.0;1;0.09143599503937094;1;0.04763350332896277;0
175968;2007;8;66.96;0.0;204.11;0.0;200.89;0.0;0.0;0.0;1;0.1319157995615986;1;0.14878183590419702;0
175849;2007;9;30.37;6.42;201.49;0.0;141.72;0.0;0.0;0.0;1;0.09143599503937094;1;0.04763350332896277;0
175968;2007;9;66.96;0.0;204.11;0.0;200.89;0.0;0.0;0.0;1;0.1319157995615986;1;0.14878183590419702;0
175849;2007;10;30.37;6.42;201.49;0.0;141.72;0.0;0.0;0.0;1;0.09143599503937094;1;0.04763350332896277;0
175968;2007;10;66.96;0.0;204.11;0.0;200.89;0.0;0.0;0.0;1;0.1319157995615986;1;0.14878183590419702;0
175849;2007;11;30.37;6.42;201.49;0.0;141.72;0.0;0.0;0.0;1;0.09143599503937094;1;0.04763350332896277;0
175968;2007;11;66.96;0.0;204.11;0.0;200.89;0.0;0.0;0.0;1;0.1319157995615986;1;0.14878183590419702;0
175849;2007;12;30.37;6.42;201.49;0.0;141.72;0.0;0.0;0.0;1;0.09143599503937094;1;0.04763350332896277;0
