isn_vinculo;num_ano;num_mes;8;15;39;41;54;70;97;140;188;207;324;1236;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
266665;2007;3;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1;0.05897051420563587;1;0.2595399092957944;0
297048;2007;3;4134.82;620.22;0.0;826.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10483447955081532;1;0.0052306835947062424;0
320547;2007;3;0.0;905.73;0.0;724.58;0.0;0.0;0.0;0.0;0.0;3622.91;0.0;0.0;0.0;0.0;1;0.11373922829851013;-1;-0.0001514542768878968;1
331362;2007;3;0.0;1732.86;0.0;1247.66;0.0;0.0;0.0;0.0;0.0;6238.31;0.0;0.0;0.0;0.0;1;0.15982475716873068;1;0.7638834071828313;0
331373;2007;3;3544.14;531.62;586.13;708.83;1790.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.04464696404498525;-1;-0.25298196773389625;2
266665;2007;4;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1;0.05897051420563587;1;0.2595399092957944;0
297048;2007;4;4134.82;620.22;0.0;826.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10483447955081532;1;0.0052306835947062424;0
320547;2007;4;0.0;905.73;0.0;724.58;0.0;0.0;0.0;0.0;0.0;3622.91;0.0;0.0;0.0;0.0;1;0.11373922829851013;-1;-0.0001514542768878968;1
331362;2007;4;0.0;1732.86;0.0;1247.66;0.0;0.0;0.0;0.0;0.0;6238.31;0.0;0.0;0.0;0.0;1;0.15982475716873068;1;0.7638834071828313;0
331373;2007;4;3544.14;531.62;586.13;708.83;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.008252312980600918;-1;-3.011266226772813;2
266665;2007;5;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1;0.05897051420563587;1;0.2595399092957944;0
297048;2007;5;4134.82;620.22;0.0;826.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10483447955081532;1;0.0052306835947062424;0
320547;2007;5;0.0;905.73;0.0;724.58;0.0;0.0;0.0;0.0;0.0;3622.91;0.0;0.0;0.0;0.0;1;0.11373922829851013;-1;-0.0001514542768878968;1
331362;2007;5;0.0;1732.86;0.0;1247.66;0.0;0.0;0.0;0.0;0.0;6238.31;0.0;0.0;0.0;0.0;1;0.15982475716873068;1;0.7638834071828313;0
331373;2007;5;3544.14;531.62;586.13;708.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.03745885921856196;1;0.17210804653428813;0
266665;2007;6;4003.56;800.71;0.0;800.71;0.0;0.0;0.0;0.0;280.74;0.0;0.0;0.0;0.0;0.0;1;0.05897051420563587;1;0.2595399092957944;0
297048;2007;6;4134.82;620.22;0.0;826.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10483447955081532;1;0.0052306835947062424;0
320547;2007;6;0.0;905.73;0.0;724.58;0.0;0.0;0.0;0.0;0.0;3622.91;0.0;0.0;0.0;0.0;1;0.11373922829851013;-1;-0.0001514542768878968;1
331362;2007;6;0.0;1732.86;0.0;1247.66;0.0;0.0;0.0;0.0;0.0;6238.31;0.0;0.0;0.0;0.0;1;0.15982475716873068;1;0.7638834071828313;0
331373;2007;6;3544.14;531.62;586.13;708.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.03745885921856196;1;0.17210804653428813;0
266665;2007;7;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1;0.0799594614315004;1;0.28025352068354614;0
297048;2007;7;4281.61;642.24;0.0;856.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11915574871770068;1;0.031143182724687968;0
320547;2007;7;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2007;7;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2007;7;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06546168786054868;1;0.20929440283932266;0
266665;2007;8;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;203.92;0.0;0.0;0.0;-1;-0.01813329042975176;1;0.06120311156379632;1
297048;2007;8;4281.61;642.24;0.0;856.32;1926.72;0.0;0.0;0.0;0.0;0.0;277.08;0.0;0.0;0.0;-1;-0.10094724765166208;-1;-2.8905317415344296;2
320547;2007;8;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2007;8;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2007;8;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;198.64;0.0;0.0;0.0;-1;-0.021417222370411215;-1;-0.1109399301640619;2
266665;2007;9;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1;0.0799594614315004;1;0.28025352068354614;0
297048;2007;9;4281.61;642.24;0.0;856.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11915574871770068;1;0.031143182724687968;0
320547;2007;9;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2007;9;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2007;9;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06546168786054868;1;0.20929440283932266;0
266665;2007;10;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1;0.0799594614315004;1;0.28025352068354614;0
297048;2007;10;4281.61;642.24;0.0;856.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11915574871770068;1;0.031143182724687968;0
320547;2007;10;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2007;10;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2007;10;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06546168786054868;1;0.20929440283932266;0
266665;2007;11;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1;0.0799594614315004;1;0.28025352068354614;0
297048;2007;11;4281.61;642.24;0.0;856.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11915574871770068;1;0.031143182724687968;0
320547;2007;11;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2007;11;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2007;11;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06546168786054868;1;0.20929440283932266;0
266665;2007;12;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1;0.0799594614315004;1;0.28025352068354614;0
297048;2007;12;4281.61;642.24;0.0;856.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11915574871770068;1;0.031143182724687968;0
320547;2007;12;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2007;12;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2007;12;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06546168786054868;1;0.20929440283932266;0
266665;2008;1;4145.69;829.14;0.0;829.14;2031.56;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;-1;-0.03568098665490438;-1;-6.118680056843573e-06;2
297048;2008;1;4281.61;642.24;0.0;856.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11915574871770068;1;0.031143182724687968;0
320547;2008;1;0.0;937.88;0.0;750.31;0.0;0.0;0.0;0.0;0.0;3751.53;0.0;0.0;0.0;0.0;1;0.1309234308131743;1;0.058739811288846866;0
331362;2008;1;0.0;1794.38;0.0;1291.95;0.0;0.0;0.0;0.0;0.0;6459.77;0.0;0.0;0.0;0.0;1;0.15302606412536346;1;0.7816078417755623;0
331373;2008;1;3669.96;550.49;606.94;733.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.06546168786054868;1;0.20929440283932266;0
266665;2008;2;4145.69;829.14;0.0;829.14;0.0;0.0;0.0;0.0;290.71;0.0;0.0;0.0;0.0;0.0;1;0.0799594614315004;1;0.28025352068354614;0
297048;2008;2;4281.61;642.24;0.0;856.32;1926.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.0019116095643343378;1;0.00010165201102552146;1
